gram,counts,date
covid 19,198823,2020-06-10
coronavirus pandemic,8692,2020-06-10
19 pandemic,7883,2020-06-10
19 cases,6995,2020-06-10
coronavirus cases,6920,2020-06-10
coronavirus covid19,6830,2020-06-10
covid19 coronavirus,5403,2020-06-10
new cases,4759,2020-06-10
covid19 pandemic,3586,2020-06-10
social distancing,3184,2020-06-10
casos covid,3113,2020-06-10
due covid,3077,2020-06-10
nuevos casos,2864,2020-06-10
new coronavirus,2795,2020-06-10
covid19 cases,2770,2020-06-10
coronavirus covid,2718,2020-06-10
death toll,2715,2020-06-10
19 crisis,2676,2020-06-10
coronavirus outbreak,2675,2020-06-10
casos coronavirus,2586,2020-06-10
due coronavirus,2426,2020-06-10
tested positive,2298,2020-06-10
new york,2255,2020-06-10
june 10,2254,2020-06-10
news coronavirus,2212,2020-06-10
coronavirus crisis,2201,2020-06-10
bbc news,2165,2020-06-10
new normal,2162,2020-06-10
due covid19,2158,2020-06-10
positive covid,2122,2020-06-10
george floyd,2090,2020-06-10
second wave,2090,2020-06-10
casos confirmados,2076,2020-06-10
via youtube,2020,2020-06-10
new covid,1993,2020-06-10
public health,1989,2020-06-10
edomex alfredodelmazo,1931,2020-06-10
pandemia coronavirus,1927,2020-06-10
memorial day,1916,2020-06-10
24 horas,1841,2020-06-10
meaning behind,1828,2020-06-10
casos covid19,1808,2020-06-10
19 di,1763,2020-06-10
amid coronavirus,1755,2020-06-10
active cases,1743,2020-06-10
spread coronavirus,1742,2020-06-10
coronavirus lockdown,1739,2020-06-10
19 via,1730,2020-06-10
da covid,1724,2020-06-10
positive coronavirus,1691,2020-06-10
new zealand,1681,2020-06-10
contact tracing,1669,2020-06-10
19 testing,1667,2020-06-10
pandemia covid,1661,2020-06-10
19 patients,1644,2020-06-10
cases covid,1642,2020-06-10
90 camas,1641,2020-06-10
casos positivos,1632,2020-06-10
19 deaths,1607,2020-06-10
gon na,1578,2020-06-10
coronavirus hospitalizations,1553,2020-06-10
lopezobrador_ hlgatell,1531,2020-06-10
impact covid,1531,2020-06-10
10 2020,1529,2020-06-10
hospitales chimalhuacán,1513,2020-06-10
june 2020,1511,2020-06-10
spread covid,1507,2020-06-10
wear mask,1495,2020-06-10
pandemia covid19,1483,2020-06-10
24 hours,1474,2020-06-10
atender pacientes,1472,2020-06-10
test positive,1472,2020-06-10
post covid,1452,2020-06-10
bill gates,1446,2020-06-10
10 06,1437,2020-06-10
cashless society,1432,2020-06-10
stay home,1396,2020-06-10
live updates,1386,2020-06-10
white house,1377,2020-06-10
19 vaccine,1373,2020-06-10
coronavirus deaths,1365,2020-06-10
vicente guerrero,1352,2020-06-10
pacientes covid,1350,2020-06-10
19 response,1340,2020-06-10
confirmed cases,1325,2020-06-10
gt gt,1308,2020-06-10
coronavirus vaccine,1297,2020-06-10
últimas 24,1293,2020-06-10
dr fauci,1272,2020-06-10
covid__19 coronavirus,1262,2020-06-10
must read,1255,2020-06-10
mark beast,1234,2020-06-10
19 lockdown,1229,2020-06-10
first time,1226,2020-06-10
join us,1225,2020-06-10
hidden meaning,1221,2020-06-10
rfid microchip,1221,2020-06-10
amid covid,1219,2020-06-10
mental health,1217,2020-06-10
pandemi covid,1216,2020-06-10
microchip mark,1216,2020-06-10
boris johnson,1214,2020-06-10
donald trump,1210,2020-06-10
stay safe,1209,2020-06-10
coronavirus live,1181,2020-06-10
response covid,1175,2020-06-10
many people,1172,2020-06-10
worst nightmare,1164,2020-06-10
sars cov,1160,2020-06-10
insumos atender,1155,2020-06-10
positive cases,1148,2020-06-10
post covid19,1143,2020-06-10
new deaths,1140,2020-06-10
06 2020,1131,2020-06-10
health care,1117,2020-06-10
19 outbreak,1105,2020-06-10
corona virus,1098,2020-06-10
exigimosinsumosdecalidad hospitales,1087,2020-06-10
lopezobrador_ ssalud_mx,1087,2020-06-10
positivo covid,1085,2020-06-10
covid19 crisis,1082,2020-06-10
post coronavirus,1080,2020-06-10
covid__19 covid19,1079,2020-06-10
uk economy,1079,2020-06-10
fight covid,1077,2020-06-10
novel coronavirus,1068,2020-06-10
two weeks,1066,2020-06-10
face masks,1056,2020-06-10
spread covid19,1049,2020-06-10
du coronavirus,1041,2020-06-10
around world,1036,2020-06-10
nursing homes,1022,2020-06-10
long term,1015,2020-06-10
read article,1009,2020-06-10
united states,1008,2020-06-10
small businesses,1008,2020-06-10
materno infantil,989,2020-06-10
positif covid,988,2020-06-10
face mask,983,2020-06-10
19 update,982,2020-06-10
asymptomatic spread,979,2020-06-10
covid19 lockdown,973,2020-06-10
anthony fauci,969,2020-06-10
coronavirus spread,969,2020-06-10
coronavirus covid__19,961,2020-06-10
coronavirus via,960,2020-06-10
crisis coronavirus,957,2020-06-10
cases coronavirus,954,2020-06-10
people died,940,2020-06-10
contagios covid,939,2020-06-10
hospitalizations rise,934,2020-06-10
says oecd,934,2020-06-10
primer caso,932,2020-06-10
hospitales 90,930,2020-06-10
10 junio,919,2020-06-10
hospitales atienden,916,2020-06-10
good news,915,2020-06-10
behind calculating,915,2020-06-10
coronavirus testing,914,2020-06-10
new covid19,913,2020-06-10
coronavirus update,903,2020-06-10
total number,896,2020-06-10
looks like,896,2020-06-10
tests positive,895,2020-06-10
wearing masks,891,2020-06-10
ssalud_mx edomex,881,2020-06-10
year old,869,2020-06-10
lives matter,868,2020-06-10
black lives,864,2020-06-10
next year,858,2020-06-10
fake news,858,2020-06-10
cases reported,857,2020-06-10
total cases,856,2020-06-10
coronavirus covid_19,851,2020-06-10
junio 2020,850,2020-06-10
