gram,counts,date
covid 19,136683,2020-09-01
19 pandemic,5158,2020-09-01
19 cases,4578,2020-09-01
19 vaccine,4328,2020-09-01
coronavirus covid19,4227,2020-09-01
coronavirus pandemic,3887,2020-09-01
coronavirus cases,3452,2020-09-01
coronavirus vaccine,3283,2020-09-01
new cases,2950,2020-09-01
covid19 coronavirus,2751,2020-09-01
19 deaths,2474,2020-09-01
effort develop,2265,2020-09-01
nuevos casos,2127,2020-09-01
due covid,2109,2020-09-01
casos covid,2099,2020-09-01
covid19 pandemic,2063,2020-09-01
positive covid,2044,2020-09-01
who linked,1993,2020-09-01
join who,1974,2020-09-01
died covid,1916,2020-09-01
global effort,1857,2020-09-01
public health,1832,2020-09-01
herd immunity,1827,2020-09-01
new covid,1802,2020-09-01
white house,1777,2020-09-01
death toll,1755,2020-09-01
new york,1702,2020-09-01
casos coronavirus,1608,2020-09-01
tested positive,1570,2020-09-01
social distancing,1515,2020-09-01
develop covid,1464,2020-09-01
new coronavirus,1428,2020-09-01
us join,1408,2020-09-01
linked global,1372,2020-09-01
coronavirus covid,1366,2020-09-01
thearieair tjhinfar21,1357,2020-09-01
vaccine wapo,1351,2020-09-01
wapo reports,1347,2020-09-01
1trenggalek thearieair,1333,2020-09-01
coronavirus deaths,1322,2020-09-01
19 testing,1318,2020-09-01
united states,1306,2020-09-01
protokol kesehatan,1277,2020-09-01
penyebaran covid,1232,2020-09-01
covid19 cases,1226,2020-09-01
24 horas,1218,2020-09-01
amid covid,1202,2020-09-01
people died,1178,2020-09-01
due covid19,1176,2020-09-01
cases covid,1176,2020-09-01
deaths covid,1150,2020-09-01
19 di,1137,2020-09-01
19 test,1118,2020-09-01
dari covid,1115,2020-09-01
september 2020,1115,2020-09-01
180 000,1107,2020-09-01
19 polrisukseskan3m,1093,2020-09-01
donald trump,1083,2020-09-01
19 patients,1064,2020-09-01
wear mask,1061,2020-09-01
casos positivos,1058,2020-09-01
via youtube,1055,2020-09-01
due coronavirus,1041,2020-09-01
positive coronavirus,1041,2020-09-01
pandemia coronavirus,1037,2020-09-01
active cases,1024,2020-09-01
coronavirus death,1024,2020-09-01
americans died,1008,2020-09-01
últimas 24,1006,2020-09-01
long term,998,2020-09-01
pandemia covid19,994,2020-09-01
test positive,993,2020-09-01
live updates,983,2020-09-01
trump administration,975,2020-09-01
task force,969,2020-09-01
president trump,969,2020-09-01
19 via,967,2020-09-01
confirmed cases,966,2020-09-01
san francisco,966,2020-09-01
positivo coronavirus,960,2020-09-01
da covid,959,2020-09-01
casos confirmados,950,2020-09-01
sars cov,937,2020-09-01
01 09,931,2020-09-01
dio positivo,913,2020-09-01
coronavirus restrictions,912,2020-09-01
19 crisis,908,2020-09-01
back school,904,2020-09-01
gon na,896,2020-09-01
hong kong,895,2020-09-01
want see,889,2020-09-01
south korea,883,2020-09-01
coronavirus live,882,2020-09-01
many people,876,2020-09-01
gt gt,870,2020-09-01
19 covid,870,2020-09-01
hair salon,867,2020-09-01
tests positive,853,2020-09-01
covid19 deaths,847,2020-09-01
coronavirus lockdown,841,2020-09-01
24 hours,838,2020-09-01
19 death,836,2020-09-01
nancy pelosi,833,2020-09-01
positivo covid,829,2020-09-01
mental health,819,2020-09-01
impact covid,818,2020-09-01
news coronavirus,813,2020-09-01
000 people,811,2020-09-01
