gram,counts,date
covid 19,164099,2020-08-17
19 cases,6461,2020-08-17
19 pandemic,6374,2020-08-17
coronavirus covid19,5608,2020-08-17
coronavirus pandemic,5597,2020-08-17
covid19 coronavirus,4845,2020-08-17
coronavirus cases,4368,2020-08-17
new cases,3772,2020-08-17
new zealand,3266,2020-08-17
19 vaccine,3097,2020-08-17
nuevos casos,2850,2020-08-17
covid19 pandemic,2826,2020-08-17
positive covid,2808,2020-08-17
170 000,2684,2020-08-17
new coronavirus,2662,2020-08-17
new covid,2635,2020-08-17
due covid,2615,2020-08-17
new york,2605,2020-08-17
casos covid,2526,2020-08-17
public health,2351,2020-08-17
chapel hill,2322,2020-08-17
death toll,2225,2020-08-17
donald trump,2177,2020-08-17
vacuna covid,2113,2020-08-17
tested positive,2019,2020-08-17
unc chapel,1966,2020-08-17
casos coronavirus,1950,2020-08-17
coronavirus outbreak,1900,2020-08-17
coronavirus covid,1884,2020-08-17
social distancing,1853,2020-08-17
in person,1820,2020-08-17
covid19 cases,1805,2020-08-17
17 agosto,1804,2020-08-17
coronavirus deaths,1684,2020-08-17
due covid19,1665,2020-08-17
19 deaths,1654,2020-08-17
test positive,1649,2020-08-17
19 testing,1636,2020-08-17
vacuna coronavirus,1633,2020-08-17
coronavirus vaccine,1572,2020-08-17
sharon stone,1563,2020-08-17
via youtube,1534,2020-08-17
24 horas,1506,2020-08-17
wear mask,1424,2020-08-17
due coronavirus,1408,2020-08-17
amid covid,1387,2020-08-17
patente vacuna,1371,2020-08-17
50 000,1366,2020-08-17
19 test,1310,2020-08-17
cases covid,1302,2020-08-17
news coronavirus,1281,2020-08-17
positive coronavirus,1265,2020-08-17
live updates,1258,2020-08-17
19 outbreak,1254,2020-08-17
amid coronavirus,1252,2020-08-17
south korea,1247,2020-08-17
herd immunity,1244,2020-08-17
covid19 covid,1244,2020-08-17
august 17,1233,2020-08-17
tests positive,1223,2020-08-17
gon na,1211,2020-08-17
19 crisis,1201,2020-08-17
sars cov,1193,2020-08-17
