gram,counts,date
covid 19,197038,2020-06-19
coronavirus cases,9194,2020-06-19
19 cases,8605,2020-06-19
coronavirus pandemic,7491,2020-06-19
coronavirus covid19,7303,2020-06-19
19 pandemic,7035,2020-06-19
covid19 coronavirus,5882,2020-06-19
new cases,5857,2020-06-19
casos covid,4212,2020-06-19
wear mask,3628,2020-06-19
covid19 pandemic,3623,2020-06-19
new coronavirus,3532,2020-06-19
positive covid,3422,2020-06-19
coronavirus outbreak,3172,2020-06-19
due covid,3104,2020-06-19
social distancing,3082,2020-06-19
nuevos casos,3076,2020-06-19
new covid,2917,2020-06-19
tested positive,2908,2020-06-19
casos coronavirus,2897,2020-06-19
covid19 cases,2760,2020-06-19
coronavirus covid,2729,2020-06-19
public health,2561,2020-06-19
casos confirmados,2461,2020-06-19
positive coronavirus,2427,2020-06-19
alert level,2373,2020-06-19
face masks,2348,2020-06-19
wear masks,2263,2020-06-19
new york,2260,2020-06-19
june 19,2225,2020-06-19
single day,2171,2020-06-19
test positive,2155,2020-06-19
wearing mask,2024,2020-06-19
death toll,2006,2020-06-19
due coronavirus,1999,2020-06-19
pandemia coronavirus,1998,2020-06-19
19 patients,1996,2020-06-19
gon na,1958,2020-06-19
19 crisis,1935,2020-06-19
bbc news,1932,2020-06-19
news coronavirus,1909,2020-06-19
via youtube,1887,2020-06-19
due covid19,1866,2020-06-19
24 horas,1852,2020-06-19
trump rally,1847,2020-06-19
confirmed cases,1815,2020-06-19
second wave,1794,2020-06-19
cases covid,1777,2020-06-19
wearing masks,1709,2020-06-19
día iva,1706,2020-06-19
one day,1664,2020-06-19
tulsa rally,1654,2020-06-19
contact tracing,1646,2020-06-19
casos positivos,1623,2020-06-19
19 deaths,1604,2020-06-19
coronavirus crisis,1579,2020-06-19
tests positive,1577,2020-06-19
stay home,1558,2020-06-19
many people,1532,2020-06-19
19 via,1520,2020-06-19
24 hours,1494,2020-06-19
19 2020,1491,2020-06-19
19 outbreak,1481,2020-06-19
pandemia covid19,1452,2020-06-19
pandemia covid,1452,2020-06-19
donald trump,1426,2020-06-19
19 di,1423,2020-06-19
da covid,1421,2020-06-19
19 06,1413,2020-06-19
spread coronavirus,1407,2020-06-19
united states,1403,2020-06-19
amid coronavirus,1388,2020-06-19
stay safe,1371,2020-06-19
sars cov,1364,2020-06-19
task force,1363,2020-06-19
spread covid19,1359,2020-06-19
cases coronavirus,1346,2020-06-19
new normal,1327,2020-06-19
coronavirus lockdown,1318,2020-06-19
gt gt,1318,2020-06-19
19 testing,1292,2020-06-19
supreme court,1291,2020-06-19
coronavirus covid_19,1287,2020-06-19
spread covid,1287,2020-06-19
últimas 24,1286,2020-06-19
19 alert,1273,2020-06-19
casos covid19,1265,2020-06-19
impact covid,1252,2020-06-19
amid covid,1227,2020-06-19
covid19 covid_19,1218,2020-06-19
post covid,1217,2020-06-19
nursing homes,1206,2020-06-19
tracing app,1197,2020-06-19
19 junio,1197,2020-06-19
trump tulsa,1186,2020-06-19
positive cases,1177,2020-06-19
19 vaccine,1161,2020-06-19
wear face,1160,2020-06-19
face mask,1157,2020-06-19
19 contact,1157,2020-06-19
06 2020,1156,2020-06-19
milhão casos,1147,2020-06-19
people died,1139,2020-06-19
contagios covid,1122,2020-06-19
