gram,counts,date
covid 19,155128,2020-10-08
white house,10044,2020-10-08
donald trump,5974,2020-10-08
19 pandemic,5390,2020-10-08
19 cases,5225,2020-10-08
coronavirus cases,4527,2020-10-08
coronavirus pandemic,4070,2020-10-08
positive covid,3798,2020-10-08
president trump,3673,2020-10-08
coronavirus covid19,3588,2020-10-08
covid19 coronavirus,3241,2020-10-08
tested positive,3234,2020-10-08
new cases,3077,2020-10-08
gold star,3064,2020-10-08
mike pence,2978,2020-10-08
task force,2787,2020-10-08
trump covid,2712,2020-10-08
star families,2631,2020-10-08
trump says,2615,2020-10-08
new covid,2503,2020-10-08
positive coronavirus,2342,2020-10-08
19 vaccine,2329,2020-10-08
presidential debate,2272,2020-10-08
public health,2224,2020-10-08
covid19 pandemic,2142,2020-10-08
wear mask,2087,2020-10-08
new england,2004,2020-10-08
due covid,1943,2020-10-08
england journal,1913,2020-10-08
coronavirus task,1901,2020-10-08
nuevos casos,1880,2020-10-08
journal medicine,1878,2020-10-08
19 test,1843,2020-10-08
trump administration,1840,2020-10-08
joe biden,1838,2020-10-08
many people,1710,2020-10-08
via youtube,1701,2020-10-08
casos covid,1699,2020-10-08
spread covid,1691,2020-10-08
mental health,1691,2020-10-08
trump coronavirus,1686,2020-10-08
19 via,1681,2020-10-08
kamala harris,1652,2020-10-08
social distancing,1647,2020-10-08
tests positive,1644,2020-10-08
new coronavirus,1631,2020-10-08
new york,1560,2020-10-08
pink eye,1538,2020-10-08
210 000,1489,2020-10-08
fetal tissue,1481,2020-10-08
virtual debate,1472,2020-10-08
american people,1471,2020-10-08
19 patients,1465,2020-10-08
test positive,1438,2020-10-08
coronavirus covid,1427,2020-10-08
united states,1418,2020-10-08
19 diagnosis,1408,2020-10-08
casos coronavirus,1393,2020-10-08
000 americans,1386,2020-10-08
blessing god,1376,2020-10-08
covid19 cases,1338,2020-10-08
coronavirus outbreak,1329,2020-10-08
infected coronavirus,1311,2020-10-08
sars cov,1296,2020-10-08
19 response,1271,2020-10-08
super spreader,1267,2020-10-08
24 horas,1261,2020-10-08
10 2020,1195,2020-10-08
gon na,1178,2020-10-08
19 outbreak,1164,2020-10-08
unrestricted bioweapon,1152,2020-10-08
19 testing,1144,2020-10-08
last night,1121,2020-10-08
october 2020,1102,2020-10-08
prevent spread,1102,2020-10-08
jan andolan,1095,2020-10-08
19 deaths,1087,2020-10-08
vice president,1078,2020-10-08
24 hours,1075,2020-10-08
last week,1064,2020-10-08
cases covid,1052,2020-10-08
34 people,1047,2020-10-08
gt gt,1028,2020-10-08
appropriate behaviour,1023,2020-10-08
covid_19 covid19,1021,2020-10-08
due coronavirus,1020,2020-10-08
08 10,1006,2020-10-08
death toll,1000,2020-10-08
coronavirus response,999,2020-10-08
second wave,988,2020-10-08
vice presidential,987,2020-10-08
response covid,984,2020-10-08
president donald,982,2020-10-08
due covid19,974,2020-10-08
19 restrictions,969,2020-10-08
active cases,961,2020-10-08
contact tracing,957,2020-10-08
coronavirus restrictions,957,2020-10-08
19 di,952,2020-10-08
protokol kesehatan,946,2020-10-08
últimas 24,931,2020-10-08
medical journal,922,2020-10-08
19 relief,922,2020-10-08
tested negative,917,2020-10-08
herd immunity,915,2020-10-08
people died,912,2020-10-08
house security,908,2020-10-08
coronavirus vaccine,907,2020-10-08
swine flu,893,2020-10-08
wearing mask,891,2020-10-08
000 people,891,2020-10-08
19 tests,888,2020-10-08
spread coronavirus,883,2020-10-08
live updates,880,2020-10-08
health care,876,2020-10-08
19 appropriate,876,2020-10-08
covid19 covid_19,872,2020-10-08
positive covid19,864,2020-10-08
casos positivos,856,2020-10-08
new zealand,849,2020-10-08
cells derived,846,2020-10-08
families could,846,2020-10-08
looks like,844,2020-10-08
pence harris,843,2020-10-08
could given,843,2020-10-08
19 crisis,842,2020-10-08
people connected,840,2020-10-08
died covid,839,2020-10-08
long term,839,2020-10-08
million people,835,2020-10-08
given covid,832,2020-10-08
pandemia covid,830,2020-10-08
coronavirus deaths,830,2020-10-08
connected white,825,2020-10-08
house coronavirus,822,2020-10-08
negative covid,821,2020-10-08
trump covid19,812,2020-10-08
100 000,811,2020-10-08
vp debate,808,2020-10-08
via yahoo,806,2020-10-08
trump pence,795,2020-10-08
stay safe,790,2020-10-08
previously known,788,2020-10-08
andolan covid,788,2020-10-08
head coronavirus,787,2020-10-08
amid covid,787,2020-10-08
joebiden kamalaharris,777,2020-10-08
pandemia coronavirus,777,2020-10-08
19 treatment,771,2020-10-08
bbc news,768,2020-10-08
necessary precautions,768,2020-10-08
coronavirus via,767,2020-10-08
19 infection,767,2020-10-08
pandemia covid19,763,2020-10-08
000 dead,758,2020-10-08
behaviour pledge,753,2020-10-08
200 000,750,2020-10-08
derived fetal,750,2020-10-08
coronavirus live,748,2020-10-08
help us,743,2020-10-08
known infected,742,2020-10-08
make sure,741,2020-10-08
19 also,741,2020-10-08
gravely ill,740,2020-10-08
212 000,739,2020-10-08
flu pneumonia,736,2020-10-08
pandemi covid,735,2020-10-08
next week,735,2020-10-08
americans died,733,2020-10-08
casos confirmados,733,2020-10-08
