gram,counts,date
covid 19,146128,2020-09-21
200 000,6918,2020-09-21
19 cases,5464,2020-09-21
19 pandemic,5461,2020-09-21
coronavirus cases,4728,2020-09-21
coronavirus pandemic,4591,2020-09-21
coronavirus covid19,3918,2020-09-21
new cases,3754,2020-09-21
covid19 coronavirus,3251,2020-09-21
positive covid,2484,2020-09-21
cdc says,2397,2020-09-21
new covid,2343,2020-09-21
casos covid,2242,2020-09-21
coronavirus airborne,2228,2020-09-21
covid19 pandemic,2223,2020-09-21
public health,2067,2020-09-21
nuevos casos,2067,2020-09-21
19 deaths,1950,2020-09-21
19 vaccine,1908,2020-09-21
pandemi covid19,1873,2020-09-21
tested positive,1793,2020-09-21
airborne transmission,1770,2020-09-21
due covid,1769,2020-09-21
new coronavirus,1753,2020-09-21
second wave,1751,2020-09-21
protokol kesehatan,1686,2020-09-21
died covid,1647,2020-09-21
death toll,1575,2020-09-21
casos coronavirus,1556,2020-09-21
social distancing,1555,2020-09-21
000 americans,1545,2020-09-21
covid19 cases,1526,2020-09-21
coronavirus vaccine,1502,2020-09-21
via youtube,1492,2020-09-21
50 000,1488,2020-09-21
people died,1454,2020-09-21
coronavirus spreads,1439,2020-09-21
wear mask,1431,2020-09-21
coronavirus covid,1423,2020-09-21
donald trump,1355,2020-09-21
masa pandemi,1345,2020-09-21
posted error,1333,2020-09-21
penyebaran covid,1320,2020-09-21
alert level,1310,2020-09-21
positive coronavirus,1300,2020-09-21
jaga jarak,1283,2020-09-21
pakai masker,1282,2020-09-21
21 09,1265,2020-09-21
gon na,1259,2020-09-21
boris johnson,1258,2020-09-21
cases covid,1252,2020-09-21
covid19 ini,1248,2020-09-21
200 million,1244,2020-09-21
pilkada serentak,1237,2020-09-21
pada masa,1210,2020-09-21
19 di,1208,2020-09-21
united states,1188,2020-09-21
joe biden,1185,2020-09-21
000 dead,1179,2020-09-21
19 via,1179,2020-09-21
19 testing,1175,2020-09-21
americans died,1167,2020-09-21
000 deaths,1167,2020-09-21
21 septiembre,1161,2020-09-21
19 test,1155,2020-09-21
pandemia covid,1149,2020-09-21
contagio covid,1149,2020-09-21
coronavirus spread,1144,2020-09-21
aman dan,1141,2020-09-21
24 horas,1140,2020-09-21
coronavirus deaths,1136,2020-09-21
19 crisis,1132,2020-09-21
guidance airborne,1129,2020-09-21
masker jaga,1127,2020-09-21
sars cov,1124,2020-09-21
yang aman,1120,2020-09-21
active cases,1120,2020-09-21
face masks,1117,2020-09-21
dan sehat,1115,2020-09-21
pilkada yang,1111,2020-09-21
spread coronavirus,1110,2020-09-21
taatprokessaatpilkada demi,1106,2020-09-21
21 2020,1102,2020-09-21
dies covid,1096,2020-09-21
berlangsungnya pilkada,1096,2020-09-21
demi berlangsungnya,1094,2020-09-21
ini mari,1093,2020-09-21
gt gt,1085,2020-09-21
mari taatprokessaatpilkada,1084,2020-09-21
many people,1083,2020-09-21
jarak cuci,1081,2020-09-21
sehat pakai,1079,2020-09-21
cuci tangan,1078,2020-09-21
09 2020,1077,2020-09-21
supreme court,1076,2020-09-21
join us,1073,2020-09-21
million people,1067,2020-09-21
tests positive,1064,2020-09-21
positif covid,1048,2020-09-21
confirmed cases,1044,2020-09-21
pandemi covid,1038,2020-09-21
uk coronavirus,1027,2020-09-21
says coronavirus,1017,2020-09-21
due covid19,1005,2020-09-21
september 21,992,2020-09-21
000 people,990,2020-09-21
new york,981,2020-09-21
casos positivos,978,2020-09-21
september 2020,965,2020-09-21
coronavirus covid_19,962,2020-09-21
000 covid,952,2020-09-21
covid_19 coronavirus,948,2020-09-21
24 hours,944,2020-09-21
impact covid,936,2020-09-21
cdc abruptly,935,2020-09-21
casos confirmados,930,2020-09-21
last week,916,2020-09-21
19 puebla,912,2020-09-21
live updates,911,2020-09-21
altos índices,910,2020-09-21
bajar altos,904,2020-09-21
posted coronavirus,903,2020-09-21
coronavirus update,902,2020-09-21
spread air,900,2020-09-21
cdc reverses,900,2020-09-21
índices contagio,900,2020-09-21
ponerse trabajar,893,2020-09-21
trabajar bajar,890,2020-09-21
long term,882,2020-09-21
pandemia covid19,880,2020-09-21
health care,879,2020-09-21
coronavirus lockdown,873,2020-09-21
spread covid,870,2020-09-21
new normal,870,2020-09-21
vez ponerse,870,2020-09-21
recovery rate,869,2020-09-21
perseguir opositores,869,2020-09-21
política fallida,863,2020-09-21
fallida perseguir,857,2020-09-21
pandemia coronavirus,855,2020-09-21
sigue política,853,2020-09-21
opositores vez,851,2020-09-21
barbosainquisidor mbarbosamx,850,2020-09-21
últimas 24,845,2020-09-21
mbarbosamx sigue,845,2020-09-21
mid october,841,2020-09-21
di tengah,840,2020-09-21
da covid,835,2020-09-21
test positive,834,2020-09-21
19 outbreak,832,2020-09-21
contagios covid,827,2020-09-21
coronavirus transmission,824,2020-09-21
new deaths,823,2020-09-21
chris whitty,815,2020-09-21
herd immunity,814,2020-09-21
19 response,807,2020-09-21
died covid19,807,2020-09-21
american people,800,2020-09-21
segunda ola,794,2020-09-21
coronavirus restrictions,789,2020-09-21
spread covid19,786,2020-09-21
new guidance,784,2020-09-21
guidelines posted,784,2020-09-21
cases day,783,2020-09-21
day mid,781,2020-09-21
news coronavirus,780,2020-09-21
amid covid,777,2020-09-21
due coronavirus,772,2020-09-21
total cases,771,2020-09-21
spreads air,771,2020-09-21
says guidelines,771,2020-09-21
mental health,770,2020-09-21
casos covid19,763,2020-09-21
reverses says,759,2020-09-21
removes guidance,752,2020-09-21
bill gates,751,2020-09-21
year old,751,2020-09-21
novel coronavirus,751,2020-09-21
bbc news,750,2020-09-21
transmission wrong,750,2020-09-21
coronavirus alert,746,2020-09-21
airborne coronavirus,739,2020-09-21
contact tracing,735,2020-09-21
19 restrictions,735,2020-09-21
per day,734,2020-09-21
trumpssheep trumpssheep,723,2020-09-21
flu shot,715,2020-09-21
19 lockdown,708,2020-09-21
taj mahal,707,2020-09-21
coronavirus outbreak,705,2020-09-21
white house,705,2020-09-21
died coronavirus,705,2020-09-21
19 patients,703,2020-09-21
21 september,700,2020-09-21
wearing masks,700,2020-09-21
could prevented,699,2020-09-21
19 update,698,2020-09-21
19 death,697,2020-09-21
serentak 2020,696,2020-09-21
flu season,694,2020-09-21
americans dead,688,2020-09-21
covid_19 covid19,687,2020-09-21
covid19 covid_19,682,2020-09-21
task force,681,2020-09-21
cdc guidance,680,2020-09-21
19 tests,677,2020-09-21
stay safe,671,2020-09-21
19 covid,671,2020-09-21
trump administration,668,2020-09-21
coronavirus relief,666,2020-09-21
wearing mask,662,2020-09-21
abruptly removes,660,2020-09-21
19 spread,651,2020-09-21
president trump,650,2020-09-21
was posted,650,2020-09-21
19 infections,649,2020-09-21
covid19 deaths,644,2020-09-21
million americans,643,2020-09-21
wear masks,642,2020-09-21
coronavirus infections,642,2020-09-21
trump loving,642,2020-09-21
casos nuevos,638,2020-09-21
corona virus,635,2020-09-21
death rate,634,2020-09-21
pre existing,630,2020-09-21
looks like,630,2020-09-21
loving former,630,2020-09-21
hated face,630,2020-09-21
100 000,629,2020-09-21
guidance coronavirus,629,2020-09-21
000 new,628,2020-09-21
says update,627,2020-09-21
positivo covid,626,2020-09-21
coronavirus live,626,2020-09-21
masks dies,626,2020-09-21
vacuna covid,625,2020-09-21
covid19 vaccine,624,2020-09-21
19 ini,623,2020-09-21
manchester city,622,2020-09-21
official hated,622,2020-09-21
cdc removes,619,2020-09-21
report says,616,2020-09-21
virus corona,614,2020-09-21
every day,614,2020-09-21
new covid19,613,2020-09-21
masyarakat untuk,609,2020-09-21
coronavirus crisis,609,2020-09-21
around world,607,2020-09-21
chief medical,607,2020-09-21
cases coronavirus,606,2020-09-21
reino unido,605,2020-09-21
loved ones,604,2020-09-21
fight covid,603,2020-09-21
99 recovery,602,2020-09-21
airborne spread,602,2020-09-21
suspended air,600,2020-09-21
virus covid,598,2020-09-21
first time,598,2020-09-21
uk covid,598,2020-09-21
stay home,597,2020-09-21
save lives,595,2020-09-21
cases reported,589,2020-09-21
make sure,588,2020-09-21
stop spread,586,2020-09-21
amid coronavirus,585,2020-09-21
terrible bilanz,582,2020-09-21
trump coronavirus,576,2020-09-21
nuevos contagios,575,2020-09-21
said coronavirus,572,2020-09-21
cases per,570,2020-09-21
fox news,569,2020-09-21
updated cdc,567,2020-09-21
covid19 sarscov2,567,2020-09-21
six months,564,2020-09-21
dan masyarakat,559,2020-09-21
19 relief,559,2020-09-21
cases rise,558,2020-09-21
fin semana,558,2020-09-21
pandemic likely,558,2020-09-21
get covid,552,2020-09-21
covid19 bukan,551,2020-09-21
deaths covid,551,2020-09-21
guidance covid,551,2020-09-21
patrick vallance,550,2020-09-21
untuk menangani,549,2020-09-21
help us,548,2020-09-21
mil casos,547,2020-09-21
casos activos,546,2020-09-21
transmission says,546,2020-09-21
19 case,545,2020-09-21
nursing homes,545,2020-09-21
contagios coronavirus,545,2020-09-21
penegak hukum,544,2020-09-21
hukum dan,544,2020-09-21
aparat penegak,543,2020-09-21
pelanggaran hukum,542,2020-09-21
tengah pilkada,542,2020-09-21
bukan halangan,541,2020-09-21
halangan bagi,541,2020-09-21
bagi aparat,541,2020-09-21
menangani pelanggaran,541,2020-09-21
