gram,counts,date
covid 19,146857,2020-08-21
19 pandemic,6060,2020-08-21
19 cases,6016,2020-08-21
coronavirus pandemic,5247,2020-08-21
coronavirus covid19,4512,2020-08-21
coronavirus cases,4382,2020-08-21
new cases,3507,2020-08-21
covid19 coronavirus,3337,2020-08-21
19 vaccine,2896,2020-08-21
covid19 pandemic,2689,2020-08-21
nuevos casos,2680,2020-08-21
due covid,2482,2020-08-21
casos covid,2375,2020-08-21
new covid,2219,2020-08-21
positive covid,2177,2020-08-21
casos coronavirus,2053,2020-08-21
protestagainstexamsincovid protestagainstexamsincovid,1924,2020-08-21
covid19 cases,1832,2020-08-21
public health,1781,2020-08-21
social distancing,1780,2020-08-21
coronavirus vaccine,1730,2020-08-21
24 horas,1722,2020-08-21
coronavirus covid,1719,2020-08-21
tested positive,1710,2020-08-21
due covid19,1690,2020-08-21
21 agosto,1660,2020-08-21
new coronavirus,1590,2020-08-21
19 deaths,1581,2020-08-21
blessing disguise,1539,2020-08-21
two years,1506,2020-08-21
year old,1463,2020-08-21
new york,1407,2020-08-21
últimas 24,1388,2020-08-21
united states,1354,2020-08-21
pandemia coronavirus,1329,2020-08-21
casos positivos,1323,2020-08-21
joe biden,1315,2020-08-21
spread covid,1315,2020-08-21
death toll,1298,2020-08-21
news coronavirus,1288,2020-08-21
active cases,1279,2020-08-21
via youtube,1277,2020-08-21
19 testing,1275,2020-08-21
19 patients,1266,2020-08-21
pandemia covid,1232,2020-08-21
24 hours,1195,2020-08-21
wear mask,1194,2020-08-21
cases covid,1185,2020-08-21
help us,1173,2020-08-21
21 08,1151,2020-08-21
due coronavirus,1143,2020-08-21
positive coronavirus,1127,2020-08-21
bbc news,1101,2020-08-21
19 via,1093,2020-08-21
amid covid,1077,2020-08-21
sars cov,1065,2020-08-21
da covid,1049,2020-08-21
casos confirmados,1048,2020-08-21
august 21,1040,2020-08-21
test positive,1017,2020-08-21
protestagainstexamsincovid postponejee_neetsept,1012,2020-08-21
motorcycle rally,1001,2020-08-21
pandemia covid19,1001,2020-08-21
confirmed cases,981,2020-08-21
19 crisis,979,2020-08-21
21 2020,973,2020-08-21
impact covid,971,2020-08-21
shut country,968,2020-08-21
neet jee,954,2020-08-21
aug 21,949,2020-08-21
dos años,949,2020-08-21
19 outbreak,945,2020-08-21
long term,938,2020-08-21
first time,936,2020-08-21
gon na,934,2020-08-21
19 tests,928,2020-08-21
covid19 covid_19,921,2020-08-21
spread coronavirus,920,2020-08-21
19 response,919,2020-08-21
new deaths,916,2020-08-21
19 test,909,2020-08-21
sturgis motorcycle,902,2020-08-21
agosto 2020,899,2020-08-21
coronavirus deaths,898,2020-08-21
health care,893,2020-08-21
spread covid19,887,2020-08-21
next week,887,2020-08-21
trump administration,877,2020-08-21
please help,871,2020-08-21
live updates,866,2020-08-21
08 2020,855,2020-08-21
vacuna covid,852,2020-08-21
000 people,848,2020-08-21
donald trump,847,2020-08-21
many people,829,2020-08-21
gt gt,829,2020-08-21
positivo covid,826,2020-08-21
bill gates,824,2020-08-21
19 coronavirus,810,2020-08-21
positive cases,801,2020-08-21
mental health,801,2020-08-21
died covid,800,2020-08-21
19 di,796,2020-08-21
nuevos contagios,795,2020-08-21
people died,791,2020-08-21
casos covid19,768,2020-08-21
19 update,764,2020-08-21
positivos covid,759,2020-08-21
drrpnishank pmoindia,755,2020-08-21
new zealand,752,2020-08-21
contagios coronavirus,746,2020-08-21
stay safe,745,2020-08-21
novel coronavirus,742,2020-08-21
second wave,742,2020-08-21
covid_19 coronavirus,737,2020-08-21
coronavirus outbreak,736,2020-08-21
jee neet,725,2020-08-21
tests positive,723,2020-08-21
pmoindia narendramodi,723,2020-08-21
august 2020,718,2020-08-21
19 spread,718,2020-08-21
coronavirus update,715,2020-08-21
wearing mask,708,2020-08-21
go back,706,2020-08-21
covid19 lockdown,703,2020-08-21
casos nuevos,688,2020-08-21
coronavirus crisis,687,2020-08-21
new covid19,686,2020-08-21
100 000,686,2020-08-21
amid coronavirus,686,2020-08-21
last 24,682,2020-08-21
back school,680,2020-08-21
stop spread,673,2020-08-21
total cases,669,2020-08-21
coronavirus argentina,669,2020-08-21
cases reported,667,2020-08-21
menos dos,666,2020-08-21
recovery rate,661,2020-08-21
coronavirus lockdown,659,2020-08-21
fight covid,657,2020-08-21
nursing homes,654,2020-08-21
wear masks,650,2020-08-21
looks like,645,2020-08-21
contact tracing,641,2020-08-21
covid19 vaccine,640,2020-08-21
contagios covid,639,2020-08-21
world health,639,2020-08-21
coronavirus live,636,2020-08-21
coronavirus via,632,2020-08-21
positivo coronavirus,631,2020-08-21
covid19 covid,625,2020-08-21
face masks,618,2020-08-21
stay home,618,2020-08-21
protokol kesehatan,617,2020-08-21
white house,615,2020-08-21
est pas,613,2020-08-21
south dakota,610,2020-08-21
president trump,604,2020-08-21
170 000,602,2020-08-21
ministerio salud,600,2020-08-21
covid19 deaths,599,2020-08-21
death rate,594,2020-08-21
south korea,589,2020-08-21
000 deaths,585,2020-08-21
casos activos,585,2020-08-21
19 positive,580,2020-08-21
in person,579,2020-08-21
19 death,578,2020-08-21
nouveaux cas,573,2020-08-21
covid19 sarscov2,571,2020-08-21
ensayos clínicos,569,2020-08-21
corona virus,567,2020-08-21
cases coronavirus,567,2020-08-21
175 000,563,2020-08-21
health officials,562,2020-08-21
pandemic could,562,2020-08-21
hong kong,557,2020-08-21
deaths reported,556,2020-08-21
postponejee_neetsept protestagainstexamsincovid,555,2020-08-21
aged care,554,2020-08-21
pandemi covid,550,2020-08-21
coronavirus tests,550,2020-08-21
good news,549,2020-08-21
people dying,546,2020-08-21
19 virus,544,2020-08-21
single day,544,2020-08-21
around world,543,2020-08-21
du covid,542,2020-08-21
new death,541,2020-08-21
coronavirus covid_19,541,2020-08-21
covid coronavirus,539,2020-08-21
cases deaths,537,2020-08-21
dio positivo,535,2020-08-21
face mask,534,2020-08-21
herd immunity,534,2020-08-21
