gram,counts,date
covid 19,161850,2020-09-08
19 vaccine,8085,2020-09-08
19 cases,7324,2020-09-08
coronavirus cases,5822,2020-09-08
19 pandemic,5143,2020-09-08
coronavirus covid19,5072,2020-09-08
coronavirus vaccine,4613,2020-09-08
new cases,4370,2020-09-08
coronavirus pandemic,4209,2020-09-08
covid19 coronavirus,4077,2020-09-08
motorcycle rally,3080,2020-09-08
sturgis motorcycle,2876,2020-09-08
vaccine trial,2692,2020-09-08
new covid,2661,2020-09-08
covid19 pandemic,2643,2020-09-08
due covid,2525,2020-09-08
positive covid,2434,2020-09-08
social distancing,2400,2020-09-08
young people,2338,2020-09-08
public health,2289,2020-09-08
protokol kesehatan,2283,2020-09-08
new york,2238,2020-09-08
covid19 cases,2187,2020-09-08
nuevos casos,2185,2020-09-08
casos covid,2141,2020-09-08
vacuna covid,2136,2020-09-08
bbc news,2095,2020-09-08
gatherings six,2076,2020-09-08
tested positive,2062,2020-09-08
news coronavirus,2004,2020-09-08
social gatherings,1933,2020-09-08
250 000,1927,2020-09-08
banned england,1830,2020-09-08
coronavirus crisis,1826,2020-09-08
sign petition,1817,2020-09-08
casos coronavirus,1798,2020-09-08
astrazeneca covid,1798,2020-09-08
new coronavirus,1786,2020-09-08
via change,1767,2020-09-08
petition via,1740,2020-09-08
put hold,1710,2020-09-08
every american,1706,2020-09-08
covid19 vaccine,1684,2020-09-08
moneyforthepeople covid19,1676,2020-09-08
2000 month,1675,2020-09-08
american moneyforthepeople,1673,2020-09-08
month every,1669,2020-09-08
give 2000,1668,2020-09-08
covid19 oromoprotests,1654,2020-09-08
pandemi covid,1643,2020-09-08
secpompeo statedept,1638,2020-09-08
september 2020,1626,2020-09-08
unexplained illness,1622,2020-09-08
via youtube,1602,2020-09-08
coronavirus covid,1593,2020-09-08
covid19 sign,1592,2020-09-08
19 crisis,1573,2020-09-08
coronavirus relief,1572,2020-09-08
coronavirus social,1563,2020-09-08
thearieair tjhinfar21,1548,2020-09-08
back school,1546,2020-09-08
adverse reaction,1544,2020-09-08
positive coronavirus,1527,2020-09-08
oromoprotests stopmassarrest,1517,2020-09-08
six banned,1510,2020-09-08
due covid19,1504,2020-09-08
1trenggalek thearieair,1491,2020-09-08
19 deaths,1491,2020-09-08
cases covid,1490,2020-09-08
stopmassarrest hrw,1452,2020-09-08
19 test,1446,2020-09-08
vaccine study,1419,2020-09-08
gon na,1372,2020-09-08
24 horas,1334,2020-09-08
wear mask,1316,2020-09-08
donald trump,1298,2020-09-08
000 coronavirus,1273,2020-09-08
19 testing,1264,2020-09-08
14 september,1256,2020-09-08
active cases,1249,2020-09-08
england 14,1243,2020-09-08
19 di,1234,2020-09-08
go back,1220,2020-09-08
nhs staff,1175,2020-09-08
astrazeneca pauses,1171,2020-09-08
confirmed cases,1170,2020-09-08
second wave,1167,2020-09-08
19 via,1162,2020-09-08
casos positivos,1157,2020-09-08
vaccine trials,1139,2020-09-08
08 09,1136,2020-09-08
staff working,1135,2020-09-08
petition calling,1134,2020-09-08
throughout coronavirus,1127,2020-09-08
signed petition,1124,2020-09-08
ve signed,1122,2020-09-08
right stay,1122,2020-09-08
stay uk,1119,2020-09-08
crisis given,1117,2020-09-08
given right,1116,2020-09-08
overseas nhs,1114,2020-09-08
working throughout,1114,2020-09-08
190 000,1111,2020-09-08
calling overseas,1111,2020-09-08
hrw amensty,1107,2020-09-08
rally linked,1103,2020-09-08
tests positive,1100,2020-09-08
últimas 24,1094,2020-09-08
amensty secpompeo,1094,2020-09-08
study put,1083,2020-09-08
19 relief,1080,2020-09-08
long term,1063,2020-09-08
pandemia covid19,1055,2020-09-08
due coronavirus,1054,2020-09-08
test positive,1030,2020-09-08
united states,1029,2020-09-08
spread covid19,1027,2020-09-08
relief bill,1025,2020-09-08
death toll,1024,2020-09-08
gt gt,1021,2020-09-08
many people,1011,2020-09-08
tour france,1008,2020-09-08
12 billion,1004,2020-09-08
health care,1000,2020-09-08
live updates,998,2020-09-08
da covid,998,2020-09-08
casos confirmados,993,2020-09-08
pandemia coronavirus,991,2020-09-08
tjhinfar21 1802_kimmi,990,2020-09-08
amid covid,982,2020-09-08
24 hours,978,2020-09-08
vacuna coronavirus,972,2020-09-08
19 patients,971,2020-09-08
linked 250,970,2020-09-08
coronavirus deaths,961,2020-09-08
spread coronavirus,957,2020-09-08
south dakota,956,2020-09-08
09 2020,948,2020-09-08
sars cov,947,2020-09-08
died covid,942,2020-09-08
labor day,940,2020-09-08
last week,939,2020-09-08
positivo covid,930,2020-09-08
pruebas vacuna,923,2020-09-08
cases coronavirus,921,2020-09-08
cegah covid,917,2020-09-08
