gram,counts,date
covid 19,235971,2020-05-27
100 000,13978,2020-05-27
coronavirus pandemic,10519,2020-05-27
19 pandemic,9489,2020-05-27
coronavirus covid19,7979,2020-05-27
covid19 coronavirus,6569,2020-05-27
19 cases,6108,2020-05-27
new cases,5703,2020-05-27
death toll,5181,2020-05-27
coronavirus cases,4884,2020-05-27
nursing homes,4549,2020-05-27
covid19 pandemic,4408,2020-05-27
coronavirus deaths,4360,2020-05-27
new york,4061,2020-05-27
19 crisis,4003,2020-05-27
19 deaths,3755,2020-05-27
social distancing,3548,2020-05-27
coronavirus covid,3439,2020-05-27
due covid,3324,2020-05-27
coronavirus crisis,3262,2020-05-27
nuevos casos,3211,2020-05-27
casos covid,3205,2020-05-27
may 27,3181,2020-05-27
19 patients,3133,2020-05-27
via youtube,2987,2020-05-27
due coronavirus,2922,2020-05-27
news coronavirus,2797,2020-05-27
bbc news,2788,2020-05-27
dominic cummings,2753,2020-05-27
public health,2725,2020-05-27
coronavirus death,2707,2020-05-27
thearieair tjhinfar21,2657,2020-05-27
1trenggalek divhumas_polri,2652,2020-05-27
divhumas_polri thearieair,2652,2020-05-27
coronavirus lockdown,2583,2020-05-27
new normal,2543,2020-05-27
coronavirus outbreak,2526,2020-05-27
casos coronavirus,2504,2020-05-27
new coronavirus,2491,2020-05-27
amid coronavirus,2464,2020-05-27
pandemia coronavirus,2394,2020-05-27
boris johnson,2353,2020-05-27
new covid,2320,2020-05-27
new zealand,2301,2020-05-27
tested positive,2271,2020-05-27
19 vaccine,2211,2020-05-27
000 deaths,2206,2020-05-27
united states,2202,2020-05-27
casos confirmados,2196,2020-05-27
due covid19,2193,2020-05-27
minuto silencio,2149,2020-05-27
confirmed cases,2109,2020-05-27
19 via,2087,2020-05-27
stay home,2030,2020-05-27
amid covid,2016,2020-05-27
24 horas,1992,2020-05-27
covid19 cases,1965,2020-05-27
pandemia covid19,1955,2020-05-27
donald trump,1944,2020-05-27
positive covid,1909,2020-05-27
porn usa,1908,2020-05-27
death rate,1906,2020-05-27
000 americans,1903,2020-05-27
coronavirus covid_19,1901,2020-05-27
coronavirus vaccine,1890,2020-05-27
mental health,1865,2020-05-27
people died,1849,2020-05-27
health care,1847,2020-05-27
19 death,1809,2020-05-27
27 2020,1798,2020-05-27
000 people,1796,2020-05-27
positive coronavirus,1782,2020-05-27
meaning behind,1776,2020-05-27
contact tracing,1764,2020-05-27
pandemia covid,1761,2020-05-27
looks like,1749,2020-05-27
luto oficial,1721,2020-05-27
covid19 crisis,1711,2020-05-27
wear mask,1703,2020-05-27
long term,1696,2020-05-27
