gram,counts,date
covid 19,191689,2020-06-12
coronavirus cases,8466,2020-06-12
19 cases,7997,2020-06-12
19 pandemic,7762,2020-06-12
coronavirus covid19,7223,2020-06-12
coronavirus pandemic,7063,2020-06-12
covid19 coronavirus,5890,2020-06-12
new cases,4871,2020-06-12
covid19 pandemic,3722,2020-06-12
second wave,3680,2020-06-12
social distancing,3466,2020-06-12
covid19 cases,3141,2020-06-12
due covid,2989,2020-06-12
casos coronavirus,2948,2020-06-12
new coronavirus,2938,2020-06-12
coronavirus covid,2909,2020-06-12
casos covid,2804,2020-06-12
nuevos casos,2804,2020-06-12
19 crisis,2646,2020-06-12
new york,2583,2020-06-12
new covid,2436,2020-06-12
public health,2375,2020-06-12
trump rally,2331,2020-06-12
june 12,2288,2020-06-12
death toll,2193,2020-06-12
due coronavirus,2185,2020-06-12
due covid19,2140,2020-06-12
coronavirus crisis,2106,2020-06-12
wear mask,2096,2020-06-12
single day,1965,2020-06-12
via youtube,1901,2020-06-12
coronavirus outbreak,1861,2020-06-12
coronavirus lockdown,1810,2020-06-12
pandemia coronavirus,1794,2020-06-12
donald trump,1790,2020-06-12
amid coronavirus,1771,2020-06-12
24 horas,1748,2020-06-12
bbc news,1745,2020-06-12
casos confirmados,1743,2020-06-12
gt gt,1716,2020-06-12
24 hours,1703,2020-06-12
19 patients,1690,2020-06-12
tested positive,1682,2020-06-12
cases covid,1661,2020-06-12
gon na,1651,2020-06-12
confirmed cases,1651,2020-06-12
news coronavirus,1648,2020-06-12
trump campaign,1646,2020-06-12
new normal,1628,2020-06-12
stay home,1607,2020-06-12
pandemia covid,1595,2020-06-12
pandemia covid19,1568,2020-06-12
da covid,1550,2020-06-12
19 di,1520,2020-06-12
post covid,1510,2020-06-12
live updates,1479,2020-06-12
face masks,1478,2020-06-12
casos positivos,1467,2020-06-12
19 vaccine,1439,2020-06-12
lives matter,1438,2020-06-12
positive covid,1438,2020-06-12
impact covid,1438,2020-06-12
amid covid,1435,2020-06-12
19 testing,1433,2020-06-12
covid19 crisis,1421,2020-06-12
12 2020,1421,2020-06-12
19 via,1417,2020-06-12
stay safe,1405,2020-06-12
19 deaths,1384,2020-06-12
19 outbreak,1380,2020-06-12
sign waiver,1373,2020-06-12
positive cases,1362,2020-06-12
post covid19,1339,2020-06-12
wash hands,1329,2020-06-12
wave coronavirus,1328,2020-06-12
black lives,1327,2020-06-12
12 06,1294,2020-06-12
coronavirus deaths,1283,2020-06-12
coronavirus live,1283,2020-06-12
child labour,1254,2020-06-12
lung transplant,1246,2020-06-12
positive coronavirus,1245,2020-06-12
últimas 24,1235,2020-06-12
meaning behind,1232,2020-06-12
face mask,1215,2020-06-12
june 2020,1211,2020-06-12
get covid,1201,2020-06-12
nursing homes,1193,2020-06-12
spread covid,1192,2020-06-12
united states,1184,2020-06-12
06 2020,1176,2020-06-12
contact tracing,1170,2020-06-12
coronavirus vaccine,1163,2020-06-12
next week,1159,2020-06-12
wearing masks,1152,2020-06-12
health care,1129,2020-06-12
spread coronavirus,1127,2020-06-12
spread covid19,1125,2020-06-12
many people,1119,2020-06-12
wear masks,1118,2020-06-12
active cases,1115,2020-06-12
pandemi covid,1100,2020-06-12
get coronavirus,1090,2020-06-12
