gram,counts,date
covid 19,163866,2020-09-22
200 000,20943,2020-09-22
19 pandemic,6091,2020-09-22
19 cases,6001,2020-09-22
death toll,5830,2020-09-22
protokol kesehatan,5629,2020-09-22
boris johnson,5346,2020-09-22
coronavirus pandemic,5022,2020-09-22
coronavirus cases,4448,2020-09-22
virtually nobody,4369,2020-09-22
coronavirus covid19,4076,2020-09-22
september 2020,3789,2020-09-22
19 deaths,3787,2020-09-22
affects virtually,3634,2020-09-22
new cases,3616,2020-09-22
covid19 coronavirus,3579,2020-09-22
pilkada serentak,3338,2020-09-22
21 september,3302,2020-09-22
000 people,3281,2020-09-22
tested positive,3274,2020-09-22
000 americans,3252,2020-09-22
dalam pelaksanaan,3182,2020-09-22
kesehatan dalam,3169,2020-09-22
pelaksanaan pilkada,3078,2020-09-22
coronavirus deaths,3064,2020-09-22
19 vaccine,3045,2020-09-22
new covid,2994,2020-09-22
serentak 2020,2985,2020-09-22
people died,2936,2020-09-22
died covid,2804,2020-09-22
positive covid,2769,2020-09-22
maklumat kapolri,2632,2020-09-22
covid19 pandemic,2608,2020-09-22
donald trump,2587,2020-09-22
new coronavirus,2587,2020-09-22
terlindung dari,2552,2020-09-22
patuhi agar,2545,2020-09-22
dari covid19,2545,2020-09-22
mari patuhi,2536,2020-09-22
semua terlindung,2501,2020-09-22
agar semua,2500,2020-09-22
2020 mari,2477,2020-09-22
2020 terkait,2447,2020-09-22
terkait protokol,2444,2020-09-22
kapolri terbaru,2434,2020-09-22
terbaru 21,2433,2020-09-22
public health,2416,2020-09-22
due covid,2410,2020-09-22
coronavirus vaccine,2287,2020-09-22
000 dead,2227,2020-09-22
casos covid,2222,2020-09-22
nuevos casos,2123,2020-09-22
united states,2054,2020-09-22
000 deaths,2040,2020-09-22
covid19 maklumatkapolritaatprokes,2001,2020-09-22
000 covid,1902,2020-09-22
000 coronavirus,1844,2020-09-22
coronavirus death,1811,2020-09-22
take action,1772,2020-09-22
second wave,1768,2020-09-22
washington post,1731,2020-09-22
casos coronavirus,1703,2020-09-22
six months,1691,2020-09-22
coronavirus covid,1660,2020-09-22
work home,1654,2020-09-22
please take,1648,2020-09-22
players tested,1646,2020-09-22
19 maklumatkapolritaatprokes,1641,2020-09-22
play without,1601,2020-09-22
wear mask,1591,2020-09-22
americans died,1584,2020-09-22
pandemi covid,1579,2020-09-22
covid_19 covid19,1572,2020-09-22
fair play,1550,2020-09-22
covid19 cases,1541,2020-09-22
forced play,1530,2020-09-22
know fifa,1522,2020-09-22
social distancing,1514,2020-09-22
alhilal_fc forced,1510,2020-09-22
via youtube,1504,2020-09-22
action make,1501,2020-09-22
fifa fair,1496,2020-09-22
play good,1494,2020-09-22
positive covid19,1483,2020-09-22
game please,1467,2020-09-22
defense contractors,1440,2020-09-22
24 horas,1439,2020-09-22
good game,1438,2020-09-22
spread coronavirus,1437,2020-09-22
coronavirus restrictions,1437,2020-09-22
safe competition,1403,2020-09-22
prime minister,1398,2020-09-22
fair safe,1397,2020-09-22
fifa alhilal_fc,1392,2020-09-22
19 restrictions,1372,2020-09-22
young people,1367,2020-09-22
many people,1366,2020-09-22
coronavirus affects,1359,2020-09-22
hits 200,1323,2020-09-22
positive coronavirus,1317,2020-09-22
19 di,1315,2020-09-22
19 response,1304,2020-09-22
penyebaran covid,1304,2020-09-22
19 testing,1292,2020-09-22
19 death,1288,2020-09-22
active cases,1285,2020-09-22
