gram,counts,date
covid 19,213681,2020-06-11
coronavirus cases,11658,2020-06-11
coronavirus pandemic,9084,2020-06-11
19 pandemic,8878,2020-06-11
19 cases,8818,2020-06-11
coronavirus covid19,7485,2020-06-11
covid19 coronavirus,6073,2020-06-11
new cases,4856,2020-06-11
social distancing,4113,2020-06-11
second wave,4038,2020-06-11
covid19 pandemic,3804,2020-06-11
due covid,3501,2020-06-11
covid19 cases,3464,2020-06-11
nuevos casos,3285,2020-06-11
casos covid,3252,2020-06-11
coronavirus covid,3173,2020-06-11
casos coronavirus,3049,2020-06-11
new coronavirus,2984,2020-06-11
19 crisis,2804,2020-06-11
death toll,2753,2020-06-11
new york,2592,2020-06-11
public health,2521,2020-06-11
new covid,2480,2020-06-11
due coronavirus,2453,2020-06-11
coronavirus outbreak,2350,2020-06-11
june 11,2301,2020-06-11
penanganan covid,2276,2020-06-11
coronavirus mass,2274,2020-06-11
19 outbreak,2269,2020-06-11
mass lockdowns,2257,2020-06-11
tucker carlson,2252,2020-06-11
lied coronavirus,2248,2020-06-11
tested positive,2191,2020-06-11
new normal,2189,2020-06-11
lockdowns proof,2167,2020-06-11
carlson lied,2161,2020-06-11
wash hands,2159,2020-06-11
due covid19,2106,2020-06-11
24 horas,2071,2020-06-11
casos confirmados,2067,2020-06-11
19 optimisnewnormal,2056,2020-06-11
wear mask,2002,2020-06-11
pandemia coronavirus,1989,2020-06-11
contact tracing,1989,2020-06-11
via youtube,1978,2020-06-11
coronavirus deaths,1978,2020-06-11
united states,1961,2020-06-11
coronavirus crisis,1862,2020-06-11
positive covid,1840,2020-06-11
19 patients,1804,2020-06-11
donald trump,1788,2020-06-11
hospitales chimalhuacán,1780,2020-06-11
news coronavirus,1778,2020-06-11
pandemia covid,1736,2020-06-11
19 deaths,1720,2020-06-11
confirmed cases,1714,2020-06-11
coronavirus vaccine,1710,2020-06-11
polres trenggalek,1708,2020-06-11
amid covid,1678,2020-06-11
19 di,1677,2020-06-11
cases covid,1676,2020-06-11
lives matter,1669,2020-06-11
stay home,1664,2020-06-11
positive coronavirus,1640,2020-06-11
bbc news,1627,2020-06-11
live updates,1625,2020-06-11
24 hours,1616,2020-06-11
black lives,1612,2020-06-11
impact covid,1612,2020-06-11
19 via,1608,2020-06-11
gon na,1606,2020-06-11
post covid19,1584,2020-06-11
post covid,1576,2020-06-11
da covid,1553,2020-06-11
casos positivos,1548,2020-06-11
coronavirus lockdown,1544,2020-06-11
gt gt,1510,2020-06-11
pandemi covid,1497,2020-06-11
11 2020,1497,2020-06-11
lung transplant,1493,2020-06-11
100 000,1492,2020-06-11
últimas 24,1484,2020-06-11
task force,1472,2020-06-11
wave coronavirus,1461,2020-06-11
11 06,1453,2020-06-11
stay safe,1437,2020-06-11
pandemia covid19,1434,2020-06-11
19 em,1432,2020-06-11
19 testing,1431,2020-06-11
face masks,1426,2020-06-11
amid coronavirus,1401,2020-06-11
19 patient,1401,2020-06-11
19 vaccine,1377,2020-06-11
post coronavirus,1375,2020-06-11
meaning behind,1371,2020-06-11
bill gates,1333,2020-06-11
active cases,1325,2020-06-11
gugus tugas,1325,2020-06-11
positive cases,1323,2020-06-11
spread coronavirus,1320,2020-06-11
george floyd,1304,2020-06-11
mari kita,1300,2020-06-11
coronavirus infections,1289,2020-06-11
coronavirus live,1283,2020-06-11
us coronavirus,1281,2020-06-11
200 000,1273,2020-06-11
white house,1272,2020-06-11
mental health,1271,2020-06-11
join us,1268,2020-06-11
colored population,1263,2020-06-11
cases coronavirus,1261,2020-06-11
protokol kesehatan,1261,2020-06-11
million coronavirus,1232,2020-06-11
coronavirus disease,1226,2020-06-11
06 2020,1221,2020-06-11
cases rise,1220,2020-06-11
covid19 crisis,1219,2020-06-11
new deaths,1214,2020-06-11
june 2020,1201,2020-06-11
health care,1187,2020-06-11
positivo covid,1176,2020-06-11
many people,1171,2020-06-11
vacina covid,1164,2020-06-11
casos covid19,1160,2020-06-11
spread covid,1160,2020-06-11
single day,1158,2020-06-11
10 junio,1154,2020-06-11
novel coronavirus,1150,2020-06-11
wearing masks,1135,2020-06-11
tests positive,1120,2020-06-11
percepatan penanganan,1112,2020-06-11
dele alli,1102,2020-06-11
spread covid19,1096,2020-06-11
double lung,1094,2020-06-11
19 response,1086,2020-06-11
cashless society,1084,2020-06-11
last week,1082,2020-06-11
stock market,1075,2020-06-11
19 death,1071,2020-06-11
lopezobrador_ hlgatell,1067,2020-06-11
total number,1065,2020-06-11
looks like,1064,2020-06-11
long term,1063,2020-06-11
fight covid,1053,2020-06-11
sars cov,1052,2020-06-11
corona virus,1052,2020-06-11
tugas percepatan,1049,2020-06-11
get covid,1048,2020-06-11
response covid,1048,2020-06-11
must read,1046,2020-06-11
2nd wave,1042,2020-06-11
test positive,1040,2020-06-11
11 junio,1035,2020-06-11
nursing homes,1033,2020-06-11
19 test,1022,2020-06-11
wear masks,1020,2020-06-11
new covid19,1007,2020-06-11
muertes coronavirus,1003,2020-06-11
pacientes covid,1002,2020-06-11
first time,998,2020-06-11
around world,990,2020-06-11
june 10,989,2020-06-11
000 people,982,2020-06-11
du coronavirus,980,2020-06-11
make sure,979,2020-06-11
tatanan baru,976,2020-06-11
dalam rangka,973,2020-06-11
us hits,971,2020-06-11
proof foxnews,952,2020-06-11
trump administration,949,2020-06-11
19 lockdown,948,2020-06-11
junio 2020,946,2020-06-11
menuju tatanan,943,2020-06-11
coronavirus update,942,2020-06-11
coronavirus via,941,2020-06-11
covid19 lockdown,931,2020-06-11
baru penanganan,929,2020-06-11
mark beast,928,2020-06-11
wave covid,923,2020-06-11
boris johnson,922,2020-06-11
hidden meaning,915,2020-06-11
total cases,913,2020-06-11
positif covid,912,2020-06-11
terdampak covid,911,2020-06-11
two weeks,911,2020-06-11
realdonaldtrump jayinslee,910,2020-06-11
000 deaths,907,2020-06-11
di tengah,905,2020-06-11
rfid microchip,904,2020-06-11
casos nuevos,902,2020-06-11
microchip mark,902,2020-06-11
fake news,901,2020-06-11
go back,896,2020-06-11
19 virus,896,2020-06-11
40 000,895,2020-06-11
19 impact,892,2020-06-11
cases covid19,892,2020-06-11
people died,891,2020-06-11
face mask,888,2020-06-11
cada vez,888,2020-06-11
last 24,886,2020-06-11
new zealand,885,2020-06-11
19 update,882,2020-06-11
19 amp,882,2020-06-11
coronavirus argentina,878,2020-06-11
black people,876,2020-06-11
signed petition,876,2020-06-11
wall street,875,2020-06-11
social media,874,2020-06-11
good news,871,2020-06-11
disease 2019,867,2020-06-11
help us,865,2020-06-11
jajaran gugus,865,2020-06-11
year old,863,2020-06-11
kepada seluruh,863,2020-06-11
gobiernomx lopezobrador_,863,2020-06-11
penyebaran covid,858,2020-06-11
coronavirus covid_19,857,2020-06-11
seluruh jajaran,856,2020-06-11
