gram,counts,date
covid 19 pandemic,4988,2020-03-26
coronavirus covid 19,3057,2020-03-26
covid 19 cases,3056,2020-03-26
href rel nofollow,2798,2020-03-26
true href rel,2734,2020-03-26
rel nofollow twitter,2386,2020-03-26
covid 19 outbreak,2179,2020-03-26
covid 19 crisis,2020,2020-03-26
due covid 19,1983,2020-03-26
nofollow twitter web,1598,2020-03-26
sign petition via,1461,2020-03-26
twitter web app,1405,2020-03-26
positive covid 19,1335,2020-03-26
fight covid 19,1273,2020-03-26
covid 19 via,1262,2020-03-26
covid 19 patients,1253,2020-03-26
amid covid 19,1190,2020-03-26
confirmed coronavirus cases,1175,2020-03-26
covid 19 coronavirus,1166,2020-03-26
covid 19 chinese,1120,2020-03-26
cases covid 19,1062,2020-03-26
19 chinese virus,1050,2020-03-26
covid 19 virus,1022,2020-03-26
spread covid 19,987,2020-03-26
new york times,977,2020-03-26
bbc news coronavirus,956,2020-03-26
virus covid 19,933,2020-03-26
amid coronavirus pandemic,920,2020-03-26
tested positive coronavirus,859,2020-03-26
covid 19 response,854,2020-03-26
casos covid 19,836,2020-03-26
response covid 19,809,2020-03-26
coronavirus task force,714,2020-03-26
covid 19 test,708,2020-03-26
covid 19 di,701,2020-03-26
du covid 19,696,2020-03-26
covid 19 lockdown,695,2020-03-26
covid 19 relief,684,2020-03-26
health care workers,681,2020-03-26
humanity covid 19,674,2020-03-26
dragged international court,673,2020-03-26
stripped veto power,672,2020-03-26
must dragged international,670,2020-03-26
court stripped veto,668,2020-03-26
international court stripped,668,2020-03-26
crime humanity covid,667,2020-03-26
china must dragged,666,2020-03-26
gt gt gt,664,2020-03-26
new york city,659,2020-03-26
nofollow twitter android,648,2020-03-26
veto power crime,645,2020-03-26
power crime humanity,644,2020-03-26
amid coronavirus outbreak,637,2020-03-26
help slow spread,632,2020-03-26
slow spread covid19,632,2020-03-26
stay home stay,628,2020-03-26
covid 19 update,626,2020-03-26
coronavirus stimulus package,615,2020-03-26
26 03 2020,610,2020-03-26
pandemia covid 19,595,2020-03-26
confirmed covid 19,594,2020-03-26
covid 19 deaths,584,2020-03-26
petition via ukchange,581,2020-03-26
risk cases sooner,578,2020-03-26
sooner self reporting,576,2020-03-26
self reporting symptoms,576,2020-03-26
cases sooner self,576,2020-03-26
symptoms daily even,575,2020-03-26
reporting symptoms daily,574,2020-03-26
coronavirus stimulus bill,574,2020-03-26
even feel well,574,2020-03-26
daily even feel,574,2020-03-26
spread covid19 identify,573,2020-03-26
identify risk cases,573,2020-03-26
covid19 identify risk,570,2020-03-26
covid 19 testing,561,2020-03-26
feel well download,559,2020-03-26
well download app,556,2020-03-26
tests positive coronavirus,546,2020-03-26
