gram,counts,date
covid 19,150278,2020-10-09
white house,9937,2020-10-09
19 cases,6402,2020-10-09
donald trump,5221,2020-10-09
19 pandemic,5140,2020-10-09
coronavirus cases,4567,2020-10-09
19 test,3861,2020-10-09
coronavirus pandemic,3757,2020-10-09
coronavirus covid19,3750,2020-10-09
new cases,3648,2020-10-09
positive covid,3636,2020-10-09
covid19 coronavirus,3300,2020-10-09
president trump,3099,2020-10-09
tested positive,3094,2020-10-09
new covid,2694,2020-10-09
mental health,2641,2020-10-09
positive coronavirus,2321,2020-10-09
covid19 pandemic,2248,2020-10-09
public health,2178,2020-10-09
new coronavirus,2129,2020-10-09
nuevos casos,2059,2020-10-09
via youtube,2037,2020-10-09
due covid,2034,2020-10-09
new york,2002,2020-10-09
trump covid,1937,2020-10-09
super spreader,1859,2020-10-09
casos covid,1822,2020-10-09
19 vaccine,1761,2020-10-09
wear mask,1752,2020-10-09
19 diagnosis,1732,2020-10-09
spread covid,1615,2020-10-09
covid19 cases,1591,2020-10-09
social distancing,1501,2020-10-09
covid19 test,1464,2020-10-09
19 patients,1456,2020-10-09
24 horas,1390,2020-10-09
many people,1373,2020-10-09
casos coronavirus,1364,2020-10-09
coronavirus covid,1356,2020-10-09
in person,1345,2020-10-09
10 2020,1335,2020-10-09
sars cov,1325,2020-10-09
joe biden,1296,2020-10-09
lindsey graham,1281,2020-10-09
cases covid,1277,2020-10-09
united states,1273,2020-10-09
19 testing,1266,2020-10-09
take covid,1250,2020-10-09
trump says,1248,2020-10-09
coronavirus restrictions,1216,2020-10-09
october 2020,1200,2020-10-09
trump coronavirus,1179,2020-10-09
coronavirus relief,1173,2020-10-09
19 via,1172,2020-10-09
19 outbreak,1171,2020-10-09
gon na,1159,2020-10-09
herd immunity,1156,2020-10-09
masks public,1154,2020-10-09
100 000,1154,2020-10-09
test positive,1153,2020-10-09
fox news,1150,2020-10-09
active cases,1145,2020-10-09
public transportation,1145,2020-10-09
pay rise,1137,2020-10-09
tests positive,1135,2020-10-09
coronavirus stimulus,1123,2020-10-09
09 10,1111,2020-10-09
19 deaths,1097,2020-10-09
house blocked,1094,2020-10-09
contact tracing,1090,2020-10-09
coronavirus outbreak,1089,2020-10-09
24 hours,1086,2020-10-09
american people,1082,2020-10-09
requiring masks,1079,2020-10-09
second wave,1078,2020-10-09
fetal tissue,1074,2020-10-09
últimas 24,1065,2020-10-09
alarma madrid,1049,2020-10-09
tested negative,1041,2020-10-09
chris christie,1030,2020-10-09
developed using,1023,2020-10-09
19 tests,1013,2020-10-09
casos positivos,1011,2020-10-09
gt gt,996,2020-10-09
negative covid,988,2020-10-09
blocked requiring,979,2020-10-09
get covid,970,2020-10-09
prevent spread,954,2020-10-09
19 restrictions,951,2020-10-09
coronavirus test,951,2020-10-09
due coronavirus,946,2020-10-09
19 relief,945,2020-10-09
last week,938,2020-10-09
due covid19,917,2020-10-09
coronavirus vaccine,909,2020-10-09
testing positive,906,2020-10-09
gold star,898,2020-10-09
stay safe,883,2020-10-09
19 treatment,883,2020-10-09
died covid,881,2020-10-09
president donald,872,2020-10-09
000 americans,865,2020-10-09
supreme court,860,2020-10-09
spread covid19,858,2020-10-09
mcconnell says,843,2020-10-09
fake news,841,2020-10-09
trump administration,839,2020-10-09
appropriate behaviour,837,2020-10-09
jan andolan,832,2020-10-09
get tested,831,2020-10-09
pandemia covid19,825,2020-10-09
positive covid19,825,2020-10-09
long term,822,2020-10-09
lindseygrahamsc harrisonjaime,819,2020-10-09
since covid,818,2020-10-09
positivo covid,814,2020-10-09
new daily,812,2020-10-09
last negative,812,2020-10-09
protokol kesehatan,811,2020-10-09
task force,810,2020-10-09
coronavirus deaths,807,2020-10-09
mitch mcconnell,805,2020-10-09
health care,800,2020-10-09
19 di,798,2020-10-09
cells derived,795,2020-10-09
looks like,790,2020-10-09
spread coronavirus,784,2020-10-09
19 positive,782,2020-10-09
via yahoo,781,2020-10-09
impact covid,780,2020-10-09
19 appropriate,777,2020-10-09
make sure,777,2020-10-09
star families,772,2020-10-09
first time,769,2020-10-09
every day,767,2020-10-09
