gram,counts,date
covid 19,204416,2020-07-14
19 cases,9492,2020-07-14
19 pandemic,7848,2020-07-14
coronavirus cases,7741,2020-07-14
19 vaccine,7228,2020-07-14
coronavirus pandemic,7006,2020-07-14
coronavirus covid19,6847,2020-07-14
covid19 coronavirus,6163,2020-07-14
new cases,5170,2020-07-14
wear mask,4734,2020-07-14
vaccine tested,4170,2020-07-14
immune response,4099,2020-07-14
first covid,4039,2020-07-14
new york,4031,2020-07-14
tested us,3684,2020-07-14
positive covid,3544,2020-07-14
hong kong,3523,2020-07-14
tested positive,3403,2020-07-14
new coronavirus,3352,2020-07-14
white house,3351,2020-07-14
shows promising,3283,2020-07-14
covid19 pandemic,3273,2020-07-14
coronavirus vaccine,3248,2020-07-14
trump administration,3178,2020-07-14
casos covid,3104,2020-07-14
promising immune,2983,2020-07-14
us shows,2935,2020-07-14
public health,2934,2020-07-14
large trial,2926,2020-07-14
response ahead,2922,2020-07-14
ahead large,2818,2020-07-14
face masks,2816,2020-07-14
nuevos casos,2739,2020-07-14
due covid,2738,2020-07-14
covid19 cases,2725,2020-07-14
social distancing,2698,2020-07-14
19 deaths,2588,2020-07-14
new covid,2583,2020-07-14
19 patients,2517,2020-07-14
via youtube,2394,2020-07-14
coronavirus deaths,2361,2020-07-14
positive coronavirus,2342,2020-07-14
wearing mask,2304,2020-07-14
casos coronavirus,2282,2020-07-14
coronavirus covid,2219,2020-07-14
donald trump,2211,2020-07-14
united states,2205,2020-07-14
bbc news,2161,2020-07-14
wear masks,2153,2020-07-14
19 testing,2130,2020-07-14
dr fauci,2051,2020-07-14
gon na,1992,2020-07-14
july 14,1990,2020-07-14
cover up,1984,2020-07-14
good news,1978,2020-07-14
test positive,1929,2020-07-14
tests positive,1857,2020-07-14
nursing homes,1834,2020-07-14
live updates,1807,2020-07-14
hospitals bypass,1761,2020-07-14
19 crisis,1754,2020-07-14
19 test,1746,2020-07-14
bypass cdc,1736,2020-07-14
news coronavirus,1735,2020-07-14
coronavirus cover,1726,2020-07-14
amid covid,1719,2020-07-14
coronavirus crisis,1707,2020-07-14
amid coronavirus,1670,2020-07-14
pandemia coronavirus,1666,2020-07-14
stay home,1662,2020-07-14
death toll,1660,2020-07-14
24 horas,1655,2020-07-14
due coronavirus,1655,2020-07-14
casos confirmados,1651,2020-07-14
due covid19,1627,2020-07-14
second wave,1620,2020-07-14
long term,1617,2020-07-14
vacuna covid,1603,2020-07-14
test results,1581,2020-07-14
coronavirus testing,1571,2020-07-14
19 via,1563,2020-07-14
many people,1561,2020-07-14
cases covid,1555,2020-07-14
wearing masks,1493,2020-07-14
casos positivos,1492,2020-07-14
coronavirus outbreak,1490,2020-07-14
14 julio,1488,2020-07-14
face mask,1486,2020-07-14
fox 35,1476,2020-07-14
ee uu,1471,2020-07-14
back school,1466,2020-07-14
death rate,1455,2020-07-14
gt gt,1447,2020-07-14
much time,1439,2020-07-14
coronavirus data,1434,2020-07-14
sars cov,1396,2020-07-14
go back,1389,2020-07-14
14 2020,1388,2020-07-14
year old,1384,2020-07-14
health care,1381,2020-07-14
spread coronavirus,1375,2020-07-14
19 data,1354,2020-07-14
da covid,1350,2020-07-14
face coverings,1347,2020-07-14
coronavirus live,1339,2020-07-14
confirmed cases,1331,2020-07-14
kong virologist,1329,2020-07-14
covid_19 coronavirus,1318,2020-07-14
we much,1315,2020-07-14
positive cases,1315,2020-07-14
claiming coronavirus,1314,2020-07-14
coronavirus update,1311,2020-07-14
spread covid,1311,2020-07-14
bill hemmer,1308,2020-07-14
virologist claiming,1303,2020-07-14
24 hours,1302,2020-07-14
hemmer reports,1301,2020-07-14
up tells,1298,2020-07-14
pandemia covid19,1296,2020-07-14
tells bill,1295,2020-07-14
reports we,1294,2020-07-14
14 07,1294,2020-07-14
19 death,1280,2020-07-14
spread covid19,1280,2020-07-14
herd immunity,1274,2020-07-14
pandemia covid,1264,2020-07-14
save lives,1252,2020-07-14
could get,1246,2020-07-14
people died,1243,2020-07-14
active cases,1242,2020-07-14
coronavirus death,1238,2020-07-14
positivo covid,1218,2020-07-14
ccp virus,1213,2020-07-14
novel coronavirus,1199,2020-07-14
dio positivo,1195,2020-07-14
120 000,1192,2020-07-14
últimas 24,1188,2020-07-14
19 di,1179,2020-07-14
truth ccp,1170,2020-07-14
19 response,1166,2020-07-14
new deaths,1161,2020-07-14
wear face,1147,2020-07-14
impact covid,1144,2020-07-14
department health,1140,2020-07-14
worse worse,1138,2020-07-14
spread truth,1132,2020-07-14
positivity rate,1129,2020-07-14
pls spread,1128,2020-07-14
coronavirus response,1107,2020-07-14
covid19 covid_19,1105,2020-07-14
vacuna coronavirus,1094,2020-07-14
looks like,1089,2020-07-14
positive covid19,1084,2020-07-14
positivo coronavirus,1082,2020-07-14
corona virus,1076,2020-07-14
coronavirus covid_19,1073,2020-07-14
around world,1069,2020-07-14
stay safe,1067,2020-07-14
get coronavirus,1064,2020-07-14
florida covid,1061,2020-07-14
07 2020,1051,2020-07-14
coronavirus via,1046,2020-07-14
mental health,1044,2020-07-14
since march,1027,2020-07-14
july 2020,1026,2020-07-14
first time,1015,2020-07-14
says coronavirus,1013,2020-07-14
coronavirus lockdown,1008,2020-07-14
casos covid19,1007,2020-07-14
coronavirus numbers,1005,2020-07-14
contagios covid,1002,2020-07-14
19 positive,994,2020-07-14
19 virus,987,2020-07-14
president trump,986,2020-07-14
task force,982,2020-07-14
health insurance,976,2020-07-14
health officials,973,2020-07-14
last week,966,2020-07-14
get covid,962,2020-07-14
join us,954,2020-07-14
cases rise,953,2020-07-14
cases surge,952,2020-07-14
get tested,947,2020-07-14
negative covid,944,2020-07-14
fox news,938,2020-07-14
19 outbreak,935,2020-07-14
new covid19,935,2020-07-14
contact tracing,930,2020-07-14
covid_19 covid19,923,2020-07-14
lives matter,922,2020-07-14
every day,917,2020-07-14
covid19 patients,916,2020-07-14
health workers,914,2020-07-14
cases deaths,911,2020-07-14
get worse,910,2020-07-14
covid19 deaths,910,2020-07-14
fake news,908,2020-07-14
died covid,900,2020-07-14
us coronavirus,900,2020-07-14
south africa,896,2020-07-14
single day,894,2020-07-14
covid19 covid,894,2020-07-14
reopening schools,890,2020-07-14
35 investigates,888,2020-07-14
make sure,879,2020-07-14
virus hong,877,2020-07-14
nursing home,874,2020-07-14
muertes covid,867,2020-07-14
covid19 vaccine,867,2020-07-14
florida coronavirus,864,2020-07-14
julio 2020,863,2020-07-14
19 coronavirus,861,2020-07-14
covid19 crisis,859,2020-07-14
wash hands,859,2020-07-14
américa latina,857,2020-07-14
protokol kesehatan,855,2020-07-14
000 covid,854,2020-07-14
final testing,854,2020-07-14
wave coronavirus,853,2020-07-14
post covid,853,2020-07-14
total cases,851,2020-07-14
york times,850,2020-07-14
19 tests,849,2020-07-14
vaccine trial,843,2020-07-14
000 deaths,836,2020-07-14
cases coronavirus,835,2020-07-14
pandemi covid,832,2020-07-14
โคว ด19,829,2020-07-14
one day,812,2020-07-14
mask wearing,812,2020-07-14
coronavirus could,811,2020-07-14
cases reported,810,2020-07-14
covid19 lockdown,809,2020-07-14
people dying,805,2020-07-14
andy kusnetzoff,805,2020-07-14
wearing face,804,2020-07-14
cdc covid,804,2020-07-14
communist party,802,2020-07-14
000 people,798,2020-07-14
