gram,counts,date
covid 19,200095,2020-07-01
coronavirus cases,11792,2020-07-01
19 cases,10299,2020-07-01
19 pandemic,8105,2020-07-01
coronavirus pandemic,7605,2020-07-01
coronavirus covid19,6648,2020-07-01
new cases,5995,2020-07-01
wear mask,4809,2020-07-01
covid19 coronavirus,4680,2020-07-01
positive covid,4482,2020-07-01
covid19 pandemic,4420,2020-07-01
100 000,3912,2020-07-01
tested positive,3735,2020-07-01
new coronavirus,3431,2020-07-01
us buys,3294,2020-07-01
social distancing,3233,2020-07-01
due covid,3179,2020-07-01
public health,3001,2020-07-01
casos covid,2947,2020-07-01
new york,2921,2020-07-01
nuevos casos,2857,2020-07-01
new covid,2833,2020-07-01
covid19 cases,2828,2020-07-01
positive coronavirus,2616,2020-07-01
drug remdesivir,2584,2020-07-01
19 vaccine,2565,2020-07-01
coronavirus covid,2533,2020-07-01
test positive,2502,2020-07-01
united states,2499,2020-07-01
19 drug,2474,2020-07-01
gon na,2388,2020-07-01
wear masks,2371,2020-07-01
19 crisis,2310,2020-07-01
donald trump,2309,2020-07-01
wearing mask,2250,2020-07-01
dr fauci,2218,2020-07-01
due coronavirus,2217,2020-07-01
death toll,2185,2020-07-01
casos coronavirus,2087,2020-07-01
19 patients,2041,2020-07-01
bbc news,2023,2020-07-01
stay home,2006,2020-07-01
news coronavirus,1873,2020-07-01
coronavirus crisis,1856,2020-07-01
000 new,1853,2020-07-01
coronavirus vaccine,1822,2020-07-01
19 deaths,1810,2020-07-01
due covid19,1774,2020-07-01
via youtube,1772,2020-07-01
24 horas,1767,2020-07-01
face masks,1744,2020-07-01
coronavirus outbreak,1731,2020-07-01
pandemia coronavirus,1726,2020-07-01
wearing masks,1716,2020-07-01
casos confirmados,1677,2020-07-01
19 testing,1663,2020-07-01
spread coronavirus,1614,2020-07-01
spread covid,1610,2020-07-01
cases surge,1605,2020-07-01
july 2020,1604,2020-07-01
cases covid,1602,2020-07-01
almost entire,1574,2020-07-01
gt gt,1564,2020-07-01
tests positive,1562,2020-07-01
19 treatment,1559,2020-07-01
cases day,1555,2020-07-01
many people,1525,2020-07-01
sars cov,1512,2020-07-01
corona virus,1503,2020-07-01
amid coronavirus,1500,2020-07-01
amid covid,1472,2020-07-01
24 hours,1470,2020-07-01
confirmed cases,1467,2020-07-01
looks like,1467,2020-07-01
buys almost,1466,2020-07-01
world stock,1461,2020-07-01
19 via,1450,2020-07-01
casos positivos,1448,2020-07-01
19 test,1443,2020-07-01
one day,1388,2020-07-01
live updates,1374,2020-07-01
death panels,1365,2020-07-01
stay safe,1363,2020-07-01
joe biden,1346,2020-07-01
single day,1343,2020-07-01
health care,1337,2020-07-01
buys world,1322,2020-07-01
pandemia covid,1321,2020-07-01
impact covid,1317,2020-07-01
coronavirus lockdown,1313,2020-07-01
stock key,1313,2020-07-01
realdonaldtrump nytimes,1304,2020-07-01
da covid,1302,2020-07-01
key covid,1297,2020-07-01
per day,1295,2020-07-01
doctor day,1284,2020-07-01
últimas 24,1280,2020-07-01
anthony fauci,1268,2020-07-01
19 outbreak,1268,2020-07-01
पत जल,1260,2020-07-01
pandemia covid19,1248,2020-07-01
cases rise,1246,2020-07-01
positive cases,1241,2020-07-01
spread covid19,1218,2020-07-01
coronavirus deaths,1215,2020-07-01
novel coronavirus,1215,2020-07-01
potential covid,1202,2020-07-01
entire global,1192,2020-07-01
rand paul,1191,2020-07-01
nursing homes,1185,2020-07-01
01 07,1183,2020-07-01
covid19 crisis,1176,2020-07-01
new normal,1173,2020-07-01
treatment drug,1173,2020-07-01
active cases,1165,2020-07-01
covidー19 coronavirus,1165,2020-07-01
coronavirus live,1155,2020-07-01
china coronavirus,1154,2020-07-01
go away,1153,2020-07-01
cases coronavirus,1149,2020-07-01
global stock,1141,2020-07-01
herd immunity,1139,2020-07-01
coronavirus update,1122,2020-07-01
around world,1103,2020-07-01
coronavirus covidー19,1098,2020-07-01
19 virus,1094,2020-07-01
19 response,1093,2020-07-01
death rate,1090,2020-07-01
130 000,1075,2020-07-01
president trump,1070,2020-07-01
every day,1068,2020-07-01
fauci warns,1059,2020-07-01
died covid,1059,2020-07-01
face mask,1056,2020-07-01
new covid19,1053,2020-07-01
post covid,1049,2020-07-01
coronavirus hoax,1047,2020-07-01
coronavirus via,1038,2020-07-01
19 di,1038,2020-07-01
protokol kesehatan,1037,2020-07-01
rest world,1022,2020-07-01
लव जय,1021,2020-07-01
long term,1020,2020-07-01
like coronavirus,1018,2020-07-01
contact tracing,1015,2020-07-01
cases reported,1015,2020-07-01
new deaths,1015,2020-07-01
indoor dining,1014,2020-07-01
go back,1012,2020-07-01
fake news,1011,2020-07-01
via gatewaypundit,1007,2020-07-01
stock potential,1003,2020-07-01
coronavirus response,997,2020-07-01
get sick,988,2020-07-01
30 junio,984,2020-07-01
june 30,977,2020-07-01
first time,976,2020-07-01
ee uu,969,2020-07-01
second wave,965,2020-07-01
year old,964,2020-07-01
good news,963,2020-07-01
fight covid19,960,2020-07-01
canada day,958,2020-07-01
last week,948,2020-07-01
19 update,947,2020-07-01
positivo covid,940,2020-07-01
lives matter,939,2020-07-01
white house,934,2020-07-01
people died,923,2020-07-01
000 americans,918,2020-07-01
coronavirus death,917,2020-07-01
save lives,913,2020-07-01
coronavirus covid_19,912,2020-07-01
response covid,911,2020-07-01
wash hands,909,2020-07-01
trump administration,906,2020-07-01
mental health,902,2020-07-01
dari covid,899,2020-07-01
contagios covid,892,2020-07-01
cases per,890,2020-07-01
groom died,889,2020-07-01
coronavirus argentina,888,2020-07-01
coronavirus updates,885,2020-07-01
fauci says,882,2020-07-01
last 24,881,2020-07-01
casos covid19,878,2020-07-01
post covid19,878,2020-07-01
coronavirus infections,877,2020-07-01
19 wedding,875,2020-07-01
look like,872,2020-07-01
fight covid,870,2020-07-01
19 coronavirus,868,2020-07-01
join us,867,2020-07-01
health officials,867,2020-07-01
000 people,864,2020-07-01
make sure,860,2020-07-01
80 guests,860,2020-07-01
contagios coronavirus,859,2020-07-01
common cold,856,2020-07-01
cases deaths,856,2020-07-01
stop spread,854,2020-07-01
least 80,851,2020-07-01
guests tested,850,2020-07-01
casos nuevos,847,2020-07-01
dan aman,843,2020-07-01
doctors day,842,2020-07-01
pandemi covid,839,2020-07-01
eastern india,839,2020-07-01
4th july,835,2020-07-01
19 lockdown,835,2020-07-01
total cases,833,2020-07-01
wedding eastern,833,2020-07-01
help us,832,2020-07-01
aman dari,829,2020-07-01
produktif dan,829,2020-07-01
died least,828,2020-07-01
masyarakat produktif,824,2020-07-01
covid_19 coronavirus,823,2020-07-01
जल जय,819,2020-07-01
positive covid19,811,2020-07-01
coronavirus drug,807,2020-07-01
masyarakat dalam,806,2020-07-01
boris johnson,805,2020-07-01
get covid,802,2020-07-01
people dying,801,2020-07-01
coronavirus testing,798,2020-07-01
dr anthony,795,2020-07-01
cases spike,793,2020-07-01
coronavirus us,791,2020-07-01
going back,788,2020-07-01
07 2020,788,2020-07-01
global pandemic,784,2020-07-01
died coronavirus,783,2020-07-01
us coronavirus,780,2020-07-01
19 positive,779,2020-07-01
coronavirus corona,779,2020-07-01
million people,775,2020-07-01
young people,774,2020-07-01
get tested,773,2020-07-01
click link,772,2020-07-01
du coronavirus,768,2020-07-01
जय पत,765,2020-07-01
sign petition,761,2020-07-01
pacientes covid,755,2020-07-01
coronavirus spread,753,2020-07-01
task force,753,2020-07-01
black lives,753,2020-07-01
covid19 corona,748,2020-07-01
new post,747,2020-07-01
crisis coronavirus,746,2020-07-01
coronavirus relief,744,2020-07-01
trump coronavirus,743,2020-07-01
000 deaths,743,2020-07-01
world supply,740,2020-07-01
000 cases,738,2020-07-01
trump says,738,2020-07-01
19 hoax,736,2020-07-01
entire world,734,2020-07-01
mask wearing,731,2020-07-01
19 outbreaks,730,2020-07-01
19 spread,730,2020-07-01
two weeks,729,2020-07-01
total number,727,2020-07-01
small business,721,2020-07-01
cnn foxnews,717,2020-07-01
lt gov,715,2020-07-01
covid19 patients,714,2020-07-01
pfizer biontech,713,2020-07-01
fox news,712,2020-07-01
need know,709,2020-07-01
agar masyarakat,708,2020-07-01
dan patrick,705,2020-07-01
19 haribhayangkarake74,702,2020-07-01
menerapkan protokol,697,2020-07-01
number cases,696,2020-07-01
social distance,694,2020-07-01
three months,692,2020-07-01
across country,689,2020-07-01
please help,687,2020-07-01
vacuna covid,687,2020-07-01
coronavirus patients,683,2020-07-01
nuevos contagios,683,2020-07-01
york times,680,2020-07-01
19 tests,676,2020-07-01
wan na,675,2020-07-01
pandemic covid19,675,2020-07-01
kesehatan agar,674,2020-07-01
jaga kedisiplinan,673,2020-07-01
terus jaga,673,2020-07-01
fight coronavirus,672,2020-07-01
kedisiplinan masyarakat,672,2020-07-01
dalam menerapkan,672,2020-07-01
000 dead,671,2020-07-01
19 em,664,2020-07-01
small businesses,664,2020-07-01
19 infections,663,2020-07-01
000 coronavirus,663,2020-07-01
vacina covid,663,2020-07-01
cases covid19,662,2020-07-01
muertes coronavirus,661,2020-07-01
doctors nurses,660,2020-07-01
covid19 amp,657,2020-07-01
would like,656,2020-07-01
people die,652,2020-07-01
19 situation,649,2020-07-01
covid19 deaths,647,2020-07-01
loved ones,645,2020-07-01
test results,641,2020-07-01
realdonaldtrump cnn,640,2020-07-01
19 impact,637,2020-07-01
american people,634,2020-07-01
covid coronavirus,632,2020-07-01
ministerio salud,631,2020-07-01
social media,631,2020-07-01
coronavirus data,631,2020-07-01
cases causing,631,2020-07-01
closed indefinitely,630,2020-07-01
cdc fraud,630,2020-07-01
covid19 lockdown,629,2020-07-01
19 amp,626,2020-07-01
could see,626,2020-07-01
causing states,626,2020-07-01
active china,624,2020-07-01
economies closed,623,2020-07-01
fraud uncovered,622,2020-07-01
grossly overcounting,622,2020-07-01
overcounting active,622,2020-07-01
muertes covid,621,2020-07-01
response covid19,619,2020-07-01
petition via,619,2020-07-01
need help,619,2020-07-01
cdc grossly,619,2020-07-01
slow spread,617,2020-07-01
months ago,617,2020-07-01
massive cdc,615,2020-07-01
spike coronavirus,614,2020-07-01
casos activos,613,2020-07-01
like covid,610,2020-07-01
washington post,610,2020-07-01
19 death,608,2020-07-01
covid19 sarscov2,607,2020-07-01
uncovered cdc,606,2020-07-01
buys nearly,605,2020-07-01
okowa wife,605,2020-07-01
let us,603,2020-07-01
via nytimes,600,2020-07-01
19 case,598,2020-07-01
prevent spread,597,2020-07-01
cure covid,597,2020-07-01
47 000,595,2020-07-01
huge massive,595,2020-07-01
nuevo coronavirus,594,2020-07-01
tres meses,591,2020-07-01
never get,591,2020-07-01
10 000,590,2020-07-01
get coronavirus,589,2020-07-01
day spike,588,2020-07-01
local lockdowns,585,2020-07-01
states keep,580,2020-07-01
testing positive,578,2020-07-01
six months,577,2020-07-01
coronavirus tests,577,2020-07-01
wife test,577,2020-07-01
coronavirus going,576,2020-07-01
keep economies,576,2020-07-01
number covid,575,2020-07-01
coronavirus disease,574,2020-07-01
back reopening,574,2020-07-01
60 000,569,2020-07-01
impact covid19,568,2020-07-01
19 may,568,2020-07-01
daily coronavirus,567,2020-07-01
people like,566,2020-07-01
covid cases,563,2020-07-01
handling coronavirus,562,2020-07-01
mil casos,562,2020-07-01
medical community,562,2020-07-01
nursing home,561,2020-07-01
corona coronavirus,561,2020-07-01
daily cases,559,2020-07-01
back work,559,2020-07-01
vacuna coronavirus,554,2020-07-01
hong kong,554,2020-07-01
spread virus,553,2020-07-01
covid19 response,553,2020-07-01
healthcare workers,549,2020-07-01
south africa,549,2020-07-01
supply covid,549,2020-07-01
covid covid19,547,2020-07-01
take care,547,2020-07-01
health department,547,2020-07-01
cada vez,545,2020-07-01
ripnta ripnta,544,2020-07-01
response coronavirus,542,2020-07-01
300 000,542,2020-07-01
june 2020,542,2020-07-01
positivos covid,540,2020-07-01
30 2020,540,2020-07-01
americans died,536,2020-07-01
people wear,535,2020-07-01
handling covid,535,2020-07-01
covid19 covid,535,2020-07-01
daily updates,535,2020-07-01
going disappear,534,2020-07-01
dio positivo,533,2020-07-01
common sense,532,2020-07-01
americans dead,530,2020-07-01
si puedes,530,2020-07-01
wear face,530,2020-07-01
coronavirus coverage,529,2020-07-01
like covid19,528,2020-07-01
virus covid19,527,2020-07-01
positive test,524,2020-07-01
15 000,522,2020-07-01
positive results,522,2020-07-01
coronavirus surge,521,2020-07-01
increase covid,521,2020-07-01
in person,519,2020-07-01
nidhiindiatv chouhanshivraj,519,2020-07-01
covidー19 covid19,518,2020-07-01
well done,517,2020-07-01
du covid,517,2020-07-01
000 jobs,516,2020-07-01
promote_medicalstudents_mp nidhiindiatv,516,2020-07-01
bill gates,515,2020-07-01
covid19 testing,514,2020-07-01
américa latina,514,2020-07-01
covid19 covid_19,512,2020-07-01
biggest one,512,2020-07-01
even though,509,2020-07-01
40 000,509,2020-07-01
high risk,509,2020-07-01
next week,509,2020-07-01
world coronavirus,507,2020-07-01
covid19 vaccine,506,2020-07-01
covid19 pre,506,2020-07-01
post coronavirus,505,2020-07-01
19 risk,505,2020-07-01
60 mil,505,2020-07-01
meat processing,505,2020-07-01
face coverings,504,2020-07-01
york city,504,2020-07-01
us covid,504,2020-07-01
19 restrictions,504,2020-07-01
pmoindia hrdministry,504,2020-07-01
community called,503,2020-07-01
got ta,502,2020-07-01
pre installed,502,2020-07-01
see 100,501,2020-07-01
people coronavirus,501,2020-07-01
must read,501,2020-07-01
number new,500,2020-07-01
teamtrump realdonaldtrump,500,2020-07-01
called innate,500,2020-07-01
installed promote_medicalstudents_mp,500,2020-07-01
cases today,499,2020-07-01
july 4th,499,2020-07-01
total deaths,499,2020-07-01
new death,498,2020-07-01
uk government,498,2020-07-01
hrdministry drharshvardhan,498,2020-07-01
aajtak ndtv,497,2020-07-01
innate immunityto,497,2020-07-01
immunityto covid19,497,2020-07-01
promote_medicalstudents_mp chouhanshivraj,496,2020-07-01
cases could,495,2020-07-01
get back,494,2020-07-01
epoch times,494,2020-07-01
drrpnishank saurabhtop,494,2020-07-01
saurabhtop priyankagandhi,494,2020-07-01
priyankagandhi jitupatwari,494,2020-07-01
jitupatwari thewire_in,494,2020-07-01
thewire_in aajtak,494,2020-07-01
coronavirus fears,493,2020-07-01
re going,492,2020-07-01
positivo coronavirus,492,2020-07-01
read article,492,2020-07-01
chouhanshivraj drrpnishank,492,2020-07-01
surge coronavirus,491,2020-07-01
coronavirus restrictions,491,2020-07-01
exclusive coronavirus,491,2020-07-01
governormp drnarottammisra,491,2020-07-01
wearing face,490,2020-07-01
drnarottammisra pmoindia,490,2020-07-01
next year,489,2020-07-01
us could,488,2020-07-01
come back,488,2020-07-01
times app,486,2020-07-01
says coronavirus,485,2020-07-01
crisis covid19,484,2020-07-01
19 relief,484,2020-07-01
hard work,484,2020-07-01
cashless society,483,2020-07-01
salute doctors,483,2020-07-01
trump said,482,2020-07-01
sort disappear,482,2020-07-01
puedes quedateencasa,479,2020-07-01
julio 2020,479,2020-07-01
seems like,477,2020-07-01
people need,475,2020-07-01
killing people,475,2020-07-01
coronavirus disappear,475,2020-07-01
covid19 si,473,2020-07-01
tested covid,473,2020-07-01
rate covid,472,2020-07-01
new single,472,2020-07-01
19 numbers,471,2020-07-01
reported today,471,2020-07-01
corona covid19,471,2020-07-01
processing plants,470,2020-07-01
nueva normalidad,469,2020-07-01
crise du,469,2020-07-01
coronavirus test,468,2020-07-01
health workers,468,2020-07-01
immune system,468,2020-07-01
chouhanshivraj governormp,468,2020-07-01
south korea,467,2020-07-01
covid19 covidー19,466,2020-07-01
people get,465,2020-07-01
day record,465,2020-07-01
19 infection,464,2020-07-01
deaths covid,463,2020-07-01
virus cases,463,2020-07-01
russian bounties,462,2020-07-01
tell us,462,2020-07-01
000 casos,462,2020-07-01
medicos immune,462,2020-07-01
positif covid,461,2020-07-01
feel like,461,2020-07-01
app see,461,2020-07-01
in the,461,2020-07-01
immune never,460,2020-07-01
weeks ago,459,2020-07-01
looking forward,459,2020-07-01
pandemic medicos,459,2020-07-01
the coronavirus,457,2020-07-01
see exclusive,457,2020-07-01
realdonaldtrump trump,456,2020-07-01
19 related,456,2020-07-01
coverage daily,456,2020-07-01
sick promote_medicalstudents_mp,455,2020-07-01
coronavirus uk,453,2020-07-01
breaking news,453,2020-07-01
people still,452,2020-07-01
health experts,452,2020-07-01
nuevas muertes,451,2020-07-01
covid19 world,451,2020-07-01
covid19 virus,450,2020-07-01
july 1st,450,2020-07-01
sets new,449,2020-07-01
since march,448,2020-07-01
infectious disease,448,2020-07-01
hoax like,447,2020-07-01
population coronavirus,445,2020-07-01
chinese virus,444,2020-07-01
health amp,443,2020-07-01
study finds,443,2020-07-01
watch live,442,2020-07-01
outbreaks meat,442,2020-07-01
cases confirmed,440,2020-07-01
climate change,440,2020-07-01
of the,440,2020-07-01
com covid,439,2020-07-01
die covid,439,2020-07-01
daily thanks,439,2020-07-01
antibody tests,439,2020-07-01
fresh covid,439,2020-07-01
happy doctor,438,2020-07-01
000 biggest,438,2020-07-01
reports record,437,2020-07-01
covid19 positive,437,2020-07-01
face covering,436,2020-07-01
panic porn,436,2020-07-01
000 day,435,2020-07-01
right thing,434,2020-07-01
good luck,434,2020-07-01
last year,433,2020-07-01
19 spreading,433,2020-07-01
junio 2020,432,2020-07-01
department health,432,2020-07-01
died covid19,430,2020-07-01
warns 100,430,2020-07-01
mask mandate,430,2020-07-01
kept quiet,430,2020-07-01
pandemic worsens,430,2020-07-01
virus covid,429,2020-07-01
