gram,counts,date
covid 19,201547,2020-07-27
19 cases,8645,2020-07-27
positive covid,6952,2020-07-27
19 pandemic,6725,2020-07-27
coronavirus pandemic,6694,2020-07-27
coronavirus covid19,6174,2020-07-27
coronavirus cases,5831,2020-07-27
19 vaccine,5154,2020-07-27
national security,4918,2020-07-27
covid19 coronavirus,4846,2020-07-27
tests positive,4750,2020-07-27
new cases,4386,2020-07-27
positive coronavirus,4369,2020-07-27
tested positive,4129,2020-07-27
test positive,3774,2020-07-27
security adviser,3764,2020-07-27
coronavirus vaccine,3622,2020-07-27
due covid,3228,2020-07-27
trump national,3134,2020-07-27
coronavirus outbreak,3076,2020-07-27
robert brien,3073,2020-07-27
casos covid,3022,2020-07-27
white house,2944,2020-07-27
via youtube,2922,2020-07-27
covid19 pandemic,2864,2020-07-27
wear mask,2858,2020-07-27
nuevos casos,2768,2020-07-27
social distancing,2689,2020-07-27
19 outbreak,2583,2020-07-27
new covid,2562,2020-07-27
new coronavirus,2519,2020-07-27
sign petition,2463,2020-07-27
via change,2422,2020-07-27
executive order,2396,2020-07-27
casos coronavirus,2364,2020-07-27
19 economic,2356,2020-07-27
petition via,2337,2020-07-27
new york,2317,2020-07-27
coronavirus relief,2294,2020-07-27
covid19 cases,2262,2020-07-27
student loans,2257,2020-07-27
economic response,2253,2020-07-27
cancel student,2242,2020-07-27
response cancel,2236,2020-07-27
loans executive,2226,2020-07-27
coronavirus covid,2205,2020-07-27
july 27,2150,2020-07-27
19 testing,2145,2020-07-27
19 via,2122,2020-07-27
order sign,2072,2020-07-27
american doctors,2062,2020-07-27
public health,2029,2020-07-27
address covid,1993,2020-07-27
amid coronavirus,1943,2020-07-27
donald trump,1938,2020-07-27
doctors address,1914,2020-07-27
miami marlins,1912,2020-07-27
19 misinformation,1908,2020-07-27
gon na,1890,2020-07-27
coronavirus deaths,1830,2020-07-27
19 deaths,1768,2020-07-27
bbc news,1761,2020-07-27
19 patients,1760,2020-07-27
news coronavirus,1754,2020-07-27
30 000,1740,2020-07-27
due covid19,1738,2020-07-27
president trump,1735,2020-07-27
due coronavirus,1725,2020-07-27
united states,1719,2020-07-27
19 crisis,1712,2020-07-27
000 people,1701,2020-07-27
coronavirus crisis,1654,2020-07-27
150 000,1639,2020-07-27
watch live,1618,2020-07-27
gt gt,1601,2020-07-27
27 07,1593,2020-07-27
adviser robert,1563,2020-07-27
27 2020,1552,2020-07-27
massive covid,1497,2020-07-27
press conference,1495,2020-07-27
cases covid,1487,2020-07-27
19 disinformation,1484,2020-07-27
adviser tests,1479,2020-07-27
dispel massive,1478,2020-07-27
amid covid,1477,2020-07-27
via breitbartnews,1467,2020-07-27
27 julio,1466,2020-07-27
disinformation campaign,1462,2020-07-27
first animal,1448,2020-07-27
casos positivos,1447,2020-07-27
aim dispel,1445,2020-07-27
long term,1444,2020-07-27
death toll,1440,2020-07-27
80 000,1432,2020-07-27
brien tests,1418,2020-07-27
pandemia coronavirus,1399,2020-07-27
frontline physicians,1396,2020-07-27
physicians aim,1390,2020-07-27
pet cat,1379,2020-07-27
coronavirus response,1367,2020-07-27
wearing mask,1361,2020-07-27
casos confirmados,1359,2020-07-27
07 2020,1349,2020-07-27
24 horas,1349,2020-07-27
last week,1343,2020-07-27
confirmed cases,1335,2020-07-27
live updates,1323,2020-07-27
positivo covid,1282,2020-07-27
becomes first,1279,2020-07-27
active cases,1272,2020-07-27
live frontline,1272,2020-07-27
second wave,1257,2020-07-27
