date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-05-08,8197,3038,35030,3475,,12860,329193,252701,221482,23577,4876,10528,,3599,2385,6565,4295,5080,2620,,2859,2178,37893,28734
2020-10-08,4197,1587,25859,2352,,6115,131745,176613,120313,12544,2210,2995,,1843,2089,5494,,,2468,1225,3008,2733,65151,16342
