date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-07-19,3629,2013,41520,2644,,7154,183233,165303,113135,20705,2505,4424,,2550,1858,12261,1812,1537,2738,1553,1321,5283,39521,22472
