date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-06-08,7164,2174,41196,2115,,10275,235581,213864,185252,18611,4791,7997,,2518,1695,6312,3018,4599,2716,1507,3103,2652,15761,19761
2020-09-12,2521,3446,22721,1201,,5178,105571,125195,87169,14410,1556,2441,,1352,1554,4791,,,1718,,1599,2622,28787,11474
