term,amount,date
thank,4337,2020-07-17
gov,4335,2020-07-17
16,4332,2020-07-17
already,4329,2020-07-17
thing,4316,2020-07-17
friday,4314,2020-07-17
11,4312,2020-07-17
needs,4310,2020-07-17
check,4300,2020-07-17
local,4270,2020-07-17
reporting,4265,2020-07-17
dan,4259,2020-07-17
american,4238,2020-07-17
away,4210,2020-07-17
job,4188,2020-07-17
truth,4172,2020-07-17
anyone,4172,2020-07-17
important,4170,2020-07-17
community,4144,2020-07-17
relief,4137,2020-07-17
personas,4127,2020-07-17
mil,4086,2020-07-17
infections,4086,2020-07-17
14,4075,2020-07-17
hospitals,4070,2020-07-17
ser,4045,2020-07-17
sure,4033,2020-07-17
johnson,4033,2020-07-17
start,3989,2020-07-17
updates,3987,2020-07-17
best,3968,2020-07-17
país,3966,2020-07-17
protect,3961,2020-07-17
big,3945,2020-07-17
pour,3942,2020-07-17
workers,3936,2020-07-17
fauci,3933,2020-07-17
nothing,3932,2020-07-17
find,3932,2020-07-17
part,3932,2020-07-17
article,3929,2020-07-17
follow,3914,2020-07-17
red,3911,2020-07-17
30,3894,2020-07-17
yes,3887,2020-07-17
eu,3879,2020-07-17
infected,3872,2020-07-17
hoy,3870,2020-07-17
second,3862,2020-07-17
national,3849,2020-07-17
bad,3834,2020-07-17
youtube,3831,2020-07-17
far,3820,2020-07-17
weeks,3801,2020-07-17
love,3799,2020-07-17
breaking,3794,2020-07-17
mais,3792,2020-07-17
making,3767,2020-07-17
years,3765,2020-07-17
something,3741,2020-07-17
safety,3734,2020-07-17
de,3725,2020-07-17
cnn,3723,2020-07-17
old,3720,2020-07-17
and,3714,2020-07-17
disease,3688,2020-07-17
taking,3673,2020-07-17
city,3672,2020-07-17
administration,3663,2020-07-17
online,3658,2020-07-17
things,3654,2020-07-17
non,3648,2020-07-17
hit,3631,2020-07-17
dead,3612,2020-07-17
mundo,3603,2020-07-17
call,3590,2020-07-17
pm,3588,2020-07-17
oh,3568,2020-07-17
order,3562,2020-07-17
tell,3555,2020-07-17
coming,3550,2020-07-17
businesses,3546,2020-07-17
god,3525,2020-07-17
south,3518,2020-07-17
story,3508,2020-07-17
someone,3501,2020-07-17
full,3494,2020-07-17
día,3480,2020-07-17
staff,3475,2020-07-17
symptoms,3453,2020-07-17
canada,3451,2020-07-17
top,3448,2020-07-17
less,3445,2020-07-17
travel,3441,2020-07-17
actually,3434,2020-07-17
human,3434,2020-07-17
medidas,3421,2020-07-17
teachers,3409,2020-07-17
california,3397,2020-07-17
dos,3396,2020-07-17
election,3384,2020-07-17
across,3381,2020-07-17
enough,3380,2020-07-17
others,3379,2020-07-17
recovered,3372,2020-07-17
positivo,3370,2020-07-17
brasil,3369,2020-07-17
wrong,3360,2020-07-17
study,3359,2020-07-17
possible,3353,2020-07-17
federal,3347,2020-07-17
russia,3319,2020-07-17
continue,3311,2020-07-17
gobierno,3309,2020-07-17
au,3305,2020-07-17
of,3294,2020-07-17
everything,3275,2020-07-17
cause,3269,2020-07-17
change,3265,2020-07-17
dying,3262,2020-07-17
leadership,3254,2020-07-17
pas,3244,2020-07-17
sa,3241,2020-07-17
gente,3237,2020-07-17
distancing,3231,2020-07-17
saying,3222,2020-07-17
anything,3213,2020-07-17
single,3212,2020-07-17
population,3211,2020-07-17
economic,3207,2020-07-17
sick,3206,2020-07-17
learn,3176,2020-07-17
situation,3158,2020-07-17
julio,3150,2020-07-17
infection,3149,2020-07-17
force,3143,2020-07-17
ahora,3140,2020-07-17
13,3131,2020-07-17
mayor,3126,2020-07-17
fake,3126,2020-07-17
muertes,3110,2020-07-17
une,3103,2020-07-17
shit,3094,2020-07-17
contact,3061,2020-07-17
leaders,3039,2020-07-17
using,3023,2020-07-17
increase,3019,2020-07-17
team,3014,2020-07-17
rise,3011,2020-07-17
market,3007,2020-07-17
save,2995,2020-07-17
ll,2983,2020-07-17
lot,2981,2020-07-17
might,2979,2020-07-17
doctors,2976,2020-07-17
fall,2968,2020-07-17
07,2962,2020-07-17
bill,2961,2020-07-17
casa,2957,2020-07-17
positivos,2955,2020-07-17
dans,2955,2020-07-17
va,2950,2020-07-17
77,2949,2020-07-17
hard,2948,2020-07-17
pay,2947,2020-07-17
point,2944,2020-07-17
it,2940,2020-07-17
worse,2937,2020-07-17
50,2932,2020-07-17
least,2932,2020-07-17
york,2931,2020-07-17
plus,2927,2020-07-17
no,2924,2020-07-17
true,2924,2020-07-17
cuarentena,2921,2020-07-17
including,2920,2020-07-17
place,2900,2020-07-17
political,2900,2020-07-17
system,2897,2020-07-17
sur,2888,2020-07-17
um,2887,2020-07-17
wave,2869,2020-07-17
quarantine,2866,2020-07-17
past,2863,2020-07-17
always,2858,2020-07-17
pacientes,2856,2020-07-17
soon,2837,2020-07-17
fact,2828,2020-07-17
lost,2820,2020-07-17
shows,2812,2020-07-17
treatment,2806,2020-07-17
healthcare,2806,2020-07-17
education,2793,2020-07-17
nuevo,2787,2020-07-17
maybe,2786,2020-07-17
anti,2780,2020-07-17
fear,2776,2020-07-17
march,2776,2020-07-17
experts,2770,2020-07-17
boris,2767,2020-07-17
vote,2764,2020-07-17
van,2760,2020-07-17
war,2756,2020-07-17
georgia,2742,2020-07-17
return,2741,2020-07-17
feel,2736,2020-07-17
share,2730,2020-07-17
lies,2729,2020-07-17
food,2726,2020-07-17
solo,2725,2020-07-17
related,2723,2020-07-17
rising,2717,2020-07-17
govt,2715,2020-07-17
restrictions,2713,2020-07-17
measures,2709,2020-07-17
this,2707,2020-07-17
reopen,2706,2020-07-17
lying,2701,2020-07-17
toll,2697,2020-07-17
rt,2692,2020-07-17
england,2691,2020-07-17
través,2691,2020-07-17
negative,2691,2020-07-17
normal,2689,2020-07-17
close,2686,2020-07-17
link,2679,2020-07-17
kill,2679,2020-07-17
hours,2674,2020-07-17
wants,2673,2020-07-17
vacuna,2673,2020-07-17
chinese,2665,2020-07-17
almost,2663,2020-07-17
black,2659,2020-07-17
future,2654,2020-07-17
labs,2654,2020-07-17
police,2649,2020-07-17
zone,2648,2020-07-17
three,2633,2020-07-17
mas,2627,2020-07-17
orders,2624,2020-07-17
info,2612,2020-07-17
united,2610,2020-07-17
25,2609,2020-07-17
used,2581,2020-07-17
stupid,2570,2020-07-17
provide,2570,2020-07-17
whole,2559,2020-07-17
कर,2559,2020-07-17
looking,2550,2020-07-17
fucking,2546,2020-07-17
told,2538,2020-07-17
shut,2536,2020-07-17
you,2533,2020-07-17
así,2527,2020-07-17
together,2527,2020-07-17
left,2526,2020-07-17
all,2525,2020-07-17
according,2515,2020-07-17
fallecidos,2513,2020-07-17
sir,2510,2020-07-17
disiplinbersamapolri,2509,2020-07-17
among,2508,2020-07-17
brazil,2507,2020-07-17
fuck,2507,2020-07-17
minister,2505,2020-07-17
horas,2500,2020-07-17
mean,2500,2020-07-17
app,2495,2020-07-17
nhs,2493,2020-07-17
ask,2471,2020-07-17
la,2466,2020-07-17
21,2465,2020-07-17
for,2454,2020-07-17
month,2453,2020-07-17
is,2452,2020-07-17
nearly,2445,2020-07-17
available,2445,2020-07-17
active,2442,2020-07-17
ne,2435,2020-07-17
went,2423,2020-07-17
wo,2422,2020-07-17
set,2421,2020-07-17
wait,2409,2020-07-17
spreading,2409,2020-07-17
likely,2401,2020-07-17
women,2398,2020-07-17
problem,2398,2020-07-17
join,2398,2020-07-17
russian,2396,2020-07-17
rules,2394,2020-07-17
je,2393,2020-07-17
based,2392,2020-07-17
party,2392,2020-07-17
small,2388,2020-07-17
donald,2387,2020-07-17
días,2385,2020-07-17
makes,2384,2020-07-17
early,2383,2020-07-17
etc,2382,2020-07-17
records,2379,2020-07-17
families,2370,2020-07-17
pass,2361,2020-07-17
different,2361,2020-07-17
highest,2359,2020-07-17
thought,2359,2020-07-17
immunity,2357,2020-07-17
little,2356,2020-07-17
seen,2354,2020-07-17
talk,2354,2020-07-17
spike,2353,2020-07-17
trust,2347,2020-07-17
qui,2342,2020-07-17
cas,2342,2020-07-17
thousands,2340,2020-07-17
scientists,2338,2020-07-17
sign,2334,2020-07-17
twitter,2332,2020-07-17
instead,2326,2020-07-17
reason,2326,2020-07-17
biden,2324,2020-07-17
yesterday,2324,2020-07-17
low,2323,2020-07-17
air,2312,2020-07-17
coronavírus,2311,2020-07-17
understand,2311,2020-07-17
closed,2308,2020-07-17
we,2307,2020-07-17
bbc,2301,2020-07-17
40,2301,2020-07-17
questions,2297,2020-07-17
hoax,2296,2020-07-17
entire,2295,2020-07-17
office,2284,2020-07-17
listen,2273,2020-07-17
el,2272,2020-07-17
remember,2269,2020-07-17
communities,2259,2020-07-17
patient,2253,2020-07-17
review,2246,2020-07-17
emergency,2236,2020-07-17
vía,2236,2020-07-17
citizens,2236,2020-07-17
35,2235,2020-07-17
despite,2235,2020-07-17
list,2225,2020-07-17
current,2220,2020-07-17
bien,2219,2020-07-17
hear,2217,2020-07-17
untuk,2216,2020-07-17
hey,2210,2020-07-17
services,2199,2020-07-17
personal,2196,2020-07-17
task,2196,2020-07-17
españa,2193,2020-07-17
00,2191,2020-07-17
play,2189,2020-07-17
lead,2187,2020-07-17
employees,2179,2020-07-17
called,2179,2020-07-17
jul,2177,2020-07-17
action,2175,2020-07-17
democrats,2175,2020-07-17
ago,2174,2020-07-17
muertos,2172,2020-07-17
doctor,2171,2020-07-17
campaign,2168,2020-07-17
killing,2162,2020-07-17
ai,2158,2020-07-17
parents,2157,2020-07-17
homes,2151,2020-07-17
seems,2150,2020-07-17
else,2147,2020-07-17
needed,2143,2020-07-17
blood,2143,2020-07-17
handling,2139,2020-07-17
mark,2135,2020-07-17
common,2127,2020-07-17
happening,2121,2020-07-17
prevent,2119,2020-07-17
game,2114,2020-07-17
mandate,2113,2020-07-17
found,2108,2020-07-17
joebiden,2108,2020-07-17
millions,2104,2020-07-17
der,2103,2020-07-17
source,2101,2020-07-17
worst,2098,2020-07-17
africa,2095,2020-07-17
means,2090,2020-07-17
jobs,2083,2020-07-17
60,2081,2020-07-17
industry,2081,2020-07-17
group,2078,2020-07-17
venezuela,2078,2020-07-17
guidelines,2078,2020-07-17
telling,2076,2020-07-17
on,2073,2020-07-17
issues,2072,2020-07-17
govrondesantis,2068,2020-07-17
matter,2067,2020-07-17
young,2067,2020-07-17
argentina,2064,2020-07-17
course,2063,2020-07-17
par,2063,2020-07-17
yang,2061,2020-07-17
visit,2060,2020-07-17
able,2053,2020-07-17
idea,2052,2020-07-17
presidente,2048,2020-07-17
center,2047,2020-07-17
republicans,2046,2020-07-17
send,2041,2020-07-17
learning,2041,2020-07-17
billion,2040,2020-07-17
try,2036,2020-07-17
affected,2034,2020-07-17
potus,2033,2020-07-17
en,2033,2020-07-17
puede,2032,2020-07-17
méxico,2029,2020-07-17
funding,2028,2020-07-17
following,2028,2020-07-17
san,2025,2020-07-17
hands,2023,2020-07-17
covidー19,2018,2020-07-17
hacer,2017,2020-07-17
act,2016,2020-07-17
friends,2014,2020-07-17
become,2013,2020-07-17
question,2013,2020-07-17
security,2011,2020-07-17
politics,2011,2020-07-17
confirmados,2011,2020-07-17
abc,2010,2020-07-17
higher,2009,2020-07-17
das,2002,2020-07-17
summer,1999,2020-07-17
service,1998,2020-07-17
fridaymorning,1996,2020-07-17
thread,1986,2020-07-17
pruebas,1975,2020-07-17
barcelona,1971,2020-07-17
tweet,1970,2020-07-17
cómo,1968,2020-07-17
demand,1959,2020-07-17
level,1949,2020-07-17
caso,1948,2020-07-17
given,1945,2020-07-17
congress,1944,2020-07-17
plans,1940,2020-07-17
casi,1938,2020-07-17
cover,1938,2020-07-17
power,1937,2020-07-17
continues,1934,2020-07-17
nation,1928,2020-07-17
vida,1926,2020-07-17
últimas,1926,2020-07-17
took,1919,2020-07-17
sars,1918,2020-07-17
seriously,1911,2020-07-17
tem,1907,2020-07-17
wearamask,1896,2020-07-17
ce,1895,2020-07-17
run,1894,2020-07-17
viernes,1892,2020-07-17
sad,1891,2020-07-17
especially,1889,2020-07-17
gets,1889,2020-07-17
residents,1884,2020-07-17
facts,1880,2020-07-17
sense,1874,2020-07-17
wow,1873,2020-07-17
count,1870,2020-07-17
caused,1865,2020-07-17
talking,1865,2020-07-17
members,1863,2020-07-17
thursday,1863,2020-07-17
issue,1862,2020-07-17
website,1862,2020-07-17
poll,1860,2020-07-17
und,1857,2020-07-17
australia,1855,2020-07-17
bring,1854,2020-07-17
vaccines,1852,2020-07-17
longer,1852,2020-07-17
interesting,1851,2020-07-17
ver,1849,2020-07-17
millones,1849,2020-07-17
reuters,1848,2020-07-17
looks,1848,2020-07-17
rates,1844,2020-07-17
figures,1840,2020-07-17
tras,1837,2020-07-17
chief,1835,2020-07-17
france,1834,2020-07-17
blame,1833,2020-07-17
coronaviruspandemic,1832,2020-07-17
department,1831,2020-07-17
deal,1828,2020-07-17
evidence,1828,2020-07-17
result,1826,2020-07-17
behind,1823,2020-07-17
menos,1823,2020-07-17
law,1822,2020-07-17
रह,1820,2020-07-17
line,1818,2020-07-17
killed,1817,2020-07-17
hace,1811,2020-07-17
third,1809,2020-07-17
crash,1807,2020-07-17
fighting,1805,2020-07-17
virtual,1804,2020-07-17
weekend,1802,2020-07-17
season,1801,2020-07-17
term,1800,2020-07-17
child,1799,2020-07-17
motorcycle,1799,2020-07-17
general,1797,2020-07-17
june,1797,2020-07-17
transmission,1792,2020-07-17
running,1791,2020-07-17
wonder,1791,2020-07-17
uma,1790,2020-07-17
cada,1789,2020-07-17
ok,1788,2020-07-17
lol,1786,2020-07-17
protection,1786,2020-07-17
nursing,1785,2020-07-17
nytimes,1784,2020-07-17
140,1784,2020-07-17
sports,1780,2020-07-17
failed,1779,2020-07-17
republican,1777,2020-07-17
hi,1777,2020-07-17
fox,1770,2020-07-17
het,1769,2020-07-17
policy,1768,2020-07-17
aquí,1766,2020-07-17
recent,1763,2020-07-17
age,1761,2020-07-17
lie,1759,2020-07-17
kesehatan,1758,2020-07-17
university,1757,2020-07-17
six,1756,2020-07-17
though,1755,2020-07-17
started,1755,2020-07-17
company,1754,2020-07-17
pandemi,1749,2020-07-17
taken,1748,2020-07-17
critical,1748,2020-07-17
buy,1748,2020-07-17
benefits,1747,2020-07-17
opening,1746,2020-07-17
leader,1745,2020-07-17
70,1744,2020-07-17
cure,1739,2020-07-17
ready,1738,2020-07-17
contagio,1738,2020-07-17
financial,1736,2020-07-17
evitar,1732,2020-07-17
aid,1732,2020-07-17
official,1721,2020-07-17
announced,1717,2020-07-17
comes,1716,2020-07-17
damn,1716,2020-07-17
major,1714,2020-07-17
access,1714,2020-07-17
indonesia,1709,2020-07-17
vous,1709,2020-07-17
serious,1708,2020-07-17
che,1707,2020-07-17
rest,1704,2020-07-17
2019,1702,2020-07-17
cut,1696,2020-07-17
co,1695,2020-07-17
semana,1693,2020-07-17
whitehouse,1691,2020-07-17
europe,1678,2020-07-17
webinar,1677,2020-07-17
22,1675,2020-07-17
happen,1672,2020-07-17
companies,1666,2020-07-17
listed,1661,2020-07-17
advice,1660,2020-07-17
45,1659,2020-07-17
area,1656,2020-07-17
información,1655,2020-07-17
probably,1655,2020-07-17
living,1655,2020-07-17
digital,1654,2020-07-17
trial,1653,2020-07-17
calls,1653,2020-07-17
colombia,1651,2020-07-17
sector,1650,2020-07-17
staysafe,1649,2020-07-17
arizona,1648,2020-07-17
dangerous,1647,2020-07-17
número,1647,2020-07-17
hell,1647,2020-07-17
urgent,1647,2020-07-17
thinking,1643,2020-07-17
late,1641,2020-07-17
that,1640,2020-07-17
gracias,1637,2020-07-17
self,1634,2020-07-17
british,1632,2020-07-17
quedateencasa,1631,2020-07-17
borisjohnson,1629,2020-07-17
key,1628,2020-07-17
300,1628,2020-07-17
half,1625,2020-07-17
पर,1623,2020-07-17
click,1623,2020-07-17
17jul,1623,2020-07-17
500,1622,2020-07-17
dear,1622,2020-07-17
antibody,1619,2020-07-17
poor,1618,2020-07-17
tax,1618,2020-07-17
ini,1617,2020-07-17
foxnews,1617,2020-07-17
date,1615,2020-07-17
discuss,1615,2020-07-17
as,1615,2020-07-17
guidance,1614,2020-07-17
vez,1613,2020-07-17
efforts,1612,2020-07-17
failure,1611,2020-07-17
heart,1610,2020-07-17
gone,1609,2020-07-17
stand,1609,2020-07-17
hand,1607,2020-07-17
knows,1606,2020-07-17
kemp,1605,2020-07-17
event,1600,2020-07-17
riesgo,1600,2020-07-17
vulnerable,1599,2020-07-17
ones,1598,2020-07-17
clear,1596,2020-07-17
trials,1594,2020-07-17
fl,1593,2020-07-17
governors,1592,2020-07-17
protokol,1590,2020-07-17
gon,1588,2020-07-17
parte,1587,2020-07-17
34,1585,2020-07-17
healthy,1580,2020-07-17
años,1579,2020-07-17
washington,1579,2020-07-17
ways,1577,2020-07-17
move,1577,2020-07-17
treat,1577,2020-07-17
mental,1574,2020-07-17
75,1573,2020-07-17
80,1573,2020-07-17
unemployment,1572,2020-07-17
happy,1572,2020-07-17
technology,1571,2020-07-17
desantis,1571,2020-07-17
lab,1567,2020-07-17
spain,1567,2020-07-17
ng,1565,2020-07-17
hold,1562,2020-07-17
steal,1561,2020-07-17
false,1561,2020-07-17
outbreaks,1558,2020-07-17
college,1557,2020-07-17
stayhome,1555,2020-07-17
graciaspuebloheroico,1554,2020-07-17
ccp,1550,2020-07-17
yeah,1550,2020-07-17
effective,1550,2020-07-17
august,1548,2020-07-17
within,1546,2020-07-17
director,1546,2020-07-17
came,1541,2020-07-17
four,1540,2020-07-17
senate,1537,2020-07-17
guys,1537,2020-07-17
fund,1535,2020-07-17
23,1532,2020-07-17
outside,1532,2020-07-17
pro,1529,2020-07-17
stats,1528,2020-07-17
head,1525,2020-07-17
tv,1523,2020-07-17
researchers,1521,2020-07-17
morning,1521,2020-07-17
recorded,1520,2020-07-17
rather,1514,2020-07-17
guy,1513,2020-07-17
details,1512,2020-07-17
distance,1506,2020-07-17
thehill,1505,2020-07-17
ppe,1504,2020-07-17
actual,1504,2020-07-17
imagine,1504,2020-07-17
que,1503,2020-07-17
ppl,1501,2020-07-17
zero,1500,2020-07-17
2021,1500,2020-07-17
claim,1499,2020-07-17
oxford,1498,2020-07-17
society,1495,2020-07-17
rights,1494,2020-07-17
april,1492,2020-07-17
sent,1487,2020-07-17
ingrahamangle,1486,2020-07-17
finally,1483,2020-07-17
idiot,1483,2020-07-17
private,1480,2020-07-17
situación,1480,2020-07-17
chance,1475,2020-07-17
paid,1474,2020-07-17
giving,1471,2020-07-17
account,1471,2020-07-17
facebook,1471,2020-07-17
resources,1470,2020-07-17
site,1467,2020-07-17
along,1462,2020-07-17
govkemp,1461,2020-07-17
wake,1461,2020-07-17
huge,1461,2020-07-17
guess,1461,2020-07-17
meeting,1461,2020-07-17
absolutely,1460,2020-07-17
meses,1460,2020-07-17
vs,1458,2020-07-17
are,1457,2020-07-17
strategy,1456,2020-07-17
body,1455,2020-07-17
atención,1455,2020-07-17
ny,1454,2020-07-17
racism,1451,2020-07-17
atlanta,1450,2020-07-17
ass,1449,2020-07-17
31,1449,2020-07-17
threat,1448,2020-07-17
complete,1445,2020-07-17
narendramodi,1444,2020-07-17
mal,1444,2020-07-17
lack,1443,2020-07-17
ahead,1442,2020-07-17
deep,1441,2020-07-17
november,1438,2020-07-17
inside,1438,2020-07-17
और,1437,2020-07-17
nous,1436,2020-07-17
vp,1433,2020-07-17
agree,1430,2020-07-17
goes,1430,2020-07-17
analysis,1429,2020-07-17
whether,1427,2020-07-17
blog,1427,2020-07-17
starting,1427,2020-07-17
press,1427,2020-07-17
finds,1425,2020-07-17
knew,1423,2020-07-17
history,1422,2020-07-17
keeping,1421,2020-07-17
calling,1421,2020-07-17
sorry,1420,2020-07-17
kind,1417,2020-07-17
covid,217091,2020-07-17
coronavirus,208217,2020-07-17
19,198150,2020-07-17
covid19,159373,2020-07-17
cases,49330,2020-07-17
people,39465,2020-07-17
amp,39355,2020-07-17
new,37426,2020-07-17
trump,32742,2020-07-17
pandemic,29753,2020-07-17
us,27466,2020-07-17
via,24575,2020-07-17
deaths,22301,2020-07-17
virus,22123,2020-07-17
one,21907,2020-07-17
health,20875,2020-07-17
news,20234,2020-07-17
get,20187,2020-07-17
like,19254,2020-07-17
mask,18569,2020-07-17
casos,17943,2020-07-17
000,17848,2020-07-17
positive,16208,2020-07-17
time,15517,2020-07-17
2020,15432,2020-07-17
world,15136,2020-07-17
realdonaldtrump,14774,2020-07-17
day,14758,2020-07-17
death,14757,2020-07-17
would,14667,2020-07-17
masks,14515,2020-07-17
know,14425,2020-07-17
vaccine,13753,2020-07-17
need,13464,2020-07-17
test,13412,2020-07-17
data,13407,2020-07-17
back,13119,2020-07-17
india,13087,2020-07-17
state,12765,2020-07-17
help,12488,2020-07-17
says,12450,2020-07-17
17,11646,2020-07-17
go,11563,2020-07-17
many,11293,2020-07-17
florida,11268,2020-07-17
please,11162,2020-07-17
going,11144,2020-07-17
still,10845,2020-07-17
could,10765,2020-07-17
today,10758,2020-07-17
see,10665,2020-07-17
states,10644,2020-07-17
public,10438,2020-07-17
testing,10414,2020-07-17
work,10193,2020-07-17
due,10141,2020-07-17
re,10036,2020-07-17
good,9973,2020-07-17
even,9959,2020-07-17
da,9949,2020-07-17
july,9915,2020-07-17
total,9884,2020-07-17
million,9857,2020-07-17
the,9849,2020-07-17
10,9814,2020-07-17
government,9814,2020-07-17
cdc,9802,2020-07-17
schools,9753,2020-07-17
si,9675,2020-07-17
numbers,9642,2020-07-17
take,9612,2020-07-17
country,9604,2020-07-17
think,9477,2020-07-17
crisis,9378,2020-07-17
spread,9364,2020-07-17
care,9245,2020-07-17
school,9115,2020-07-17
wear,9074,2020-07-17
right,9049,2020-07-17
make,9029,2020-07-17
say,9006,2020-07-17
home,8958,2020-07-17
live,8740,2020-07-17
lockdown,8577,2020-07-17
want,8568,2020-07-17
di,8548,2020-07-17
also,8465,2020-07-17
may,8437,2020-07-17
