term,amount,date
maybe,2975,2020-07-15
place,2975,2020-07-15
través,2973,2020-07-15
hard,2969,2020-07-15
least,2957,2020-07-15
curve,2955,2020-07-15
vote,2954,2020-07-15
increase,2953,2020-07-15
travel,2952,2020-07-15
police,2949,2020-07-15
18,2934,2020-07-15
trust,2933,2020-07-15
canada,2931,2020-07-15
true,2919,2020-07-15
always,2917,2020-07-15
save,2911,2020-07-15
au,2906,2020-07-15
party,2902,2020-07-15
va,2902,2020-07-15
population,2894,2020-07-15
is,2874,2020-07-15
fall,2872,2020-07-15
thought,2869,2020-07-15
pay,2863,2020-07-15
no,2835,2020-07-15
walmart,2832,2020-07-15
pm,2828,2020-07-15
early,2822,2020-07-15
wait,2819,2020-07-15
normal,2807,2020-07-15
07,2806,2020-07-15
join,2805,2020-07-15
told,2800,2020-07-15
pas,2799,2020-07-15
hours,2794,2020-07-15
stupid,2782,2020-07-15
whitehouse,2777,2020-07-15
treatment,2774,2020-07-15
50,2771,2020-07-15
contact,2771,2020-07-15
you,2770,2020-07-15
biden,2753,2020-07-15
worst,2745,2020-07-15
rt,2741,2020-07-15
la,2735,2020-07-15
including,2731,2020-07-15
doctors,2731,2020-07-15
dying,2722,2020-07-15
baru,2720,2020-07-15
using,2719,2020-07-15
education,2713,2020-07-15
fake,2707,2020-07-15
close,2705,2020-07-15
kill,2705,2020-07-15
food,2699,2020-07-15
related,2687,2020-07-15
jobs,2685,2020-07-15
cause,2682,2020-07-15
federal,2680,2020-07-15
méxico,2671,2020-07-15
leadership,2669,2020-07-15
makes,2664,2020-07-15
negative,2663,2020-07-15
office,2662,2020-07-15
lies,2657,2020-07-15
fact,2650,2020-07-15
teachers,2647,2020-07-15
immunity,2646,2020-07-15
highest,2643,2020-07-15
van,2637,2020-07-15
final,2632,2020-07-15
california,2631,2020-07-15
govt,2627,2020-07-15
une,2622,2020-07-15
fear,2619,2020-07-15
month,2619,2020-07-15
spike,2616,2020-07-15
relief,2608,2020-07-15
washington,2604,2020-07-15
share,2602,2020-07-15
presidente,2594,2020-07-15
department,2593,2020-07-15
ba,2580,2020-07-15
act,2578,2020-07-15
problem,2571,2020-07-15
based,2569,2020-07-15
team,2569,2020-07-15
march,2560,2020-07-15
shut,2559,2020-07-15
restrictions,2555,2020-07-15
2021,2553,2020-07-15
mean,2547,2020-07-15
plus,2536,2020-07-15
available,2535,2020-07-15
dans,2527,2020-07-15
black,2522,2020-07-15
scientists,2519,2020-07-15
air,2514,2020-07-15
talk,2512,2020-07-15
move,2511,2020-07-15
looking,2507,2020-07-15
families,2505,2020-07-15
hoax,2498,2020-07-15
así,2498,2020-07-15
pa,2486,2020-07-15
cegah,2486,2020-07-15
solo,2483,2020-07-15
single,2482,2020-07-15
wo,2481,2020-07-15
united,2481,2020-07-15
little,2473,2020-07-15
listen,2467,2020-07-15
for,2462,2020-07-15
duque,2460,2020-07-15
likely,2452,2020-07-15
found,2447,2020-07-15
gon,2443,2020-07-15
africa,2440,2020-07-15
stitt,2439,2020-07-15
nation,2437,2020-07-15
physical,2437,2020-07-15
used,2435,2020-07-15
link,2435,2020-07-15
friends,2431,2020-07-15
young,2427,2020-07-15
ahead,2424,2020-07-15
seems,2423,2020-07-15
nuevo,2416,2020-07-15
positivos,2408,2020-07-15
women,2406,2020-07-15
measures,2402,2020-07-15
election,2401,2020-07-15
ok,2396,2020-07-15
remember,2395,2020-07-15
wearamask,2394,2020-07-15
lie,2389,2020-07-15
el,2389,2020-07-15
services,2388,2020-07-15
together,2386,2020-07-15
días,2386,2020-07-15
vía,2384,2020-07-15
different,2383,2020-07-15
venezuela,2382,2020-07-15
seen,2381,2020-07-15
sign,2379,2020-07-15
understand,2371,2020-07-15
phase,2367,2020-07-15
wave,2366,2020-07-15
wow,2365,2020-07-15
starting,2362,2020-07-15
nytimes,2346,2020-07-15
25,2346,2020-07-15
closed,2346,2020-07-15
reason,2345,2020-07-15
lol,2343,2020-07-15
tells,2342,2020-07-15
whole,2340,2020-07-15
small,2338,2020-07-15
left,2335,2020-07-15
banksy,2333,2020-07-15
hands,2327,2020-07-15
reopen,2326,2020-07-15
past,2319,2020-07-15
large,2314,2020-07-15
international,2313,2020-07-15
15jul,2306,2020-07-15
sur,2305,2020-07-15
horas,2301,2020-07-15
mayor,2299,2020-07-15
felipe,2293,2020-07-15
gets,2290,2020-07-15
homes,2289,2020-07-15
jul,2282,2020-07-15
ask,2279,2020-07-15
sir,2278,2020-07-15
coronavírus,2277,2020-07-15
else,2275,2020-07-15
hide,2272,2020-07-15
fallecidos,2271,2020-07-15
politics,2270,2020-07-15
doctor,2268,2020-07-15
muertos,2266,2020-07-15
kita,2264,2020-07-15
almost,2264,2020-07-15
three,2262,2020-07-15
according,2261,2020-07-15
00,2260,2020-07-15
try,2257,2020-07-15
longer,2251,2020-07-15
patient,2250,2020-07-15
etc,2250,2020-07-15
donald,2242,2020-07-15
killing,2241,2020-07-15
question,2240,2020-07-15
pruebas,2240,2020-07-15
puede,2239,2020-07-15
sars,2238,2020-07-15
low,2236,2020-07-15
facts,2235,2020-07-15
twitter,2227,2020-07-15
on,2221,2020-07-15
spreading,2219,2020-07-15
personal,2217,2020-07-15
term,2208,2020-07-15
casa,2203,2020-07-15
means,2199,2020-07-15
parents,2198,2020-07-15
zero,2196,2020-07-15
dangerous,2195,2020-07-15
current,2194,2020-07-15
set,2193,2020-07-15
bien,2192,2020-07-15
penyebaran,2187,2020-07-15
potus,2183,2020-07-15
caso,2183,2020-07-15
mo,2180,2020-07-15
hear,2176,2020-07-15
university,2175,2020-07-15
level,2174,2020-07-15
minister,2168,2020-07-15
sense,2167,2020-07-15
director,2165,2020-07-15
kebiasaan,2164,2020-07-15
kesehatan,2158,2020-07-15
industry,2153,2020-07-15
become,2149,2020-07-15
killed,2149,2020-07-15
hell,2148,2020-07-15
45,2144,2020-07-15
leaders,2141,2020-07-15
active,2138,2020-07-15
ago,2137,2020-07-15
anti,2133,2020-07-15
yesterday,2130,2020-07-15
coronaviruspandemic,2124,2020-07-15
webinar,2122,2020-07-15
ccp,2119,2020-07-15
among,2118,2020-07-15
play,2117,2020-07-15
strips,2112,2020-07-15
visit,2111,2020-07-15
contagio,2108,2020-07-15
access,2101,2020-07-15
idea,2101,2020-07-15
issues,2096,2020-07-15
happen,2093,2020-07-15
power,2093,2020-07-15
able,2093,2020-07-15
line,2092,2020-07-15
called,2092,2020-07-15
17,2090,2020-07-15
talking,2084,2020-07-15
hhs,2072,2020-07-15
despite,2071,2020-07-15
thousands,2069,2020-07-15
promising,2067,2020-07-15
given,2067,2020-07-15
matter,2063,2020-07-15
je,2062,2020-07-15
bbc,2057,2020-07-15
happening,2054,2020-07-15
employees,2047,2020-07-15
action,2047,2020-07-15
40,2046,2020-07-15
chinese,2043,2020-07-15
orders,2039,2020-07-15
kong,2036,2020-07-15
all,2029,2020-07-15
wednesdaymorning,2028,2020-07-15
toll,2022,2020-07-15
company,2017,2020-07-15
continues,2016,2020-07-15
das,2013,2020-07-15
cuarentenaradicalysegura,2013,2020-07-15
group,2012,2020-07-15
der,2011,2020-07-15
policy,2009,2020-07-15
service,2009,2020-07-15
mr,2009,2020-07-15
evidence,2009,2020-07-15
citizens,2008,2020-07-15
corruption,2007,2020-07-15
cómo,2006,2020-07-15
en,2006,2020-07-15
return,2003,2020-07-15
ne,2002,2020-07-15
lying,2002,2020-07-15
plans,1996,2020-07-15
seriously,1993,2020-07-15
san,1988,2020-07-15
lead,1987,2020-07-15
uma,1987,2020-07-15
rules,1986,2020-07-15
nursing,1985,2020-07-15
australia,1982,2020-07-15
especially,1981,2020-07-15
higher,1977,2020-07-15
neto,1977,2020-07-15
johnson,1975,2020-07-15
key,1970,2020-07-15
needed,1970,2020-07-15
prevent,1965,2020-07-15
300,1964,2020-07-15
कर,1960,2020-07-15
run,1959,2020-07-15
pls,1959,2020-07-15
common,1957,2020-07-15
labs,1956,2020-07-15
half,1955,2020-07-15
ai,1955,2020-07-15
hong,1953,2020-07-15
competition,1953,2020-07-15
hey,1951,2020-07-15
living,1950,2020-07-15
pandemi,1949,2020-07-15
comes,1942,2020-07-15
actual,1942,2020-07-15
self,1936,2020-07-15
guess,1935,2020-07-15
provide,1929,2020-07-15
communities,1927,2020-07-15
law,1927,2020-07-15
joke,1923,2020-07-15
rally,1922,2020-07-15
36,1920,2020-07-15
tras,1917,2020-07-15
contracts,1917,2020-07-15
qui,1913,2020-07-15
tem,1906,2020-07-15
ready,1902,2020-07-15
app,1900,2020-07-15
wtf,1900,2020-07-15
bypass,1898,2020-07-15
joebiden,1896,2020-07-15
guidelines,1893,2020-07-15
general,1891,2020-07-15
looks,1889,2020-07-15
29,1887,2020-07-15
españa,1886,2020-07-15
war,1885,2020-07-15
emergency,1884,2020-07-15
covidー19,1883,2020-07-15
course,1880,2020-07-15
source,1879,2020-07-15
protokol,1879,2020-07-15
tweet,1876,2020-07-15
issue,1871,2020-07-15
millions,1869,2020-07-15
digital,1869,2020-07-15
confirmados,1862,2020-07-15
kevin,1862,2020-07-15
ver,1861,2020-07-15
fighting,1861,2020-07-15
chance,1860,2020-07-15
june,1858,2020-07-15
hace,1857,2020-07-15
following,1856,2020-07-15
vez,1856,2020-07-15
demand,1852,2020-07-15
that,1851,2020-07-15
campaign,1845,2020-07-15
adaptasi,1845,2020-07-15
season,1842,2020-07-15
took,1841,2020-07-15
21,1841,2020-07-15
companies,1836,2020-07-15
clear,1834,2020-07-15
dio,1832,2020-07-15
failed,1831,2020-07-15
argentina,1830,2020-07-15
dengan,1828,2020-07-15
europe,1827,2020-07-15
interesting,1819,2020-07-15
force,1819,2020-07-15
handling,1817,2020-07-15
menos,1817,2020-07-15
questions,1813,2020-07-15
hacer,1809,2020-07-15
press,1805,2020-07-15
tax,1805,2020-07-15
ini,1803,2020-07-15
result,1799,2020-07-15
rising,1799,2020-07-15
anthony,1796,2020-07-15
sector,1793,2020-07-15
virtual,1791,2020-07-15
probably,1789,2020-07-15
trials,1788,2020-07-15
april,1788,2020-07-15
deal,1785,2020-07-15
pra,1784,2020-07-15
últimas,1783,2020-07-15
vaccines,1781,2020-07-15
major,1779,2020-07-15
learning,1777,2020-07-15
critical,1776,2020-07-15
rest,1776,2020-07-15
rates,1775,2020-07-15
35,1774,2020-07-15
child,1773,2020-07-15
cada,1773,2020-07-15
damn,1772,2020-07-15
sending,1769,2020-07-15
hand,1768,2020-07-15
mga,1766,2020-07-15
summer,1766,2020-07-15
vida,1764,2020-07-15
2019,1760,2020-07-15
sad,1757,2020-07-15
und,1755,2020-07-15
co,1751,2020-07-15
par,1748,2020-07-15
años,1746,2020-07-15
nearly,1742,2020-07-15
chief,1741,2020-07-15
members,1739,2020-07-15
heart,1738,2020-07-15
dalam,1736,2020-07-15
hate,1735,2020-07-15
staysafe,1734,2020-07-15
stand,1734,2020-07-15
noticias,1733,2020-07-15
literally,1731,2020-07-15
ass,1730,2020-07-15
secret,1729,2020-07-15
list,1726,2020-07-15
age,1725,2020-07-15
republicans,1722,2020-07-15
russia,1720,2020-07-15
announced,1719,2020-07-15
yeah,1718,2020-07-15
though,1715,2020-07-15
recent,1705,2020-07-15
wonder,1703,2020-07-15
guy,1700,2020-07-15
affected,1700,2020-07-15
records,1699,2020-07-15
went,1698,2020-07-15
republican,1693,2020-07-15
unemployment,1691,2020-07-15
started,1690,2020-07-15
absolutely,1689,2020-07-15
congress,1688,2020-07-15
potential,1679,2020-07-15
goes,1678,2020-07-15
attention,1676,2020-07-15
financial,1675,2020-07-15
customers,1671,2020-07-15
create,1662,2020-07-15
awarded,1661,2020-07-15
finally,1658,2020-07-15
पर,1655,2020-07-15
history,1654,2020-07-15
uso,1653,2020-07-15
cas,1653,2020-07-15
decision,1651,2020-07-15
efforts,1650,2020-07-15
yung,1649,2020-07-15
70,1649,2020-07-15
gone,1649,2020-07-15
corrupt,1648,2020-07-15
hi,1647,2020-07-15
rather,1647,2020-07-15
cuomo,1646,2020-07-15
resultados,1644,2020-07-15
ko,1642,2020-07-15
central,1638,2020-07-15
residents,1636,2020-07-15
four,1631,2020-07-15
allowed,1631,2020-07-15
thinking,1630,2020-07-15
thread,1629,2020-07-15
taken,1628,2020-07-15
antibodies,1628,2020-07-15
head,1626,2020-07-15
fine,1625,2020-07-15
november,1623,2020-07-15
dies,1622,2020-07-15
ce,1617,2020-07-15
behind,1616,2020-07-15
prevención,1616,2020-07-15
aquí,1615,2020-07-15
transmission,1615,2020-07-15
lang,1613,2020-07-15
entire,1611,2020-07-15
resources,1609,2020-07-15
opening,1608,2020-07-15
directly,1603,2020-07-15
huge,1601,2020-07-15
cdcgov,1599,2020-07-15
nigeria,1598,2020-07-15
morning,1598,2020-07-15
tracing,1598,2020-07-15
london,1597,2020-07-15
22,1594,2020-07-15
gracias,1594,2020-07-15
ways,1593,2020-07-15
center,1592,2020-07-15
mandate,1590,2020-07-15
govrondesantis,1588,2020-07-15
buy,1588,2020-07-15
het,1588,2020-07-15
mortality,1587,2020-07-15
caused,1583,2020-07-15
attack,1581,2020-07-15
que,1576,2020-07-15
flattened,1575,2020-07-15
ones,1574,2020-07-15
effective,1573,2020-07-15
private,1573,2020-07-15
hold,1571,2020-07-15
ppe,1569,2020-07-15
require,1567,2020-07-15
democrats,1565,2020-07-15
technology,1564,2020-07-15
leave,1564,2020-07-15
stats,1563,2020-07-15
31,1563,2020-07-15
kind,1563,2020-07-15
blood,1560,2020-07-15
evitar,1560,2020-07-15
sorry,1560,2020-07-15
calls,1557,2020-07-15
tuesday,1556,2020-07-15
lower,1556,2020-07-15
led,1553,2020-07-15
prueba,1551,2020-07-15
arizona,1551,2020-07-15
claiming,1548,2020-07-15
sports,1547,2020-07-15
blame,1544,2020-07-15
imagine,1543,2020-07-15
distance,1541,2020-07-15
knows,1539,2020-07-15
reality,1537,2020-07-15
healthy,1535,2020-07-15
cov,1534,2020-07-15
insurance,1532,2020-07-15
mental,1532,2020-07-15
dari,1532,2020-07-15
exactly,1528,2020-07-15
effects,1527,2020-07-15
oxford,1527,2020-07-15
game,1525,2020-07-15
warns,1520,2020-07-15
che,1516,2020-07-15
details,1516,2020-07-15
front,1512,2020-07-15
area,1512,2020-07-15
waiting,1512,2020-07-15
tomorrow,1511,2020-07-15
expert,1509,2020-07-15
speakerpelosi,1507,2020-07-15
leader,1507,2020-07-15
ordered,1506,2020-07-15
dar,1506,2020-07-15
france,1505,2020-07-15
mind,1504,2020-07-15
admin,1502,2020-07-15
boris,1502,2020-07-15
database,1501,2020-07-15
legal,1497,2020-07-15
are,1493,2020-07-15
ppl,1491,2020-07-15
event,1491,2020-07-15
wake,1490,2020-07-15
datos,1489,2020-07-15
rose,1489,2020-07-15
false,1488,2020-07-15
within,1487,2020-07-15
fox,1487,2020-07-15
inside,1485,2020-07-15
colombia,1485,2020-07-15
po,1483,2020-07-15
ao,1482,2020-07-15
información,1479,2020-07-15
advice,1478,2020-07-15
número,1478,2020-07-15
vs,1476,2020-07-15
millones,1476,2020-07-15
mal,1475,2020-07-15
guys,1474,2020-07-15
brazil,1473,2020-07-15
either,1468,2020-07-15
poor,1467,2020-07-15
felipeneto,1465,2020-07-15
late,1464,2020-07-15
forward,1464,2020-07-15
giving,1462,2020-07-15
came,1461,2020-07-15
currently,1461,2020-07-15
red,1457,2020-07-15
nacional,1456,2020-07-15
lack,1455,2020-07-15
meses,1452,2020-07-15
analysis,1451,2020-07-15
coronavirus,221399,2020-07-10
covid,219880,2020-07-10
19,203045,2020-07-10
covid19,147067,2020-07-10
cases,49294,2020-07-10
new,39349,2020-07-10
people,37992,2020-07-10
amp,37316,2020-07-10
pandemic,31402,2020-07-10
trump,30096,2020-07-10
us,26074,2020-07-10
via,24349,2020-07-10
virus,23454,2020-07-10
get,21534,2020-07-10
news,20710,2020-07-10
deaths,20415,2020-07-10
like,19549,2020-07-10
health,19376,2020-07-10
one,19243,2020-07-10
realdonaldtrump,18764,2020-07-10
casos,17981,2020-07-10
10,17659,2020-07-10
000,17329,2020-07-10
2020,16739,2020-07-10
know,16335,2020-07-10
world,15764,2020-07-10
time,14944,2020-07-10
day,14376,2020-07-10
positive,14368,2020-07-10
china,14358,2020-07-10
mask,13890,2020-07-10
need,13401,2020-07-10
masks,12926,2020-07-10
would,12782,2020-07-10
back,12474,2020-07-10
help,12398,2020-07-10
says,12322,2020-07-10
death,12184,2020-07-10
state,12123,2020-07-10
please,11716,2020-07-10
go,11613,2020-07-10
going,11572,2020-07-10
na,11474,2020-07-10
many,11291,2020-07-10
si,11285,2020-07-10
see,11204,2020-07-10
still,11152,2020-07-10
due,11140,2020-07-10
spread,11087,2020-07-10
could,10897,2020-07-10
today,10878,2020-07-10
test,10748,2020-07-10
july,10659,2020-07-10
government,10445,2020-07-10
take,10290,2020-07-10
total,10251,2020-07-10
da,10205,2020-07-10
testing,10064,2020-07-10
even,10046,2020-07-10
may,9804,2020-07-10
di,9744,2020-07-10
good,9705,2020-07-10
crisis,9699,2020-07-10
florida,9593,2020-07-10
re,9412,2020-07-10
patients,9370,2020-07-10
lockdown,9334,2020-07-10
home,9309,2020-07-10
work,9086,2020-07-10
schools,9017,2020-07-10
public,8985,2020-07-10
country,8965,2020-07-10
first,8960,2020-07-10
say,8947,2020-07-10
die,8905,2020-07-10
make,8898,2020-07-10
want,8818,2020-07-10
right,8808,2020-07-10
care,8720,2020-07-10
vaccine,8695,2020-07-10
think,8661,2020-07-10
also,8589,2020-07-10
states,8567,2020-07-10
well,8525,2020-07-10
india,8482,2020-07-10
