term,amount,date
une,7616,2020-05-06
face,7596,2020-05-06
got,7586,2020-05-06
30,7569,2020-05-06
plan,7524,2020-05-06
impact,7517,2020-05-06
safe,7461,2020-05-06
made,7432,2020-05-06
update,7400,2020-05-06
two,7396,2020-05-06
pas,7362,2020-05-06
gt,7351,2020-05-06
never,7344,2020-05-06
use,7313,2020-05-06
amid,7307,2020-05-06
million,7300,2020-05-06
vía,7203,2020-05-06
20,7201,2020-05-06
mais,7183,2020-05-06
york,7174,2020-05-06
free,7081,2020-05-06
thanks,7045,2020-05-06
another,7020,2020-05-06
non,7000,2020-05-06
covidー19,6920,2020-05-06
nurses,6885,2020-05-06
mask,6873,2020-05-06
risk,6872,2020-05-06
died,6839,2020-05-06
check,6838,2020-05-06
twitter,6831,2020-05-06
house,6782,2020-05-06
case,6754,2020-05-06
toll,6734,2020-05-06
week,6732,2020-05-06
since,6716,2020-05-06
better,6714,2020-05-06
around,6662,2020-05-06
lockdownextension,6662,2020-05-06
find,6657,2020-05-06
next,6654,2020-05-06
usa,6573,2020-05-06
100,6557,2020-05-06
sur,6542,2020-05-06
end,6541,2020-05-06
everyone,6530,2020-05-06
making,6485,2020-05-06
ca,6481,2020-05-06
long,6439,2020-05-06
getting,6424,2020-05-06
hope,6412,2020-05-06
children,6376,2020-05-06
masks,6364,2020-05-06
24,6332,2020-05-06
in,6311,2020-05-06
11,6309,2020-05-06
eu,6301,2020-05-06
report,6301,2020-05-06
man,6280,2020-05-06
confirmed,6274,2020-05-06
tested,6260,2020-05-06
online,6257,2020-05-06
family,6242,2020-05-06
top,6240,2020-05-06
salud,6225,2020-05-06
fake,6218,2020-05-06
article,6210,2020-05-06
story,6210,2020-05-06
gobierno,6191,2020-05-06
dan,6190,2020-05-06
ser,6182,2020-05-06
dans,6160,2020-05-06
numbers,6132,2020-05-06
ve,6128,2020-05-06
without,6071,2020-05-06
give,6030,2020-05-06
done,6013,2020-05-06
love,5933,2020-05-06
years,5900,2020-05-06
job,5871,2020-05-06
qui,5849,2020-05-06
community,5833,2020-05-06
society,5820,2020-05-06
part,5817,2020-05-06
updates,5792,2020-05-06
countries,5790,2020-05-06
país,5772,2020-05-06
food,5733,2020-05-06
future,5710,2020-05-06
weeks,5689,2020-05-06
plus,5686,2020-05-06
europe,5662,2020-05-06
continue,5646,2020-05-06
businesses,5627,2020-05-06
best,5597,2020-05-06
15,5595,2020-05-06
doctors,5562,2020-05-06
information,5559,2020-05-06
mundo,5527,2020-05-06
big,5512,2020-05-06
stayhome,5496,2020-05-06
yet,5490,2020-05-06
already,5482,2020-05-06
believe,5439,2020-05-06
god,5437,2020-05-06
12,5433,2020-05-06
show,5426,2020-05-06
sure,5413,2020-05-06
fauci,5410,2020-05-06
change,5397,2020-05-06
rate,5382,2020-05-06
national,5381,2020-05-06
american,5377,2020-05-06
um,5370,2020-05-06
disease,5358,2020-05-06
research,5337,2020-05-06
join,5326,2020-05-06
call,5325,2020-05-06
ne,5322,2020-05-06
things,5311,2020-05-06
wuhan,5309,2020-05-06
cuarentena,5282,2020-05-06
reopening,5268,2020-05-06
govt,5253,2020-05-06
va,5247,2020-05-06
high,5245,2020-05-06
and,5221,2020-05-06
put,5211,2020-05-06
important,5207,2020-05-06
county,5194,2020-05-06
relief,5193,2020-05-06
team,5190,2020-05-06
needs,5171,2020-05-06
thing,5167,2020-05-06
gente,5162,2020-05-06
quarantine,5130,2020-05-06
par,5095,2020-05-06
economic,5080,2020-05-06
personas,5079,2020-05-06
dead,5075,2020-05-06
old,5055,2020-05-06
far,5023,2020-05-06
white,5016,2020-05-06
reported,5016,2020-05-06
distancing,5000,2020-05-06
local,4993,2020-05-06
might,4990,2020-05-06
homes,4975,2020-05-06
ever,4961,2020-05-06
staff,4941,2020-05-06
hit,4936,2020-05-06
ce,4934,2020-05-06
healthcare,4929,2020-05-06
study,4921,2020-05-06
city,4872,2020-05-06
anyone,4862,2020-05-06
protect,4840,2020-05-06
using,4833,2020-05-06
start,4827,2020-05-06
share,4825,2020-05-06
brasil,4824,2020-05-06
coronavírus,4811,2020-05-06
something,4788,2020-05-06
hoy,4775,2020-05-06
che,4768,2020-05-06
bad,4750,2020-05-06
pay,4726,2020-05-06
de,4722,2020-05-06
away,4714,2020-05-06
tell,4708,2020-05-06
france,4696,2020-05-06
of,4674,2020-05-06
casa,4645,2020-05-06
reports,4634,2020-05-06
50,4621,2020-05-06
place,4600,2020-05-06
coming,4593,2020-05-06
reopen,4576,2020-05-06
nothing,4541,2020-05-06
flu,4530,2020-05-06
others,4509,2020-05-06
sa,4507,2020-05-06
someone,4505,2020-05-06
pm,4502,2020-05-06
rel,4493,2020-05-06
href,4483,2020-05-06
mayo,4483,2020-05-06
nofollow,4478,2020-05-06
link,4473,2020-05-06
05,4467,2020-05-06
restrictions,4466,2020-05-06
across,4457,2020-05-06
hard,4454,2020-05-06
yes,4453,2020-05-06
trying,4443,2020-05-06
full,4437,2020-05-06
contact,4435,2020-05-06
situation,4410,2020-05-06
gov,4406,2020-05-06
dos,4394,2020-05-06
families,4384,2020-05-06
line,4369,2020-05-06
nursing,4359,2020-05-06
rt,4340,2020-05-06
follow,4339,2020-05-06
breaking,4336,2020-05-06
behind,4333,2020-05-06
truth,4331,2020-05-06
je,4326,2020-05-06
on,4325,2020-05-06
der,4320,2020-05-06
months,4315,2020-05-06
enough,4310,2020-05-06
hospitals,4303,2020-05-06
cuomo,4303,2020-05-06
normal,4296,2020-05-06
learn,4279,2020-05-06
chinese,4273,2020-05-06
día,4263,2020-05-06
human,4238,2020-05-06
treatment,4219,2020-05-06
mas,4208,2020-05-06
ppe,4205,2020-05-06
related,4175,2020-05-06
medidas,4170,2020-05-06
save,4168,2020-05-06
españa,4165,2020-05-06
questions,4163,2020-05-06
lot,4161,2020-05-06
this,4158,2020-05-06
कर,4148,2020-05-06
recovery,4132,2020-05-06
early,4131,2020-05-06
it,4131,2020-05-06
cnn,4121,2020-05-06
order,4119,2020-05-06
person,4113,2020-05-06
cure,4106,2020-05-06
scientists,4105,2020-05-06
bill,4104,2020-05-06
ahora,4103,2020-05-06
control,4103,2020-05-06
infected,4097,2020-05-06
experts,4089,2020-05-06
bbc,4084,2020-05-06
lab,4076,2020-05-06
taking,4073,2020-05-06
killed,4068,2020-05-06
month,4067,2020-05-06
always,4066,2020-05-06
nuevos,4064,2020-05-06
highest,4054,2020-05-06
together,4018,2020-05-06
science,4013,2020-05-06
25,4004,2020-05-06
saying,4001,2020-05-06
lost,3980,2020-05-06
2019,3976,2020-05-06
less,3942,2020-05-06
evidence,3939,2020-05-06
point,3937,2020-05-06
van,3931,2020-05-06
webinar,3925,2020-05-06
solo,3917,2020-05-06
market,3915,2020-05-06
sick,3910,2020-05-06
mil,3909,2020-05-06
italy,3892,2020-05-06
worse,3889,2020-05-06
question,3883,2020-05-06
police,3873,2020-05-06
industry,3869,2020-05-06
no,3865,2020-05-06
population,3859,2020-05-06
south,3852,2020-05-06
become,3851,2020-05-06
así,3850,2020-05-06
bien,3838,2020-05-06
shows,3833,2020-05-06
muertes,3822,2020-05-06
oh,3820,2020-05-06
looking,3814,2020-05-06
everything,3813,2020-05-06
towards,3798,2020-05-06
wrong,3782,2020-05-06
school,3770,2020-05-06
ll,3767,2020-05-06
nhs,3767,2020-05-06
told,3765,2020-05-06
14,3760,2020-05-06
und,3752,2020-05-06
emergency,3736,2020-05-06
recovered,3734,2020-05-06
soon,3728,2020-05-06
governor,3715,2020-05-06
uma,3711,2020-05-06
travel,3703,2020-05-06
das,3699,2020-05-06
essential,3693,2020-05-06
used,3689,2020-05-06
web,3682,2020-05-06
safety,3671,2020-05-06
least,3664,2020-05-06
researcher,3660,2020-05-06
services,3648,2020-05-06
found,3637,2020-05-06
symptoms,3634,2020-05-06
april,3632,2020-05-06
measures,3630,2020-05-06
close,3625,2020-05-06
small,3624,2020-05-06
system,3624,2020-05-06
ai,3623,2020-05-06
leaders,3620,2020-05-06
feel,3615,2020-05-06
possible,3614,2020-05-06
significant,3596,2020-05-06
shit,3590,2020-05-06
war,3583,2020-05-06
federal,3581,2020-05-06
gop,3577,2020-05-06
actually,3574,2020-05-06
ver,3557,2020-05-06
vous,3556,2020-05-06
infection,3551,2020-05-06
cause,3546,2020-05-06
ou,3532,2020-05-06
seen,3526,2020-05-06
hear,3525,2020-05-06
info,3525,2020-05-06
yang,3512,2020-05-06
is,3511,2020-05-06
officials,3498,2020-05-06
ny,3493,2020-05-06
hacer,3488,2020-05-06
06,3486,2020-05-06
méxico,3481,2020-05-06
jobs,3476,2020-05-06
anything,3472,2020-05-06
millions,3472,2020-05-06
makes,3468,2020-05-06
cómo,3453,2020-05-06
little,3446,2020-05-06
el,3445,2020-05-06
minister,3437,2020-05-06
donald,3429,2020-05-06
cashless,3428,2020-05-06
return,3418,2020-05-06
likely,3417,2020-05-06
tem,3416,2020-05-06
thought,3412,2020-05-06
students,3411,2020-05-06
dying,3390,2020-05-06
wednesday,3385,2020-05-06
including,3381,2020-05-06
presidente,3377,2020-05-06
we,3373,2020-05-06
second,3373,2020-05-06
quedateencasa,3372,2020-05-06
nation,3367,2020-05-06
increase,3367,2020-05-06
personal,3364,2020-05-06
etc,3359,2020-05-06
despite,3358,2020-05-06
qu,3353,2020-05-06
nigeria,3349,2020-05-06
different,3346,2020-05-06
employees,3344,2020-05-06
service,3341,2020-05-06
maybe,3339,2020-05-06
you,3327,2020-05-06
avec,3317,2020-05-06
worst,3305,2020-05-06
murder,3289,2020-05-06
based,3289,2020-05-06
visit,3275,2020-05-06
women,3275,2020-05-06
front,3265,2020-05-06
la,3259,2020-05-06
administration,3254,2020-05-06
puede,3248,2020-05-06
talk,3243,2020-05-06
three,3234,2020-05-06
pacientes,3232,2020-05-06
wants,3223,2020-05-06
contagios,3221,2020-05-06
nous,3217,2020-05-06
00,3215,2020-05-06
rise,3210,2020-05-06
fear,3204,2020-05-06
cbs,3204,2020-05-06
kill,3199,2020-05-06
sector,3197,2020-05-06
fuck,3178,2020-05-06
en,3176,2020-05-06
ini,3172,2020-05-06
available,3172,2020-05-06
helping,3164,2020-05-06
muertos,3151,2020-05-06
crise,3145,2020-05-06
rules,3137,2020-05-06
instead,3129,2020-05-06
sign,3122,2020-05-06
texas,3121,2020-05-06
staysafe,3119,2020-05-06
left,3112,2020-05-06
agenda,3105,2020-05-06
पर,3103,2020-05-06
kids,3096,2020-05-06
set,3093,2020-05-06
ago,3091,2020-05-06
hi,3081,2020-05-06
thousands,3079,2020-05-06
doctor,3078,2020-05-06
called,3065,2020-05-06
tweet,3063,2020-05-06
current,3063,2020-05-06
given,3062,2020-05-06
johnson,3057,2020-05-06
hands,3056,2020-05-06
mayor,3040,2020-05-06
18,3038,2020-05-06
companies,3033,2020-05-06
access,3033,2020-05-06
fund,3026,2020-05-06
key,3020,2020-05-06
africa,3019,2020-05-06
confinement,3017,2020-05-06
united,3013,2020-05-06
press,3008,2020-05-06
mean,3006,2020-05-06
group,3006,2020-05-06
nurse,3002,2020-05-06
center,3002,2020-05-06
ask,2998,2020-05-06
रह,2996,2020-05-06
digital,2991,2020-05-06
jesus,2991,2020-05-06
march,2984,2020-05-06
wear,2981,2020-05-06
plans,2977,2020-05-06
company,2974,2020-05-06
mental,2973,2020-05-06
tax,2968,2020-05-06
sars,2965,2020-05-06
patient,2964,2020-05-06
cdc,2944,2020-05-06
for,2942,2020-05-06
seems,2938,2020-05-06
menos,2917,2020-05-06
plandemic,2913,2020-05-06
interesting,2911,2020-05-06
canada,2910,2020-05-06
according,2910,2020-05-06
70,2907,2020-05-06
focus,2896,2020-05-06
13,2892,2020-05-06
idea,2890,2020-05-06
nuevo,2890,2020-05-06
días,2876,2020-05-06
shot,2875,2020-05-06
wait,2875,2020-05-06
fact,2873,2020-05-06
virtual,2872,2020-05-06
happy,2869,2020-05-06
law,2867,2020-05-06
coronaviruspandemic,2864,2020-05-06
act,2859,2020-05-06
air,2856,2020-05-06
findings,2856,2020-05-06
fighting,2847,2020-05-06
provide,2846,2020-05-06
nyc,2845,2020-05-06
potus,2839,2020-05-06
general,2838,2020-05-06
action,2836,2020-05-06
understand,2835,2020-05-06
wow,2834,2020-05-06
political,2832,2020-05-06
40,2823,2020-05-06
came,2813,2020-05-06
closed,2811,2020-05-06
spoke,2811,2020-05-06
members,2810,2020-05-06
leadership,2808,2020-05-06
education,2807,2020-05-06
gets,2805,2020-05-06
claims,2803,2020-05-06
friends,2802,2020-05-06
office,2790,2020-05-06
whole,2788,2020-05-06
reason,2780,2020-05-06
black,2779,2020-05-06
hours,2775,2020-05-06
supplies,2774,2020-05-06
able,2772,2020-05-06
listen,2772,2020-05-06
vida,2769,2020-05-06
israel,2756,2020-05-06
issues,2755,2020-05-06
pra,2754,2020-05-06
sont,2751,2020-05-06
especially,2747,2020-05-06
opening,2747,2020-05-06
caso,2738,2020-05-06
mai,2736,2020-05-06
power,2735,2020-05-06
fallecidos,2729,2020-05-06
17,2726,2020-05-06
communities,2718,2020-05-06
drug,2716,2020-05-06
course,2716,2020-05-06
efforts,2713,2020-05-06
living,2708,2020-05-06
remember,2706,2020-05-06
citizens,2701,2020-05-06
problem,2701,2020-05-06
gracias,2697,2020-05-06
pruebas,2689,2020-05-06
yesterday,2686,2020-05-06
confirmados,2676,2020-05-06
aquí,2676,2020-05-06
infections,2674,2020-05-06
needed,2670,2020-05-06
started,2670,2020-05-06
vulnerable,2663,2020-05-06
financial,2661,2020-05-06
else,2659,2020-05-06
past,2651,2020-05-06
meat,2644,2020-05-06
narendramodi,2643,2020-05-06
और,2641,2020-05-06
het,2640,2020-05-06
looks,2638,2020-05-06
means,2632,2020-05-06
affected,2628,2020-05-06
mortes,2624,2020-05-06
demand,2620,2020-05-06
self,2615,2020-05-06
hace,2610,2020-05-06
wo,2610,2020-05-06
verge,2608,2020-05-06
try,2607,2020-05-06
aux,2607,2020-05-06
gates,2603,2020-05-06
ways,2603,2020-05-06
all,2600,2020-05-06
hold,2593,2020-05-06
shut,2588,2020-05-06
blood,2587,2020-05-06
spreading,2572,2020-05-06
200,2567,2020-05-06
head,2564,2020-05-06
international,2563,2020-05-06
democrats,2559,2020-05-06
horas,2557,2020-05-06
tracing,2554,2020-05-06
asked,2551,2020-05-06
heart,2550,2020-05-06
forward,2548,2020-05-06
500,2548,2020-05-06
sir,2543,2020-05-06
fucking,2542,2020-05-06
climate,2538,2020-05-06
schools,2536,2020-05-06
body,2533,2020-05-06
security,2533,2020-05-06
ready,2533,2020-05-06
project,2532,2020-05-06
hey,2530,2020-05-06
residents,2529,2020-05-06
número,2519,2020-05-06
tv,2514,2020-05-06
happen,2513,2020-05-06
rest,2511,2020-05-06
ist,2510,2020-05-06
cada,2509,2020-05-06
almost,2500,2020-05-06
60,2500,2020-05-06
reporting,2489,2020-05-06
low,2489,2020-05-06
stayathome,2488,2020-05-06
poor,2488,2020-05-06
información,2488,2020-05-06
australia,2487,2020-05-06
boris,2484,2020-05-06
morning,2482,2020-05-06
bible,2477,2020-05-06
talking,2473,2020-05-06
taken,2470,2020-05-06
que,2465,2020-05-06
sad,2464,2020-05-06
resources,2464,2020-05-06
stupid,2458,2020-05-06
survey,2457,2020-05-06
buy,2448,2020-05-06
blame,2446,2020-05-06
novel,2444,2020-05-06
ok,2437,2020-05-06
suicide,2436,2020-05-06
university,2436,2020-05-06
anti,2433,2020-05-06
ones,2428,2020-05-06
california,2427,2020-05-06
germany,2427,2020-05-06
higher,2425,2020-05-06
nueva,2424,2020-05-06
run,2421,2020-05-06
vaccines,2419,2020-05-06
issue,2410,2020-05-06
immunity,2410,2020-05-06
bring,2409,2020-05-06
matter,2406,2020-05-06
move,2399,2020-05-06
16,2397,2020-05-06
isolation,2393,2020-05-06
ont,2387,2020-05-06
advice,2383,2020-05-06
untuk,2382,2020-05-06
kushner,2382,2020-05-06
source,2379,2020-05-06
late,2378,2020-05-06
lead,2378,2020-05-06
calls,2372,2020-05-06
já,2368,2020-05-06
special,2364,2020-05-06
play,2363,2020-05-06
vote,2363,2020-05-06
policy,2362,2020-05-06
department,2355,2020-05-06
lies,2344,2020-05-06
pmoindia,2344,2020-05-06
results,2344,2020-05-06
critical,2342,2020-05-06
among,2340,2020-05-06
term,2332,2020-05-06
deal,2328,2020-05-06
contagious,2319,2020-05-06
following,2319,2020-05-06
comes,2318,2020-05-06
calling,2317,2020-05-06
dice,2313,2020-05-06
só,2310,2020-05-06
contre,2309,2020-05-06
dia,2303,2020-05-06
oms,2303,2020-05-06
trust,2300,2020-05-06
blog,2297,2020-05-06
un,2292,2020-05-06
cas,2289,2020-05-06
zero,2289,2020-05-06
result,2284,2020-05-06
amazing,2282,2020-05-06
sense,2282,2020-05-06
favor,2280,2020-05-06
single,2278,2020-05-06
technology,2275,2020-05-06
florida,2265,2020-05-06
aid,2262,2020-05-06
tras,2253,2020-05-06
positivo,2250,2020-05-06
party,2248,2020-05-06
rights,2247,2020-05-06
that,2240,2020-05-06
piece,2240,2020-05-06
giving,2239,2020-05-06
socialdistancing,2237,2020-05-06
guidelines,2234,2020-05-06
thread,2233,2020-05-06
facebook,2227,2020-05-06
takes,2225,2020-05-06
llama,2225,2020-05-06
co,2223,2020-05-06
ils,2222,2020-05-06
wearing,2215,2020-05-06
handling,2215,2020-05-06
age,2214,2020-05-06
wonder,2210,2020-05-06
russia,2209,2020-05-06
hand,2206,2020-05-06
cost,2206,2020-05-06
mejor,2206,2020-05-06
funding,2204,2020-05-06
continues,2204,2020-05-06
nytimes,2203,2020-05-06
congress,2197,2020-05-06
click,2194,2020-05-06
outside,2192,2020-05-06
mal,2192,2020-05-06
details,2192,2020-05-06
led,2191,2020-05-06
positivos,2190,2020-05-06
leader,2189,2020-05-06
cover,2186,2020-05-06
lack,2184,2020-05-06
moment,2184,2020-05-06
probably,2183,2020-05-06
tomorrow,2176,2020-05-06
bolsonaro,2173,2020-05-06
message,2172,2020-05-06
history,2170,2020-05-06
cut,2158,2020-05-06
yg,2155,2020-05-06
huge,2154,2020-05-06
mass,2153,2020-05-06
strain,2151,2020-05-06
level,2148,2020-05-06
27,2148,2020-05-06
korea,2146,2020-05-06
healthy,2146,2020-05-06
90,2144,2020-05-06
vez,2144,2020-05-06
worth,2141,2020-05-06
isso,2140,2020-05-06
italia,2137,2020-05-06
though,2136,2020-05-06
date,2129,2020-05-06
ao,2127,2020-05-06
release,2125,2020-05-06
lol,2124,2020-05-06
killing,2122,2020-05-06
comment,2122,2020-05-06
heard,2121,2020-05-06
area,2121,2020-05-06
nearly,2116,2020-05-06
san,2115,2020-05-06
director,2112,2020-05-06
whitehouse,2112,2020-05-06
learning,2112,2020-05-06
strategy,2109,2020-05-06
millones,2109,2020-05-06
trabajo,2108,2020-05-06
happening,2107,2020-05-06
young,2105,2020-05-06
stand,2102,2020-05-06
fase,2100,2020-05-06
29,2099,2020-05-06
caused,2097,2020-05-06
lockdowns,2096,2020-05-06
event,2096,2020-05-06
frontline,2094,2020-05-06
ça,2093,2020-05-06
model,2090,2020-05-06
parte,2090,2020-05-06
leave,2089,2020-05-06
staying,2085,2020-05-06
released,2083,2020-05-06
sent,2083,2020-05-06
frente,2083,2020-05-06
conspiracy,2081,2020-05-06
noticias,2080,2020-05-06
chief,2079,2020-05-06
official,2079,2020-05-06
cuba,2079,2020-05-06
supply,2077,2020-05-06
tips,2073,2020-05-06
send,2072,2020-05-06
21,2071,2020-05-06
challenges,2065,2020-05-06
proud,2065,2020-05-06
ke,2062,2020-05-06
green,2060,2020-05-06
antibody,2057,2020-05-06
clear,2055,2020-05-06
experience,2055,2020-05-06
vai,2052,2020-05-06
datos,2052,2020-05-06
answer,2049,2020-05-06
longer,2040,2020-05-06
jail,2037,2020-05-06
active,2035,2020-05-06
reuters,2035,2020-05-06
moving,2034,2020-05-06
income,2033,2020-05-06
años,2032,2020-05-06
record,2029,2020-05-06
ng,2022,2020-05-06
politics,2021,2020-05-06
fall,2020,2020-05-06
knew,2017,2020-05-06
within,2012,2020-05-06
not,2012,2020-05-06
up,2011,2020-05-06
created,2011,2020-05-06
guy,2010,2020-05-06
sorry,2008,2020-05-06
website,2008,2020-05-06
supporting,2004,2020-05-06
billion,1999,2020-05-06
reality,1998,2020-05-06
borisjohnson,1996,2020-05-06
tiempos,1995,2020-05-06
im,1992,2020-05-06
contagio,1991,2020-05-06
washington,1990,2020-05-06
thinking,1986,2020-05-06
took,1986,2020-05-06
petition,1986,2020-05-06
major,1985,2020-05-06
count,1985,2020-05-06
list,1977,2020-05-06
register,1973,2020-05-06
macron,1971,2020-05-06
situación,1970,2020-05-06
wave,1969,2020-05-06
ferguson,1969,2020-05-06
light,1968,2020-05-06
pandemi,1965,2020-05-06
ahead,1965,2020-05-06
woman,1965,2020-05-06
después,1961,2020-05-06
dont,1960,2020-05-06
argentina,1959,2020-05-06
prevent,1956,2020-05-06
vs,1955,2020-05-06
announced,1955,2020-05-06
den,1953,2020-05-06
site,1947,2020-05-06
ensure,1946,2020-05-06
della,1945,2020-05-06
rates,1944,2020-05-06
goes,1944,2020-05-06
tech,1944,2020-05-06
worldwide,1943,2020-05-06
dangerous,1941,2020-05-06
season,1932,2020-05-06
pessoas,1930,2020-05-06
nationalnursesday,1929,2020-05-06
quédateencasa,1926,2020-05-06
half,1923,2020-05-06
gives,1923,2020-05-06
foxnews,1921,2020-05-06
finally,1921,2020-05-06
changes,1919,2020-05-06
warns,1912,2020-05-06
analysis,1911,2020-05-06
hell,1911,2020-05-06
four,1911,2020-05-06
indian,1910,2020-05-06
republicans,1909,2020-05-06
abc,1908,2020-05-06
centre,1906,2020-05-06
unemployment,1904,2020-05-06
países,1903,2020-05-06
tener,1902,2020-05-06
kind,1902,2020-05-06
name,1902,2020-05-06
campaign,1898,2020-05-06
covid,201944,2020-08-06
19,187488,2020-08-06
coronavirus,178325,2020-08-06
covid19,139189,2020-08-06
trump,38225,2020-08-06
amp,33788,2020-08-06
cases,32864,2020-08-06
people,30338,2020-08-06
new,29571,2020-08-06
pandemic,28497,2020-08-06
via,24253,2020-08-06
us,22317,2020-08-06
virus,18672,2020-08-06
positive,17936,2020-08-06
get,17906,2020-08-06
deaths,17347,2020-08-06
health,17126,2020-08-06
one,17106,2020-08-06
news,16671,2020-08-06
like,15968,2020-08-06
casos,15946,2020-08-06
2020,15337,2020-08-06
000,14645,2020-08-06
realdonaldtrump,14059,2020-08-06
time,13471,2020-08-06
test,12823,2020-08-06
vaccine,12148,2020-08-06
need,11837,2020-08-06
would,11661,2020-08-06
tests,11366,2020-08-06
says,11356,2020-08-06
help,11315,2020-08-06
due,11102,2020-08-06
school,10752,2020-08-06
know,10697,2020-08-06
day,10658,2020-08-06
go,10521,2020-08-06
testing,10336,2020-08-06
world,10124,2020-08-06
could,10118,2020-08-06
children,10097,2020-08-06
many,10039,2020-08-06
si,10022,2020-08-06
death,10015,2020-08-06
please,10008,2020-08-06
state,9818,2020-08-06
today,9771,2020-08-06
back,9641,2020-08-06
still,9631,2020-08-06
work,9250,2020-08-06
da,9189,2020-08-06
going,9081,2020-08-06
twitter,9060,2020-08-06
see,8954,2020-08-06
even,8709,2020-08-06
mask,8656,2020-08-06
di,8573,2020-08-06
masks,8571,2020-08-06
lockdown,8534,2020-08-06
take,8493,2020-08-06
government,8386,2020-08-06
total,8355,2020-08-06
good,8333,2020-08-06
na,8274,2020-08-06
pandemia,8258,2020-08-06
may,8172,2020-08-06
die,8064,2020-08-06
million,8021,2020-08-06
first,7934,2020-08-06
president,7896,2020-08-06
also,7835,2020-08-06
facebook,7722,2020-08-06
said,7719,2020-08-06
crisis,7680,2020-08-06
spread,7653,2020-08-06
10,7602,2020-08-06
make,7588,2020-08-06
country,7586,2020-08-06
want,7584,2020-08-06
ohio,7566,2020-08-06
care,7519,2020-08-06
home,7510,2020-08-06
tested,7507,2020-08-06
think,7487,2020-08-06
read,7441,2020-08-06
re,7439,2020-08-06
corona,7432,2020-08-06
india,7396,2020-08-06
