date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-10-12,3851,1412,26003,2086,,7426,131308,171556,138860,14101,2233,3466,,1896,1302,7743,,,2508,1374,2615,3038,46285,19897
2020-10-06,4623,2142,24751,2922,,6790,161959,238661,144785,15632,2515,5123,,3265,2192,7907,,,2353,,2379,3283,123996,23385
2020-05-25,6067,2562,36502,2801,,10487,290347,216674,170723,23644,5510,6794,,2580,1679,7773,3251,2652,2501,,5992,2790,29146,23115
