date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-05-10,6003,2202,37403,2753,,11048,304779,189520,200975,26604,4810,8325,,3039,2353,5988,3052,2662,2530,,4268,2028,35514,29576
