date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-06-28,3270,1755,51644,3320,2154,7827,179698,166035,127629,18770,3836,3995,,2280,1906,11759,2394,2787,3251,1874,1524,1749,27211,18762
2020-04-19,5618,2755,32363,2743,,13036,326582,186944,187679,22654,5188,6337,,3903,2581,4654,3509,1682,2238,,1842,1743,44234,29592
