term,amount,date
thanks,4263,2020-06-27
post,4260,2020-06-27
updates,4244,2020-06-27
made,4240,2020-06-27
15,4222,2020-06-27
hit,4187,2020-06-27
long,4174,2020-06-27
open,4173,2020-06-27
cnn,4159,2020-06-27
media,4155,2020-06-27
brasil,4135,2020-06-27
single,4099,2020-06-27
fight,4091,2020-06-27
without,4075,2020-06-27
done,4066,2020-06-27
vp,4057,2020-06-27
du,4054,2020-06-27
business,4053,2020-06-27
check,4052,2020-06-27
anyone,4035,2020-06-27
hope,4018,2020-06-27
outbreak,4015,2020-06-27
medical,4010,2020-06-27
plan,4002,2020-06-27
others,3975,2020-06-27
gt,3974,2020-06-27
order,3971,2020-06-27
sure,3969,2020-06-27
reports,3955,2020-06-27
increase,3953,2020-06-27
país,3934,2020-06-27
mundo,3901,2020-06-27
mil,3877,2020-06-27
money,3870,2020-06-27
personas,3861,2020-06-27
500,3850,2020-06-27
ve,3846,2020-06-27
big,3818,2020-06-27
distancing,3816,2020-06-27
believe,3808,2020-06-27
hoy,3806,2020-06-27
white,3801,2020-06-27
25,3801,2020-06-27
give,3786,2020-06-27
countries,3786,2020-06-27
person,3782,2020-06-27
día,3754,2020-06-27
disease,3742,2020-06-27
house,3740,2020-06-27
reopening,3735,2020-06-27
flu,3729,2020-06-27
god,3725,2020-06-27
protests,3717,2020-06-27
bad,3717,2020-06-27
someone,3715,2020-06-27
report,3670,2020-06-27
and,3661,2020-06-27
problem,3660,2020-06-27
weeks,3659,2020-06-27
end,3658,2020-06-27
quarantine,3649,2020-06-27
shit,3649,2020-06-27
travel,3641,2020-06-27
rise,3604,2020-06-27
cdc,3596,2020-06-27
arizona,3579,2020-06-27
kill,3579,2020-06-27
não,3570,2020-06-27
close,3565,2020-06-27
sick,3563,2020-06-27
oh,3559,2020-06-27
far,3533,2020-06-27
est,3529,2020-06-27
cuarentena,3518,2020-06-27
love,3516,2020-06-27
needs,3516,2020-06-27
judge,3509,2020-06-27
situation,3506,2020-06-27
things,3506,2020-06-27
14,3504,2020-06-27
workers,3487,2020-06-27
ser,3485,2020-06-27
best,3464,2020-06-27
governor,3462,2020-06-27
upaya,3458,2020-06-27
follow,3454,2020-06-27
yes,3452,2020-06-27
mais,3448,2020-06-27
biden,3442,2020-06-27
gente,3440,2020-06-27
march,3432,2020-06-27
job,3423,2020-06-27
students,3423,2020-06-27
tell,3390,2020-06-27
already,3382,2020-06-27
show,3378,2020-06-27
something,3345,2020-06-27
breaking,3342,2020-06-27
youtube,3340,2020-06-27
city,3337,2020-06-27
part,3334,2020-06-27
positivo,3322,2020-06-27
trying,3314,2020-06-27
2019,3311,2020-06-27
18,3297,2020-06-27
fucking,3289,2020-06-27
symptoms,3284,2020-06-27
12,3276,2020-06-27
highest,3272,2020-06-27
ever,3271,2020-06-27
years,3256,2020-06-27
recovered,3245,2020-06-27
community,3233,2020-06-27
taking,3217,2020-06-27
non,3210,2020-06-27
everything,3201,2020-06-27
watch,3199,2020-06-27
bars,3196,2020-06-27
start,3193,2020-06-27
second,3189,2020-06-27
gobierno,3183,2020-06-27
stupid,3181,2020-06-27
black,3174,2020-06-27
impact,3145,2020-06-27
enough,3144,2020-06-27
muertes,3126,2020-06-27
old,3125,2020-06-27
measures,3123,2020-06-27
delhi,3108,2020-06-27
find,3100,2020-06-27
place,3097,2020-06-27
healthcare,3096,2020-06-27
important,3074,2020-06-27
science,3073,2020-06-27
fuck,3070,2020-06-27
study,3069,2020-06-27
working,3065,2020-06-27
rt,3062,2020-06-27
federal,3061,2020-06-27
population,3028,2020-06-27
sa,3027,2020-06-27
solo,3026,2020-06-27
continue,3025,2020-06-27
coming,3019,2020-06-27
full,3017,2020-06-27
article,2997,2020-06-27
ahora,2991,2020-06-27
40,2989,2020-06-27
junio,2981,2020-06-27
saying,2977,2020-06-27
maybe,2976,2020-06-27
saturday,2973,2020-06-27
el,2963,2020-06-27
infection,2957,2020-06-27
officials,2952,2020-06-27
anything,2948,2020-06-27
actually,2927,2020-06-27
soon,2926,2020-06-27
dos,2919,2020-06-27
06,2918,2020-06-27
hard,2917,2020-06-27
school,2916,2020-06-27
thought,2900,2020-06-27
wrong,2899,2020-06-27
50,2892,2020-06-27
au,2888,2020-06-27
national,2885,2020-06-27
contact,2882,2020-06-27
pour,2880,2020-06-27
fact,2877,2020-06-27
story,2876,2020-06-27
11,2874,2020-06-27
local,2864,2020-06-27
cause,2863,2020-06-27
dying,2863,2020-06-27
campaign,2862,2020-06-27
vote,2848,2020-06-27
point,2847,2020-06-27
making,2836,2020-06-27
top,2832,2020-06-27
no,2831,2020-06-27
bilardo,2827,2020-06-27
safety,2825,2020-06-27
argentina,2824,2020-06-27
system,2823,2020-06-27
call,2820,2020-06-27
en,2811,2020-06-27
कर,2811,2020-06-27
york,2809,2020-06-27
of,2805,2020-06-27
traitortrump,2803,2020-06-27
less,2800,2020-06-27
govt,2794,2020-06-27
california,2788,2020-06-27
might,2784,2020-06-27
it,2782,2020-06-27
spreading,2767,2020-06-27
yesterday,2761,2020-06-27
you,2755,2020-06-27
russia,2754,2020-06-27
feel,2753,2020-06-27
united,2748,2020-06-27
une,2740,2020-06-27
millones,2734,2020-06-27
um,2734,2020-06-27
friday,2724,2020-06-27
lot,2723,2020-06-27
found,2716,2020-06-27
doctor,2710,2020-06-27
45,2710,2020-06-27
fauci,2709,2020-06-27
understand,2706,2020-06-27
online,2696,2020-06-27
gov,2696,2020-06-27
across,2692,2020-06-27
rules,2691,2020-06-27
south,2685,2020-06-27
wearamask,2670,2020-06-27
ll,2668,2020-06-27
fallecidos,2667,2020-06-27
mayor,2662,2020-06-27
hospitals,2656,2020-06-27
putin,2653,2020-06-27
change,2646,2020-06-27
sir,2645,2020-06-27
la,2642,2020-06-27
always,2639,2020-06-27
personal,2630,2020-06-27
lost,2626,2020-06-27
release,2623,2020-06-27
matter,2611,2020-06-27
wave,2608,2020-06-27
sign,2608,2020-06-27
canada,2586,2020-06-27
venezuela,2586,2020-06-27
hours,2584,2020-06-27
días,2583,2020-06-27
told,2581,2020-06-27
party,2581,2020-06-27
least,2579,2020-06-27
positivos,2578,2020-06-27
dalam,2576,2020-06-27
research,2575,2020-06-27
leadership,2574,2020-06-27
course,2573,2020-06-27
govrondesantis,2563,2020-06-27
donald,2562,2020-06-27
staff,2560,2020-06-27
medidas,2559,2020-06-27
pay,2559,2020-06-27
orders,2556,2020-06-27
reopen,2552,2020-06-27
va,2543,2020-06-27
través,2542,2020-06-27
foxnews,2531,2020-06-27
penanganan,2528,2020-06-27
administration,2524,2020-06-27
pm,2519,2020-06-27
police,2516,2020-06-27
europe,2514,2020-06-27
worse,2508,2020-06-27
horas,2507,2020-06-27
human,2503,2020-06-27
wait,2485,2020-06-27
mean,2484,2020-06-27
link,2480,2020-06-27
thousands,2478,2020-06-27
force,2477,2020-06-27
ago,2477,2020-06-27
pacientes,2469,2020-06-27
16,2469,2020-06-27
true,2469,2020-06-27
mas,2466,2020-06-27
pakistan,2463,2020-06-27
restrictions,2453,2020-06-27
move,2445,2020-06-27
confirmados,2440,2020-06-27
early,2439,2020-06-27
young,2439,2020-06-27
pas,2431,2020-06-27
little,2423,2020-06-27
air,2423,2020-06-27
remember,2421,2020-06-27
leaders,2412,2020-06-27
muertos,2408,2020-06-27
kids,2403,2020-06-27
possible,2401,2020-06-27
this,2401,2020-06-27
toll,2400,2020-06-27
rising,2392,2020-06-27
almost,2385,2020-06-27
shows,2384,2020-06-27
is,2375,2020-06-27
nuevo,2371,2020-06-27
including,2370,2020-06-27
political,2364,2020-06-27
experts,2350,2020-06-27
save,2349,2020-06-27
makes,2344,2020-06-27
así,2344,2020-06-27
likely,2342,2020-06-27
recovery,2335,2020-06-27
ok,2324,2020-06-27
fear,2323,2020-06-27
van,2323,2020-06-27
killing,2320,2020-06-27
fake,2318,2020-06-27
scientists,2317,2020-06-27
app,2313,2020-06-27
casa,2300,2020-06-27
economic,2292,2020-06-27
share,2291,2020-06-27
dans,2291,2020-06-27
food,2287,2020-06-27
half,2285,2020-06-27
lies,2282,2020-06-27
plus,2275,2020-06-27
nursing,2269,2020-06-27
team,2265,2020-06-27
businesses,2258,2020-06-27
three,2256,2020-06-27
méxico,2255,2020-06-27
treatment,2252,2020-06-27
citizens,2249,2020-06-27
information,2248,2020-06-27
hands,2248,2020-06-27
bill,2247,2020-06-27
past,2245,2020-06-27
shut,2239,2020-06-27
families,2235,2020-06-27
called,2233,2020-06-27
using,2230,2020-06-27
wo,2229,2020-06-27
future,2220,2020-06-27
millions,2211,2020-06-27
set,2206,2020-06-27
reason,2205,2020-06-27
looking,2203,2020-06-27
together,2198,2020-06-27
low,2195,2020-06-27
homes,2192,2020-06-27
00,2189,2020-06-27
drrpnishank,2181,2020-06-27
lakh,2180,2020-06-27
seems,2173,2020-06-27
market,2172,2020-06-27
republicans,2171,2020-06-27
worst,2169,2020-06-27
wants,2167,2020-06-27
failed,2167,2020-06-27
we,2157,2020-06-27
all,2155,2020-06-27
sur,2155,2020-06-27
friends,2140,2020-06-27
protokol,2140,2020-06-27
17,2139,2020-06-27
rally,2139,2020-06-27
left,2127,2020-06-27
seen,2125,2020-06-27
nearly,2118,2020-06-27
whole,2118,2020-06-27
twitter,2116,2020-06-27
thread,2109,2020-06-27
else,2108,2020-06-27
self,2106,2020-06-27
active,2106,2020-06-27
allowed,2105,2020-06-27
serious,2096,2020-06-27
cure,2093,2020-06-27
summer,2083,2020-06-27
13,2077,2020-06-27
21,2074,2020-06-27
hoax,2072,2020-06-27
caused,2071,2020-06-27
etc,2069,2020-06-27
bien,2066,2020-06-27
23,2063,2020-06-27
women,2052,2020-06-27
joe,2052,2020-06-27
lol,2051,2020-06-27
despite,2050,2020-06-27
doctors,2048,2020-06-27
truth,2045,2020-06-27
damn,2043,2020-06-27
seriously,2043,2020-06-27
das,2042,2020-06-27
schools,2037,2020-06-27
different,2035,2020-06-27
instead,2034,2020-06-27
hey,2034,2020-06-27
wow,2033,2020-06-27
nation,2032,2020-06-27
used,2029,2020-06-27
vía,2026,2020-06-27
according,2020,2020-06-27
play,2011,2020-06-27
residents,2011,2020-06-27
detention,2005,2020-06-27
soldiers,2004,2020-06-27
der,2003,2020-06-27
killed,2003,2020-06-27
chinese,2001,2020-06-27
ne,1999,2020-06-27
learn,1997,2020-06-27
coronaviruspandemic,1997,2020-06-27
month,1987,2020-06-27
weekend,1978,2020-06-27
bbc,1977,2020-06-27
patient,1974,2020-06-27
gets,1973,2020-06-27
puede,1970,2020-06-27
africa,1960,2020-06-27
closed,1954,2020-06-27
coronavírus,1953,2020-06-27
san,1951,2020-06-27
joebiden,1951,2020-06-27
talk,1951,2020-06-27
act,1949,2020-06-27
migrant,1949,2020-06-27
vida,1939,2020-06-27
kesehatan,1927,2020-06-27
blm,1926,2020-06-27
gon,1921,2020-06-27
records,1919,2020-06-27
based,1916,2020-06-27
oms,1915,2020-06-27
plans,1915,2020-06-27
tweet,1914,2020-06-27
je,1913,2020-06-27
listen,1911,2020-06-27
relief,1909,2020-06-27
que,1902,2020-06-27
untuk,1902,2020-06-27
potus,1899,2020-06-27
probably,1897,2020-06-27
trumptreason,1897,2020-06-27
120,1895,2020-06-27
und,1895,2020-06-27
higher,1893,2020-06-27
republican,1891,2020-06-27
pruebas,1889,2020-06-27
started,1888,2020-06-27
caso,1886,2020-06-27
on,1886,2020-06-27
among,1885,2020-06-27
registra,1885,2020-06-27
bar,1877,2020-06-27
parents,1876,2020-06-27
office,1875,2020-06-27
golf,1872,2020-06-27
try,1872,2020-06-27
for,1868,2020-06-27
group,1867,2020-06-27
list,1866,2020-06-27
hell,1866,2020-06-27
años,1850,2020-06-27
presidente,1850,2020-06-27
cuba,1849,2020-06-27
rest,1848,2020-06-27
ask,1844,2020-06-27
centers,1844,2020-06-27
means,1843,2020-06-27
125,1843,2020-06-27
ass,1841,2020-06-27
blame,1837,2020-06-27
últimas,1832,2020-06-27
happen,1832,2020-06-27
hace,1826,2020-06-27
reporting,1825,2020-06-27
colombia,1823,2020-06-27
anti,1821,2020-06-27
पर,1821,2020-06-27
facts,1815,2020-06-27
narendramodi,1811,2020-06-27
knew,1810,2020-06-27
following,1806,2020-06-27
name,1802,2020-06-27
nba,1795,2020-06-27
nytimes,1795,2020-06-27
negative,1794,2020-06-27
law,1788,2020-06-27
uma,1786,2020-06-27
info,1786,2020-06-27
current,1785,2020-06-27
idea,1784,2020-06-27
become,1782,2020-06-27
went,1781,2020-06-27
related,1780,2020-06-27
che,1777,2020-06-27
maklumat,1777,2020-06-27
beaches,1776,2020-06-27
miami,1775,2020-06-27
pencegahan,1775,2020-06-27
kapolri,1774,2020-06-27
jun,1770,2020-06-27
given,1768,2020-06-27
gates,1767,2020-06-27
sense,1766,2020-06-27
especially,1766,2020-06-27
responsible,1766,2020-06-27
small,1763,2020-06-27
qui,1760,2020-06-27
though,1758,2020-06-27
27jun,1757,2020-06-27
gracias,1756,2020-06-27
events,1755,2020-06-27
houston,1750,2020-06-27
results,1750,2020-06-27
tugas,1750,2020-06-27
gugus,1747,2020-06-27
service,1745,2020-06-27
action,1743,2020-06-27
biggest,1743,2020-06-27
ver,1739,2020-06-27
yang,1738,2020-06-27
election,1736,2020-06-27
vacuna,1733,2020-06-27
menos,1733,2020-06-27
guess,1731,2020-06-27
semana,1729,2020-06-27
looks,1729,2020-06-27
join,1729,2020-06-27
visit,1729,2020-06-27
continues,1726,2020-06-27
released,1725,2020-06-27
issues,1724,2020-06-27
opening,1722,2020-06-27
that,1722,2020-06-27
war,1721,2020-06-27
level,1719,2020-06-27
return,1717,2020-06-27
contagio,1716,2020-06-27
democrats,1715,2020-06-27
access,1714,2020-06-27
ang,1713,2020-06-27
masyarakat,1712,2020-06-27
cómo,1712,2020-06-27
minister,1711,2020-06-27
task,1711,2020-06-27
age,1710,2020-06-27
able,1709,2020-06-27
hacer,1704,2020-06-27
distance,1702,2020-06-27
living,1696,2020-06-27
body,1695,2020-06-27
increasing,1695,2020-06-27
cas,1694,2020-06-27
deal,1692,2020-06-27
guys,1691,2020-06-27
vacina,1689,2020-06-27
common,1689,2020-06-27
absolutely,1684,2020-06-27
wonder,1677,2020-06-27
españa,1677,2020-06-27
polri,1673,2020-06-27
penyebaran,1670,2020-06-27
hear,1667,2020-06-27
curve,1666,2020-06-27
ng,1664,2020-06-27
sad,1662,2020-06-27
took,1661,2020-06-27
run,1658,2020-06-27
रह,1658,2020-06-27
sars,1656,2020-06-27
prevent,1654,2020-06-27
ny,1653,2020-06-27
critical,1646,2020-06-27
postponeneetandjee,1646,2020-06-27
private,1644,2020-06-27
co,1644,2020-06-27
carlos,1643,2020-06-27
ppl,1642,2020-06-27
covidiots,1635,2020-06-27
insurance,1632,2020-06-27
número,1629,2020-06-27
taken,1629,2020-06-27
yeah,1628,2020-06-27
problems,1627,2020-06-27
exams,1626,2020-06-27
lying,1624,2020-06-27
issue,1623,2020-06-27
nigeria,1622,2020-06-27
lead,1622,2020-06-27
goes,1619,2020-06-27
players,1616,2020-06-27
transmission,1614,2020-06-27
ones,1613,2020-06-27
education,1613,2020-06-27
talking,1612,2020-06-27
concerns,1610,2020-06-27
poor,1607,2020-06-27
dio,1607,2020-06-27
seanhannity,1600,2020-06-27
casi,1599,2020-06-27
pmoindia,1598,2020-06-27
par,1597,2020-06-27
60,1595,2020-06-27
rates,1591,2020-06-27
lie,1590,2020-06-27
tv,1586,2020-06-27
immune,1584,2020-06-27
available,1584,2020-06-27
reality,1583,2020-06-27
brazil,1583,2020-06-27
tras,1583,2020-06-27
cada,1583,2020-06-27
globalgoalunite,1583,2020-06-27
stayhome,1579,2020-06-27
evidence,1576,2020-06-27
failure,1573,2020-06-27
mr,1572,2020-06-27
cities,1571,2020-06-27
guidelines,1569,2020-06-27
protection,1564,2020-06-27
seeing,1560,2020-06-27
300,1560,2020-06-27
31,1560,2020-06-27
melakukan,1555,2020-06-27
corrupt,1554,2020-06-27
needed,1549,2020-06-27
happening,1548,2020-06-27
finally,1548,2020-06-27
sábado,1547,2020-06-27
capacity,1545,2020-06-27
actual,1544,2020-06-27
power,1543,2020-06-27
fall,1543,2020-06-27
ini,1543,2020-06-27
leave,1542,2020-06-27
increased,1542,2020-06-27
zero,1540,2020-06-27
hi,1538,2020-06-27
billion,1537,2020-06-27
threat,1536,2020-06-27
quedateencasa,1536,2020-06-27
ai,1536,2020-06-27
line,1535,2020-06-27
ce,1532,2020-06-27
koordinasi,1531,2020-06-27
april,1530,2020-06-27
idiot,1530,2020-06-27
situación,1524,2020-06-27
simple,1524,2020-06-27
daerah,1524,2020-06-27
term,1523,2020-06-27
whitehouse,1523,2020-06-27
area,1522,2020-06-27
governors,1516,2020-06-27
scale,1515,2020-06-27
deadly,1515,2020-06-27
count,1514,2020-06-27
university,1514,2020-06-27
gone,1514,2020-06-27
hate,1513,2020-06-27
student,1513,2020-06-27
happened,1511,2020-06-27
darknetflix,1510,2020-06-27
season,1509,2020-06-27
kerjasama,1507,2020-06-27
fighting,1506,2020-06-27
racist,1506,2020-06-27
win,1504,2020-06-27
thinking,1502,2020-06-27
politics,1500,2020-06-27
employees,1498,2020-06-27
periodismoemancipador,1498,2020-06-27
members,1497,2020-06-27
staysafe,1497,2020-06-27
literally,1496,2020-06-27
question,1495,2020-06-27
sorry,1490,2020-06-27
men,1488,2020-06-27
calling,1488,2020-06-27
leader,1486,2020-06-27
maga,1485,2020-06-27
chance,1484,2020-06-27
slow,1482,2020-06-27
came,1478,2020-06-27
interesting,1477,2020-06-27
blood,1475,2020-06-27
claims,1472,2020-06-27
spikes,1467,2020-06-27
emergency,1466,2020-06-27
happy,1466,2020-06-27
tulsa,1465,2020-06-27
pra,1464,2020-06-27
services,1461,2020-06-27
hand,1460,2020-06-27
held,1455,2020-06-27
jobs,1453,2020-06-27
mind,1452,2020-06-27
200,1450,2020-06-27
source,1447,2020-06-27
dumb,1445,2020-06-27
france,1445,2020-06-27
guy,1445,2020-06-27
department,1444,2020-06-27
vez,1443,2020-06-27
affected,1443,2020-06-27
experience,1440,2020-06-27
tem,1440,2020-06-27
dangerous,1440,2020-06-27
statues,1439,2020-06-27
takes,1436,2020-06-27
blacklivesmatter,1433,2020-06-27
reuters,1432,2020-06-27
exam,1432,2020-06-27
hrdministry,1431,2020-06-27
red,1430,2020-06-27
hot,1429,2020-06-27
கள,1425,2020-06-27
comes,1424,2020-06-27
huge,1424,2020-06-27
congress,1421,2020-06-27
head,1421,2020-06-27
breathing,1420,2020-06-27
clear,1418,2020-06-27
saturdaythoughts,1418,2020-06-27
het,1417,2020-06-27
parte,1416,2020-06-27
at,1413,2020-06-27
inside,1412,2020-06-27
sees,1411,2020-06-27
pandemi,1411,2020-06-27
intensif,1410,2020-06-27
aquí,1409,2020-06-27
dont,1406,2020-06-27
lack,1403,2020-06-27
folks,1401,2020-06-27
either,1400,2020-06-27
28,1400,2020-06-27
beach,1394,2020-06-27
petition,1391,2020-06-27
england,1387,2020-06-27
major,1386,2020-06-27
washington,1386,2020-06-27
vaccines,1385,2020-06-27
late,1384,2020-06-27
outside,1381,2020-06-27
survey,1377,2020-06-27
company,1376,2020-06-27
mortes,1370,2020-06-27
akan,1366,2020-06-27
और,1365,2020-06-27
till,1364,2020-06-27
attention,1362,2020-06-27
mundial,1361,2020-06-27
policy,1361,2020-06-27
behind,1361,2020-06-27
general,1360,2020-06-27
msnbc,1360,2020-06-27
cuomo,1360,2020-06-27
brain,1356,2020-06-27
healthy,1354,2020-06-27
putting,1354,2020-06-27
127,1353,2020-06-27
viral,1352,2020-06-27
mal,1352,2020-06-27
mark,1352,2020-06-27
hai,1352,2020-06-27
22,1350,2020-06-27
immunity,1349,2020-06-27
effects,1349,2020-06-27
fl,1348,2020-06-27
mass,1347,2020-06-27
stand,1345,2020-06-27
showing,1344,2020-06-27
29,1340,2020-06-27
industry,1339,2020-06-27
worldwide,1339,2020-06-27
favor,1338,2020-06-27
por,1336,2020-06-27
se,1334,2020-06-27
mike,1333,2020-06-27
recuperados,1333,2020-06-27
history,1332,2020-06-27
barcelona,1332,2020-06-27
lose,1331,2020-06-27
viernes,1330,2020-06-27
tracing,1328,2020-06-27
fine,1327,2020-06-27
demand,1327,2020-06-27
países,1326,2020-06-27
asymptomatic,1325,2020-06-27
australia,1323,2020-06-27
large,1321,2020-06-27
recorded,1321,2020-06-27
hospitalizations,1318,2020-06-27
knows,1317,2020-06-27
mejor,1317,2020-06-27
ready,1317,2020-06-27
im,1317,2020-06-27
obamacare,1316,2020-06-27
indonesia,1312,2020-06-27
coronavirus,223328,2020-06-15
covid,210797,2020-06-15
19,199463,2020-06-15
covid19,175800,2020-06-15
cases,45547,2020-06-15
new,38378,2020-06-15
amp,37020,2020-06-15
people,36666,2020-06-15
pandemic,29924,2020-06-15
us,24729,2020-06-15
trump,23228,2020-06-15
via,22469,2020-06-15
casos,19633,2020-06-15
health,19560,2020-06-15
virus,18477,2020-06-15
news,18026,2020-06-15
like,17499,2020-06-15
get,17383,2020-06-15
one,17199,2020-06-15
2020,16823,2020-06-15
deaths,16563,2020-06-15
realdonaldtrump,15440,2020-06-15
000,14851,2020-06-15
time,14318,2020-06-15
15,14081,2020-06-15
lockdown,14061,2020-06-15
help,13613,2020-06-15
china,13609,2020-06-15
today,13232,2020-06-15
still,12829,2020-06-15
world,12785,2020-06-15
da,12635,2020-06-15
si,12428,2020-06-15
crisis,12406,2020-06-15
would,11973,2020-06-15
know,11921,2020-06-15
need,11896,2020-06-15
pandemia,11670,2020-06-15
due,11632,2020-06-15
june,11624,2020-06-15
please,11580,2020-06-15
positive,11569,2020-06-15
testing,10999,2020-06-15
many,10981,2020-06-15
day,10925,2020-06-15
back,10887,2020-06-15
state,10743,2020-06-15
test,10740,2020-06-15
see,10702,2020-06-15
go,10624,2020-06-15
could,10432,2020-06-15
going,10364,2020-06-15
government,10300,2020-06-15
total,10090,2020-06-15
read,9967,2020-06-15
di,9945,2020-06-15
take,9847,2020-06-15
may,9847,2020-06-15
social,9576,2020-06-15
work,9575,2020-06-15
home,9559,2020-06-15
corona,9411,2020-06-15
re,9336,2020-06-15
even,9110,2020-06-15
mask,9062,2020-06-15
masks,9033,2020-06-15
10,9014,2020-06-15
india,8816,2020-06-15
says,8786,2020-06-15
first,8760,2020-06-15
death,8711,2020-06-15
na,8701,2020-06-15
good,8669,2020-06-15
patients,8612,2020-06-15
care,8604,2020-06-15
live,8534,2020-06-15
spread,8477,2020-06-15
use,8446,2020-06-15
public,8408,2020-06-15
also,8287,2020-06-15
