date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-09-29,5531,2598,25853,1941,,6349,128472,162994,135553,18837,1482,5156,,1636,1206,5014,1424,1792,2581,1899,2670,5948,30881,13712
