date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-06-05,7165,2110,35005,2212,,8717,231660,209458,165988,20048,4919,7765,,2350,1712,8932,2818,3250,2567,1871,2789,2519,18646,17083
2020-09-07,3503,1557,29889,1631,,5770,130282,152622,106259,13242,2707,4223,,1409,1574,4299,,,3062,1167,2573,4419,16293,13292
2020-06-02,7894,2068,33803,2100,,10552,255051,219113,187702,19683,5656,7007,,1944,,5986,2253,2681,2006,,2109,2664,20094,18913
