date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-03-31,5907,2107,23045,2533,,13941,309257,146153,171687,14254,4962,3496,1753,2956,2754,6845,,,1743,,1468,,34108,25056
2020-08-11,4969,2065,40757,1877,,7838,192091,216841,155341,16647,2061,4288,,1898,1708,7464,1512,1477,1848,,1896,6943,25183,18537
