date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-06-06,4164,1640,33594,1648,,8697,194137,171276,142579,16231,5004,5749,,2445,1800,8335,1986,2640,2027,1929,2445,1992,17119,15240
2020-05-31,5613,1872,35599,2134,,9392,234654,175614,156450,18676,5393,5506,,2397,1904,5935,2216,1948,1900,,3696,2359,23027,19610
