date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-10-02,3702,1589,18121,4424,,7421,200634,245559,180743,10838,3207,2889,,6924,20926,12630,,,2351,,2707,2830,246063,36635
2020-09-26,2398,1556,21281,1389,,5231,93899,122106,77298,14416,1753,2142,845,1033,1009,5149,,,1492,805,2226,1834,16031,11281
2020-08-12,5319,1831,31390,1922,,7996,171012,196333,139835,18644,2079,6141,,1679,1767,7997,1288,1798,2252,,1677,6590,20710,16824
