term,amount,date
plus,3693,2020-10-12
made,3683,2020-10-12
monday,3682,2020-10-12
look,3677,2020-10-12
india,3675,2020-10-12
van,3666,2020-10-12
update,3661,2020-10-12
het,3658,2020-10-12
use,3653,2020-10-12
gt,3651,2020-10-12
che,3640,2020-10-12
usa,3636,2020-10-12
ca,3626,2020-10-12
free,3573,2020-10-12
daily,3549,2020-10-12
end,3548,2020-10-12
impact,3547,2020-10-12
13,3539,2020-10-12
report,3536,2020-10-12
ahora,3535,2020-10-12
twitter,3528,2020-10-12
to,3528,2020-10-12
person,3519,2020-10-12
three,3507,2020-10-12
family,3498,2020-10-12
city,3496,2020-10-12
without,3471,2020-10-12
economy,3466,2020-10-12
infection,3464,2020-10-12
weeks,3426,2020-10-12
nothing,3425,2020-10-12
der,3424,2020-10-12
immune,3403,2020-10-12
tier,3390,2020-10-12
real,3375,2020-10-12
around,3367,2020-10-12
medical,3348,2020-10-12
outbreak,3342,2020-10-12
second,3333,2020-10-12
wearing,3314,2020-10-12
times,3312,2020-10-12
election,3309,2020-10-12
qui,3308,2020-10-12
believe,3304,2020-10-12
in,3302,2020-10-12
cnn,3273,2020-10-12
children,3270,2020-10-12
ve,3266,2020-10-12
recovery,3263,2020-10-12
confirmed,3261,2020-10-12
local,3254,2020-10-12
years,3251,2020-10-12
100,3241,2020-10-12
hearing,3230,2020-10-12
put,3227,2020-10-12
15,3220,2020-10-12
numbers,3212,2020-10-12
next,3212,2020-10-12
14,3212,2020-10-12
dans,3207,2020-10-12
thing,3199,2020-10-12
joebiden,3186,2020-10-12
relief,3176,2020-10-12
anyone,3139,2020-10-12
yet,3122,2020-10-12
watch,3121,2020-10-12
contagios,3119,2020-10-12
disease,3098,2020-10-12
big,3094,2020-10-12
días,3075,2020-10-12
media,3074,2020-10-12
ever,3065,2020-10-12
far,3061,2020-10-12
und,3050,2020-10-12
done,3050,2020-10-12
schools,3038,2020-10-12
money,3032,2020-10-12
open,3032,2020-10-12
post,3025,2020-10-12
find,3008,2020-10-12
hope,3007,2020-10-12
away,3001,2020-10-12
others,2984,2020-10-12
ne,2983,2020-10-12
mais,2968,2020-10-12
trial,2967,2020-10-12
and,2966,2020-10-12
county,2955,2020-10-12
students,2953,2020-10-12
reports,2930,2020-10-12
doctor,2914,2020-10-12
economic,2908,2020-10-12
working,2892,2020-10-12
senate,2883,2020-10-12
healthcare,2879,2020-10-12
already,2877,2020-10-12
sick,2874,2020-10-12
video,2863,2020-10-12
start,2855,2020-10-12
ce,2850,2020-10-12
countries,2845,2020-10-12
give,2828,2020-10-12
research,2824,2020-10-12
best,2819,2020-10-12
50,2813,2020-10-12
oh,2809,2020-10-12
things,2805,2020-10-12
scientists,2802,2020-10-12
survive,2790,2020-10-12
thanks,2785,2020-10-12
court,2780,2020-10-12
job,2779,2020-10-12
super,2778,2020-10-12
someone,2777,2020-10-12
mundo,2775,2020-10-12
thank,2766,2020-10-12
unexplained,2757,2020-10-12
sure,2742,2020-10-12
infections,2739,2020-10-12
republicans,2724,2020-10-12
covid_19,2722,2020-10-12
show,2715,2020-10-12
part,2697,2020-10-12
tell,2692,2020-10-12
va,2689,2020-10-12
youtube,2685,2020-10-12
england,2670,2020-10-12
protect,2664,2020-10-12
30,2638,2020-10-12
mil,2622,2020-10-12
old,2617,2020-10-12
rules,2615,2020-10-12
measures,2615,2020-10-12
treatment,2605,2020-10-12
check,2604,2020-10-12
das,2599,2020-10-12
follow,2591,2020-10-12
borisjohnson,2573,2020-10-12
important,2557,2020-10-12
vacuna,2556,2020-10-12
top,2551,2020-10-12
barrett,2546,2020-10-12
population,2545,2020-10-12
needs,2538,2020-10-12
taking,2536,2020-10-12
it,2528,2020-10-12
symptoms,2527,2020-10-12
continue,2519,2020-10-12
personas,2516,2020-10-12
article,2514,2020-10-12
across,2511,2020-10-12
rise,2508,2020-10-12
democrats,2499,2020-10-12
coming,2489,2020-10-12
sars,2488,2020-10-12
hoy,2486,2020-10-12
story,2474,2020-10-12
travel,2474,2020-10-12
fight,2470,2020-10-12
puede,2462,2020-10-12
enough,2441,2020-10-12
spreading,2440,2020-10-12
god,2427,2020-10-12
party,2418,2020-10-12
of,2418,2020-10-12
saying,2416,2020-10-12
love,2409,2020-10-12
updates,2396,2020-10-12
staff,2388,2020-10-12
safety,2379,2020-10-12
full,2377,2020-10-12
using,2376,2020-10-12
less,2374,2020-10-12
always,2370,2020-10-12
día,2359,2020-10-12
surfaces,2358,2020-10-12
pm,2357,2020-10-12
market,2357,2020-10-12
call,2357,2020-10-12
worse,2356,2020-10-12
ago,2354,2020-10-12
france,2354,2020-10-12
sarsmustend,2349,2020-10-12
point,2346,2020-10-12
medidas,2346,2020-10-12
community,2342,2020-10-12
em,2339,2020-10-12
mayor,2338,2020-10-12
information,2328,2020-10-12
potus,2327,2020-10-12
lee,2325,2020-10-12
vous,2317,2020-10-12
national,2308,2020-10-12
lies,2308,2020-10-12
bad,2304,2020-10-12
remember,2302,2020-10-12
tweet,2301,2020-10-12
told,2295,2020-10-12
país,2286,2020-10-12
something,2272,2020-10-12
quarantine,2266,2020-10-12
méxico,2264,2020-10-12
experts,2262,2020-10-12
qu,2260,2020-10-12
trying,2256,2020-10-12
dos,2256,2020-10-12
mental,2249,2020-10-12
ai,2248,2020-10-12
human,2246,2020-10-12
join,2243,2020-10-12
event,2240,2020-10-12
par,2237,2020-10-12
distancing,2233,2020-10-12
herd,2229,2020-10-12
wave,2212,2020-10-12
lost,2207,2020-10-12
hours,2201,2020-10-12
solo,2195,2020-10-12
een,2192,2020-10-12
online,2192,2020-10-12
actually,2192,2020-10-12
cause,2189,2020-10-12
including,2178,2020-10-12
positivo,2172,2020-10-12
place,2169,2020-10-12
breaking,2160,2020-10-12
muertes,2153,2020-10-12
change,2152,2020-10-12
yes,2145,2020-10-12
thousands,2143,2020-10-12
recovered,2142,2020-10-12
yang,2138,2020-10-12
least,2138,2020-10-12
feel,2135,2020-10-12
normal,2125,2020-10-12
ser,2125,2020-10-12
millions,2121,2020-10-12
shit,2120,2020-10-12
according,2119,2020-10-12
march,2111,2020-10-12
learn,2110,2020-10-12
gente,2105,2020-10-12
ad,2102,2020-10-12
contact,2097,2020-10-12
making,2096,2020-10-12
lot,2096,2020-10-12
16,2096,2020-10-12
shows,2092,2020-10-12
team,2086,2020-10-12
close,2086,2020-10-12
active,2077,2020-10-12
evidence,2077,2020-10-12
de,2074,2020-10-12
taken,2065,2020-10-12
mean,2064,2020-10-12
might,2060,2020-10-12
bill,2052,2020-10-12
caso,2051,2020-10-12
this,2051,2020-10-12
despite,2049,2020-10-12
rt,2040,2020-10-12
sa,2039,2020-10-12
used,2035,2020-10-12
maybe,2031,2020-10-12
cuarentena,2031,2020-10-12
businesses,2030,2020-10-12
chinese,2028,2020-10-12
minister,2019,2020-10-12
ist,2005,2020-10-12
covidbriefing,2005,2020-10-12
possible,2004,2020-10-12
hard,2000,2020-10-12
200,1999,2020-10-12
doctors,1996,2020-10-12
anti,1996,2020-10-12
ll,1993,2020-10-12
joe,1989,2020-10-12
influenza,1988,2020-10-12
anything,1985,2020-10-12
europe,1982,2020-10-12
gobierno,1979,2020-10-12
hit,1975,2020-10-12
com,1971,2020-10-12
finds,1962,2020-10-12
following,1962,2020-10-12
called,1942,2020-10-12
octubre,1940,2020-10-12
mike,1935,2020-10-12
you,1933,2020-10-12
results,1930,2020-10-12
left,1929,2020-10-12
political,1928,2020-10-12
air,1928,2020-10-12
casa,1921,2020-10-12
talk,1917,2020-10-12
leaders,1913,2020-10-12
everything,1909,2020-10-12
amid,1907,2020-10-12
fact,1903,2020-10-12
true,1902,2020-10-12
eu,1897,2020-10-12
fake,1896,2020-10-12
truth,1892,2020-10-12
situation,1890,2020-10-12
york,1889,2020-10-12
common,1888,2020-10-12
is,1886,2020-10-12
on,1885,2020-10-12
fear,1881,2020-10-12
casi,1881,2020-10-12
looking,1879,2020-10-12
future,1878,2020-10-12
hospitals,1877,2020-10-12
qingdao,1877,2020-10-12
evitar,1867,2020-10-12
25,1865,2020-10-12
fuck,1865,2020-10-12
bien,1864,2020-10-12
pay,1853,2020-10-12
kids,1852,2020-10-12
workers,1850,2020-10-12
scotus,1850,2020-10-12
longer,1846,2020-10-12
pcr,1846,2020-10-12
month,1845,2020-10-12
link,1845,2020-10-12
met,1844,2020-10-12
food,1842,2020-10-12
increase,1838,2020-10-12
nicht,1838,2020-10-12
save,1836,2020-10-12
wrong,1834,2020-10-12
set,1827,2020-10-12
hands,1819,2020-10-12
instead,1819,2020-10-12
nous,1810,2020-10-12
12oct,1802,2020-10-12
no,1800,2020-10-12
women,1797,2020-10-12
etc,1794,2020-10-12
través,1791,2020-10-12
level,1791,2020-10-12
dat,1786,2020-10-12
vaccines,1780,2020-10-12
cas,1780,2020-10-12
means,1779,2020-10-12
families,1779,2020-10-12
cov,1772,2020-10-12
north,1772,2020-10-12
supreme,1769,2020-10-12
info,1769,2020-10-12
soon,1763,2020-10-12
ini,1760,2020-10-12
self,1753,2020-10-12
venezuela,1749,2020-10-12
spreader,1747,2020-10-12
positivos,1746,2020-10-12
dying,1743,2020-10-12
app,1742,2020-10-12
found,1732,2020-10-12
ça,1726,2020-10-12
lying,1722,2020-10-12
avec,1719,2020-10-12
millones,1715,2020-10-12
kill,1712,2020-10-12
18,1707,2020-10-12
highest,1704,2020-10-12
stupid,1699,2020-10-12
likely,1699,2020-10-12
record,1699,2020-10-12
different,1697,2020-10-12
fucking,1696,2020-10-12
based,1692,2020-10-12
españa,1689,2020-10-12
whole,1689,2020-10-12
united,1684,2020-10-12
dies,1684,2020-10-12
wo,1683,2020-10-12
thought,1682,2020-10-12
available,1671,2020-10-12
share,1666,2020-10-12
education,1663,2020-10-12
friends,1663,2020-10-12
seen,1662,2020-10-12
nba,1659,2020-10-12
sense,1658,2020-10-12
meses,1657,2020-10-12
im,1655,2020-10-12
related,1655,2020-10-12
puebloenresistenciaantiimperialista,1654,2020-10-12
little,1653,2020-10-12
sont,1652,2020-10-12
wants,1649,2020-10-12
age,1646,2020-10-12
op,1646,2020-10-12
act,1639,2020-10-12
killed,1638,2020-10-12
current,1632,2020-10-12
four,1630,2020-10-12
together,1627,2020-10-12
patient,1621,2020-10-12
listen,1620,2020-10-12
jobs,1617,2020-10-12
leadership,1615,2020-10-12
não,1613,2020-10-12
pro,1610,2020-10-12
makes,1609,2020-10-12
así,1609,2020-10-12
for,1607,2020-10-12
else,1607,2020-10-12
99,1604,2020-10-12
niet,1604,2020-10-12
2021,1603,2020-10-12
understand,1599,2020-10-12
almost,1598,2020-10-12
22,1595,2020-10-12
game,1594,2020-10-12
cure,1593,2020-10-12
mcconnell,1593,2020-10-12
he,1589,2020-10-12
low,1588,2020-10-12
past,1587,2020-10-12
en,1587,2020-10-12
early,1586,2020-10-12
trials,1585,2020-10-12
among,1584,2020-10-12
nhs,1582,2020-10-12
stimulus,1581,2020-10-12
la,1581,2020-10-12
damage,1580,2020-10-12
sign,1574,2020-10-12
215,1573,2020-10-12
primer,1572,2020-10-12
infectious,1571,2020-10-12
knew,1565,2020-10-12
industry,1563,2020-10-12
we,1562,2020-10-12
gets,1559,2020-10-12
untuk,1557,2020-10-12
members,1556,2020-10-12
tras,1553,2020-10-12
poor,1553,2020-10-12
liverpool,1549,2020-10-12
reason,1544,2020-10-12
foxnews,1541,2020-10-12
wait,1540,2020-10-12
21,1539,2020-10-12
south,1538,2020-10-12
guidelines,1538,2020-10-12
prevent,1535,2020-10-12
muertos,1530,2020-10-12
office,1527,2020-10-12
senator,1527,2020-10-12
become,1523,2020-10-12
pruebas,1522,2020-10-12
presidente,1520,2020-10-12
question,1517,2020-10-12
lie,1516,2020-10-12
season,1512,2020-10-12
caused,1511,2020-10-12
als,1511,2020-10-12
chief,1510,2020-10-12
power,1508,2020-10-12
hear,1507,2020-10-12
announced,1503,2020-10-12
probably,1502,2020-10-12
given,1501,2020-10-12
pauses,1500,2020-10-12
failed,1499,2020-10-12
nation,1495,2020-10-12
term,1490,2020-10-12
september,1489,2020-10-12
fallecidos,1489,2020-10-12
toll,1489,2020-10-12
menos,1488,2020-10-12
argentina,1487,2020-10-12
hey,1487,2020-10-12
17,1486,2020-10-12
rates,1484,2020-10-12
took,1483,2020-10-12
worst,1483,2020-10-12
er,1483,2020-10-12
co,1481,2020-10-12
result,1480,2020-10-12
paused,1479,2020-10-12
rallies,1477,2020-10-12
key,1477,2020-10-12
zu,1475,2020-10-12
sunday,1474,2020-10-12
republican,1471,2020-10-12
warns,1470,2020-10-12
diagnosis,1470,2020-10-12
brasil,1468,2020-10-12
seems,1467,2020-10-12
small,1466,2020-10-12
horas,1466,2020-10-12
wow,1464,2020-10-12
events,1463,2020-10-12
order,1463,2020-10-12
ask,1461,2020-10-12
especially,1460,2020-10-12
behind,1458,2020-10-12
maga,1454,2020-10-12
graham,1454,2020-10-12
university,1449,2020-10-12
talking,1448,2020-10-12
officials,1448,2020-10-12
drug,1448,2020-10-12
dari,1447,2020-10-12
gov,1447,2020-10-12
principal,1446,2020-10-12
ou,1446,2020-10-12
run,1432,2020-10-12
dengan,1432,2020-10-12
sono,1431,2020-10-12
rest,1430,2020-10-12
semana,1429,2020-10-12
areas,1425,2020-10-12
votebiden,1425,2020-10-12
sarscov2,1422,2020-10-12
um,1419,2020-10-12
00,1417,2020-10-12
try,1417,2020-10-12
después,1414,2020-10-12
questions,1412,2020-10-12
canada,1412,2020-10-12
lol,1410,2020-10-12
deadly,1408,2020-10-12
looks,1405,2020-10-12
false,1405,2020-10-12
able,1402,2020-10-12
all,1401,2020-10-12
happy,1400,2020-10-12
leader,1399,2020-10-12
vía,1398,2020-10-12
hace,1397,2020-10-12
citizens,1396,2020-10-12
issues,1393,2020-10-12
ok,1392,2020-10-12
mit,1390,2020-10-12
lunes,1386,2020-10-12
course,1384,2020-10-12
rising,1374,2020-10-12
amy,1373,2020-10-12
five,1372,2020-10-12
problem,1369,2020-10-12
den,1369,2020-10-12
deal,1363,2020-10-12
covid19uk,1363,2020-10-12
reinfection,1362,2020-10-12
vs,1361,2020-10-12
administration,1361,2020-10-12
claims,1361,2020-10-12
coronavirusuk,1358,2020-10-12
tax,1355,2020-10-12
affected,1354,2020-10-12
nuevo,1354,2020-10-12
petition,1353,2020-10-12
hell,1350,2020-10-12
dice,1347,2020-10-12
homes,1346,2020-10-12
within,1344,2020-10-12
trumpvirus,1341,2020-10-12
reconfinement,1341,2020-10-12
mitch,1340,2020-10-12
debate,1337,2020-10-12
nearly,1330,2020-10-12
sad,1329,2020-10-12
vulnerable,1328,2020-10-12
visit,1326,2020-10-12
trust,1323,2020-10-12
continues,1323,2020-10-12
majority,1323,2020-10-12
tennessee,1323,2020-10-12
ils,1322,2020-10-12
alert,1320,2020-10-12
closed,1318,2020-10-12
short,1318,2020-10-12
clear,1316,2020-10-12
entire,1316,2020-10-12
single,1315,2020-10-12
на,1313,2020-10-12
politics,1312,2020-10-12
un,1311,2020-10-12
stand,1311,2020-10-12
police,1310,2020-10-12
group,1304,2020-10-12
covidー19,1304,2020-10-12
auf,1304,2020-10-12
hoax,1302,2020-10-12
lab,1299,2020-10-12
twice,1299,2020-10-12
método,1296,2020-10-12
phone,1293,2020-10-12
issue,1293,2020-10-12
words,1293,2020-10-12
shut,1291,2020-10-12
estudio,1291,2020-10-12
failure,1289,2020-10-12
weekend,1287,2020-10-12
500,1287,2020-10-12
wearamask,1286,2020-10-12
hold,1285,2020-10-12
lied,1283,2020-10-12
serious,1282,2020-10-12
consecutive,1282,2020-10-12
that,1282,2020-10-12
force,1279,2020-10-12
breitbartnews,1278,2020-10-12
history,1278,2020-10-12
45,1278,2020-10-12
killing,1275,2020-10-12
wonder,1273,2020-10-12
head,1273,2020-10-12
40,1273,2020-10-12
seriously,1272,2020-10-12
govt,1269,2020-10-12
young,1268,2020-10-12
hi,1268,2020-10-12
action,1266,2020-10-12
mas,1265,2020-10-12
harris,1265,2020-10-12
comes,1264,2020-10-12
digital,1264,2020-10-12
services,1264,2020-10-12
thread,1263,2020-10-12
interesting,1262,2020-10-12
area,1261,2020-10-12
el,1261,2020-10-12
ahead,1260,2020-10-12
superspreader,1258,2020-10-12
últimas,1257,2020-10-12
higher,1256,2020-10-12
ont,1256,2020-10-12
lindsey,1255,2020-10-12
años,1253,2020-10-12
physician,1252,2020-10-12
transmission,1250,2020-10-12
allowed,1250,2020-10-12
provide,1249,2020-10-12
thinks,1248,2020-10-12
emergency,1247,2020-10-12
macron,1247,2020-10-12
hand,1246,2020-10-12
strategy,1246,2020-10-12
personal,1240,2020-10-12
tak,1238,2020-10-12
though,1238,2020-10-12
cost,1237,2020-10-12
idea,1237,2020-10-12
healthy,1234,2020-10-12
whitehouse,1233,2020-10-12
ready,1229,2020-10-12
hospitalized,1228,2020-10-12
von,1227,2020-10-12
service,1225,2020-10-12
enfermedad,1223,2020-10-12
debt,1223,2020-10-12
70,1221,2020-10-12
covid__19,1218,2020-10-12
matter,1217,2020-10-12
hacer,1216,2020-10-12
red,1216,2020-10-12
six,1215,2020-10-12
win,1214,2020-10-12
critical,1214,2020-10-12
27,1213,2020-10-12
ones,1211,2020-10-12
not,1211,2020-10-12
tout,1211,2020-10-12
regeneron,1209,2020-10-12
conditions,1209,2020-10-12
mal,1209,2020-10-12
guess,1205,2020-10-12
voting,1205,2020-10-12
2019,1204,2020-10-12
nevada,1203,2020-10-12
219,1198,2020-10-12
source,1197,2020-10-12
antibody,1195,2020-10-12
pandemi,1194,2020-10-12
general,1194,2020-10-12
surge,1194,2020-10-12
cuarentenas,1192,2020-10-12
facts,1185,2020-10-12
tv,1185,2020-10-12
supporters,1184,2020-10-12
started,1183,2020-10-12
california,1181,2020-10-12
madrid,1181,2020-10-12
pacientes,1180,2020-10-12
sama,1177,2020-10-12
reporting,1177,2020-10-12
virtual,1175,2020-10-12
dit,1173,2020-10-12
vez,1172,2020-10-12
150,1170,2020-10-12
damn,1169,2020-10-12
living,1166,2020-10-12
late,1166,2020-10-12
nacional,1165,2020-10-12
november,1165,2020-10-12
morning,1163,2020-10-12
australia,1163,2020-10-12
según,1162,2020-10-12
interview,1161,2020-10-12
exposed,1160,2020-10-12
avoid,1159,2020-10-12
कर,1156,2020-10-12
hearings,1151,2020-10-12
plans,1149,2020-10-12
company,1148,2020-10-12
pre,1147,2020-10-12
guy,1147,2020-10-12
spike,1145,2020-10-12
responsible,1145,2020-10-12
staysafe,1144,2020-10-12
37,1140,2020-10-12
war,1139,2020-10-12
90,1138,2020-10-12
effective,1137,2020-10-12
handling,1133,2020-10-12
needed,1133,2020-10-12
play,1133,2020-10-12
vida,1133,2020-10-12
aux,1133,2020-10-12
winter,1132,2020-10-12
voor,1130,2020-10-12
created,1130,2020-10-12
private,1129,2020-10-12
law,1126,2020-10-12
focus,1125,2020-10-12
kesehatan,1122,2020-10-12
60,1122,2020-10-12
controlar,1121,2020-10-12
currently,1120,2020-10-12
dangerous,1119,2020-10-12
lack,1118,2020-10-12
fall,1118,2020-10-12
confirmation,1115,2020-10-12
contagio,1115,2020-10-12
pubs,1114,2020-10-12
half,1113,2020-10-12
went,1112,2020-10-12
peut,1111,2020-10-12
participant,1111,2020-10-12
zero,1110,2020-10-12
tomorrow,1109,2020-10-12
contre,1109,2020-10-12
buy,1106,2020-10-12
pass,1106,2020-10-12
yg,1105,2020-10-12
fin,1104,2020-10-12
came,1104,2020-10-12
released,1104,2020-10-12
learning,1104,2020-10-12
mark,1102,2020-10-12
residents,1102,2020-10-12
clinical,1102,2020-10-12
date,1100,2020-10-12
causes,1098,2020-10-12
knows,1096,2020-10-12
jours,1095,2020-10-12
chance,1094,2020-10-12
large,1093,2020-10-12
kamalaharris,1091,2020-10-12
cancer,1091,2020-10-12
list,1088,2020-10-12
spain,1087,2020-10-12
takes,1084,2020-10-12
senmikelee,1083,2020-10-12
della,1081,2020-10-12
novel,1080,2020-10-12
press,1079,2020-10-12
access,1079,2020-10-12
london,1078,2020-10-12
bidenharris2020,1078,2020-10-12
sobrevivir,1077,2020-10-12
blame,1077,2020-10-12
ver,1075,2020-10-12
fait,1075,2020-10-12
aquí,1074,2020-10-12
society,1073,2020-10-12
federal,1072,2020-10-12
für,1072,2020-10-12
zijn,1072,2020-10-12
noticias,1072,2020-10-12
governor,1070,2020-10-12
votethemallout,1070,2020-10-12
move,1069,2020-10-12
website,1069,2020-10-12
masker,1067,2020-10-12
yeah,1067,2020-10-12
lead,1065,2020-10-12
line,1065,2020-10-12
happen,1065,2020-10-12
financial,1062,2020-10-12
être,1062,2020-10-12
sen,1061,2020-10-12
prevención,1061,2020-10-12
nursing,1058,2020-10-12
effects,1058,2020-10-12
indonesia,1057,2020-10-12
return,1057,2020-10-12
black,1057,2020-10-12
minutes,1056,2020-10-12
journal,1055,2020-10-12
exactly,1054,2020-10-12
coronavirus,304779,2020-05-10
covid19,200975,2020-05-10
covid,189520,2020-05-10
19,177798,2020-05-10
nan,62944,2020-05-10
people,48088,2020-05-10
amp,43379,2020-05-10
new,39234,2020-05-10
cases,37403,2020-05-10
trump,35514,2020-05-10
us,32083,2020-05-10
via,31892,2020-05-10
pandemic,30156,2020-05-10
lockdown,29892,2020-05-10
virus,29576,2020-05-10
deaths,26604,2020-05-10
like,23222,2020-05-10
news,23014,2020-05-10
realdonaldtrump,22480,2020-05-10
china,21786,2020-05-10
get,21698,2020-05-10
one,21560,2020-05-10
10,20977,2020-05-10
000,20169,2020-05-10
day,18929,2020-05-10
world,18600,2020-05-10
may,18258,2020-05-10
time,17627,2020-05-10
would,17570,2020-05-10
death,17220,2020-05-10
home,17097,2020-05-10
go,16982,2020-05-10
know,16693,2020-05-10
health,16533,2020-05-10
stay,16475,2020-05-10
government,15478,2020-05-10
2020,15462,2020-05-10
et,15108,2020-05-10
casos,14961,2020-05-10
work,14944,2020-05-10
positive,14855,2020-05-10
back,14853,2020-05-10
could,14798,2020-05-10
see,14718,2020-05-10
di,14425,2020-05-10
need,14414,2020-05-10
uk,14332,2020-05-10
si,14081,2020-05-10
many,13729,2020-05-10
die,13638,2020-05-10
test,13064,2020-05-10
il,12943,2020-05-10
going,12878,2020-05-10
crisis,12801,2020-05-10
even,12677,2020-05-10
think,12389,2020-05-10
da,12284,2020-05-10
help,12258,2020-05-10
still,12255,2020-05-10
please,12102,2020-05-10
country,11887,2020-05-10
total,11882,2020-05-10
est,11657,2020-05-10
good,11596,2020-05-10
today,11442,2020-05-10
state,11393,2020-05-10
take,11271,2020-05-10
du,11058,2020-05-10
corona,11048,2020-05-10
says,11047,2020-05-10
want,10988,2020-05-10
des,10950,2020-05-10
house,10923,2020-05-10
response,10698,2020-05-10
the,10534,2020-05-10
re,10417,2020-05-10
first,10395,2020-05-10
quarantine,10345,2020-05-10
due,10318,2020-05-10
president,10257,2020-05-10
make,10198,2020-05-10
per,10174,2020-05-10
na,10062,2020-05-10
patients,10024,2020-05-10
white,9980,2020-05-10
