date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-09-15,4140,2185,24477,1595,,5573,128569,159071,101621,14183,1494,3447,,1310,1506,4689,,,2233,1006,2362,3883,29197,15010
2020-05-02,6279,2161,35555,2008,,11584,315514,193697,158134,28794,4070,7746,,3105,3069,5005,3335,2668,2421,,1740,1947,28544,23921
