date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-06-13,4028,1789,37042,1572,,8580,186410,160232,134635,13948,3289,4070,,1777,1921,6991,1823,2559,2883,1464,1275,1352,17047,15223
2020-06-07,3841,1302,36179,2101,,9452,197746,162570,144295,18535,4073,5757,,2319,1683,5301,1826,2126,1887,1839,2095,2038,14443,15971
2020-04-30,9522,2861,35239,3634,,13626,337943,232681,231650,27128,5309,8846,,3444,,5782,3597,3523,2442,,2320,2820,39755,27479
