date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-08-06,5252,2194,32864,2119,,7432,178325,201944,139189,17347,2297,4679,,2100,1708,8571,1619,2125,1999,,2235,7251,38225,18672
2020-09-20,2396,1324,19766,1214,,4808,90292,108028,86437,12878,1414,2654,,1090,1191,3897,,,1300,704,1970,2305,16418,10310
