date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-06-29,6636,2527,51316,4671,1853,9048,216784,215507,166199,19374,4193,5217,,2552,2172,13232,2370,4054,4083,2569,2154,3288,22770,21721
2020-08-01,3962,1563,31528,2478,,7659,163669,158019,108266,17288,2603,4009,,1938,1686,7282,2032,1327,2131,1074,1569,6373,23582,16858
2020-03-23,4044,1957,14989,2679,,8763,245729,84031,71684,4661,3646,2901,,1797,1007,2565,,,1107,,,1207,19862,15364
