date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-07-02,6608,2038,58712,4134,,7916,212732,212170,153657,18217,4155,9160,,2355,4032,16886,2571,4345,4427,2739,2325,4725,34686,21346
