date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-10-09,4094,1924,28654,2681,,6290,129660,171228,119745,12032,2045,3242,,2227,1712,6755,,,3656,1421,2157,2987,55500,16409
2020-09-04,4021,2063,25881,1682,,6586,129969,169296,104374,15455,2420,4136,,1408,1372,4022,,941,1821,,2685,4227,18422,11651
