date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-09-08,4488,1759,37144,2145,,6600,147762,181750,136903,15521,3040,5005,,1527,1668,5592,1199,1344,3633,1930,3095,7695,19763,14687
