date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-04-06,6358,2537,23924,2316,,13394,336939,164911,179884,15266,4645,4496,1704,3994,2120,6371,,,2432,,1900,,36567,25240
2020-10-03,2938,1212,20939,2661,,5914,136538,183192,129828,11792,2983,2217,,3256,7070,10750,,,2417,,2822,1773,128456,24586
2020-05-05,9237,2749,34156,3107,,13034,332968,226726,215818,31157,5327,9227,,3513,,6402,5235,4655,3283,,2719,2804,40860,27537
