date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-09-23,4802,3268,26236,2257,,7320,128486,173461,138380,18110,1868,3881,,1447,1428,6144,,,1936,1365,2943,4408,27472,16826
2020-06-19,7201,2256,46300,3553,,8046,227608,213987,171299,17553,3839,5002,,2010,1764,14746,3084,3384,4112,2421,1943,2505,26630,19450
2020-05-29,7516,2354,35050,2490,,10312,257100,225451,179791,23766,4373,6078,,2526,,8380,3485,4372,2811,,2530,4358,28613,20781
