date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-04-22,9602,2618,30140,2749,,13649,352661,255660,218508,23883,5019,8188,,4016,2226,5006,4185,2418,2222,,,,39342,29608
2020-09-06,2309,1230,27215,1108,,5150,102780,115934,81385,12504,2022,3144,,1206,1297,3790,,,1922,1004,1441,2762,12310,10638
