date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-10-04,2621,1231,22992,2851,,5186,128024,170023,121797,10853,2090,3515,,3392,4563,11885,,,1604,,2156,2674,108895,22461
2020-07-12,3514,1674,49607,2407,,8491,197323,178734,119259,21818,3316,4058,,2301,3855,11764,2699,3478,2905,1866,1315,9882,30730,22123
