date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-09-28,4463,2020,27627,1873,,6421,121388,149802,119575,14295,1490,4039,,1764,1253,4431,997,970,2314,1085,2677,4534,20100,12321
2020-04-14,8269,2899,28412,2585,,12927,361836,200246,215634,21493,5703,11698,,4023,1905,4811,2803,1898,2143,,1829,2071,50145,27271
