date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-08-21,4459,1689,29576,1453,,6326,136490,162850,120210,14041,2225,3767,,1453,1147,5082,1227,1179,1897,982,2170,5068,14506,13957
2020-08-10,4724,2392,34344,1979,,6878,165109,181248,140184,17538,2327,3793,,1583,1576,7479,2122,1729,1745,,1477,10074,27037,17519
2020-09-19,2350,1629,20048,1182,,4805,92144,117301,70151,11884,1237,2323,,800,980,3653,,,2282,835,1440,2169,14276,10918
