date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-09-16,4723,2115,26627,1826,,5781,140511,175496,122202,16354,1933,4132,,1753,1597,8848,,,1661,,1761,4687,40915,17287
2020-08-05,5450,2838,31355,2561,,7467,171713,198217,140115,17999,2397,4508,,2220,1353,7185,2016,2182,2067,1229,2550,9197,37012,16766
