date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-05-21,9203,2873,40784,3711,,10922,317429,246092,173395,24187,5013,7960,,3234,1954,6742,4464,4712,2844,,2446,3536,36123,24380
