date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-06-26,6185,2650,59672,5202,,8532,213828,211967,165792,22990,4734,6202,,2471,2220,14040,2436,5707,4715,3954,2218,3036,36286,22962
2020-04-25,5962,2099,32024,2188,,12087,321032,186974,169710,23100,4035,6677,,4769,4170,4501,2995,1830,2197,,1698,,49049,24709
