term,amount,date
tuesday,3728,2020-07-14
pas,3728,2020-07-14
yes,3727,2020-07-14
follow,3713,2020-07-14
safety,3713,2020-07-14
fuck,3692,2020-07-14
dos,3689,2020-07-14
cnn,3681,2020-07-14
negative,3656,2020-07-14
actually,3652,2020-07-14
love,3641,2020-07-14
order,3638,2020-07-14
symptoms,3636,2020-07-14
bill,3635,2020-07-14
kong,3618,2020-07-14
saying,3616,2020-07-14
normal,3609,2020-07-14
team,3589,2020-07-14
hit,3580,2020-07-14
of,3579,2020-07-14
research,3579,2020-07-14
human,3575,2020-07-14
system,3567,2020-07-14
julio,3560,2020-07-14
hong,3558,2020-07-14
rise,3558,2020-07-14
día,3558,2020-07-14
continue,3552,2020-07-14
send,3551,2020-07-14
close,3538,2020-07-14
ahora,3534,2020-07-14
save,3532,2020-07-14
making,3514,2020-07-14
breaking,3505,2020-07-14
gente,3502,2020-07-14
pay,3502,2020-07-14
god,3499,2020-07-14
35,3497,2020-07-14
everything,3496,2020-07-14
infection,3496,2020-07-14
fall,3475,2020-07-14
market,3473,2020-07-14
situation,3463,2020-07-14
learn,3451,2020-07-14
taking,3433,2020-07-14
contact,3426,2020-07-14
economic,3420,2020-07-14
travel,3417,2020-07-14
place,3403,2020-07-14
healthcare,3389,2020-07-14
march,3371,2020-07-14
de,3364,2020-07-14
federal,3354,2020-07-14
medidas,3345,2020-07-14
future,3342,2020-07-14
anything,3341,2020-07-14
increase,3340,2020-07-14
higher,3340,2020-07-14
fear,3330,2020-07-14
distancing,3329,2020-07-14
education,3328,2020-07-14
infections,3326,2020-07-14
facemask,3325,2020-07-14
pacientes,3319,2020-07-14
might,3314,2020-07-14
up,3313,2020-07-14
hard,3305,2020-07-14
hoax,3305,2020-07-14
cuarentena,3300,2020-07-14
point,3298,2020-07-14
maybe,3298,2020-07-14
least,3293,2020-07-14
shut,3289,2020-07-14
fucking,3271,2020-07-14
va,3263,2020-07-14
south,3261,2020-07-14
political,3255,2020-07-14
leadership,3241,2020-07-14
immunity,3238,2020-07-14
obama,3219,2020-07-14
population,3213,2020-07-14
través,3187,2020-07-14
recovered,3183,2020-07-14
including,3182,2020-07-14
dying,3173,2020-07-14
así,3149,2020-07-14
doctors,3132,2020-07-14
solo,3121,2020-07-14
chinese,3121,2020-07-14
found,3119,2020-07-14
tells,3118,2020-07-14
feel,3105,2020-07-14
ll,3102,2020-07-14
lot,3101,2020-07-14
this,3099,2020-07-14
parents,3098,2020-07-14
vote,3096,2020-07-14
dans,3096,2020-07-14
50,3095,2020-07-14
une,3093,2020-07-14
officials,3086,2020-07-14
soon,3085,2020-07-14
eu,3085,2020-07-14
always,3081,2020-07-14
air,3069,2020-07-14
homes,3068,2020-07-14
it,3065,2020-07-14
cause,3064,2020-07-14
au,3052,2020-07-14
stupid,3046,2020-07-14
three,3038,2020-07-14
restrictions,3037,2020-07-14
true,3033,2020-07-14
using,3012,2020-07-14
doctor,3008,2020-07-14
join,3004,2020-07-14
related,3000,2020-07-14
brasil,2990,2020-07-14
spike,2976,2020-07-14
07,2967,2020-07-14
election,2959,2020-07-14
possible,2956,2020-07-14
wants,2953,2020-07-14
16,2948,2020-07-14
problem,2929,2020-07-14
no,2926,2020-07-14
wait,2925,2020-07-14
worst,2924,2020-07-14
month,2921,2020-07-14
cuomo,2916,2020-07-14
nursing,2914,2020-07-14
fox,2914,2020-07-14
link,2893,2020-07-14
hours,2884,2020-07-14
thought,2881,2020-07-14
small,2875,2020-07-14
police,2872,2020-07-14
kill,2870,2020-07-14
sign,2868,2020-07-14
closed,2866,2020-07-14
food,2860,2020-07-14
matter,2857,2020-07-14
likely,2851,2020-07-14
looking,2837,2020-07-14
relief,2813,2020-07-14
united,2809,2020-07-14
fact,2802,2020-07-14
office,2797,2020-07-14
mayor,2793,2020-07-14
van,2778,2020-07-14
info,2773,2020-07-14
reopen,2770,2020-07-14
mas,2766,2020-07-14
used,2764,2020-07-14
mean,2764,2020-07-14
early,2759,2020-07-14
little,2759,2020-07-14
donald,2757,2020-07-14
plus,2745,2020-07-14
france,2740,2020-07-14
qui,2731,2020-07-14
left,2729,2020-07-14
instead,2729,2020-07-14
told,2728,2020-07-14
pruebas,2726,2020-07-14
highest,2716,2020-07-14
makes,2712,2020-07-14
canada,2706,2020-07-14
días,2705,2020-07-14
final,2697,2020-07-14
friends,2697,2020-07-14
you,2696,2020-07-14
rt,2694,2020-07-14
talk,2692,2020-07-14
black,2688,2020-07-14
el,2684,2020-07-14
is,2684,2020-07-14
ne,2675,2020-07-14
based,2669,2020-07-14
um,2666,2020-07-14
nation,2665,2020-07-14
18,2662,2020-07-14
bbc,2662,2020-07-14
listen,2661,2020-07-14
ccp,2661,2020-07-14
return,2658,2020-07-14
wo,2644,2020-07-14
etc,2642,2020-07-14
nygovcuomo,2634,2020-07-14
understand,2626,2020-07-14
casa,2607,2020-07-14
personal,2607,2020-07-14
positivos,2595,2020-07-14
according,2592,2020-07-14
bien,2592,2020-07-14
international,2583,2020-07-14
leaders,2583,2020-07-14
evidence,2582,2020-07-14
share,2582,2020-07-14
lies,2578,2020-07-14
fake,2558,2020-07-14
together,2557,2020-07-14
vía,2553,2020-07-14
almost,2551,2020-07-14
govt,2537,2020-07-14
reason,2535,2020-07-14
coronavírus,2534,2020-07-14
available,2529,2020-07-14
sense,2522,2020-07-14
scientists,2520,2020-07-14
current,2518,2020-07-14
blame,2515,2020-07-14
ago,2513,2020-07-14
policy,2506,2020-07-14
families,2504,2020-07-14
half,2500,2020-07-14
called,2500,2020-07-14
measures,2498,2020-07-14
17,2488,2020-07-14
seems,2485,2020-07-14
for,2485,2020-07-14
remember,2478,2020-07-14
act,2476,2020-07-14
la,2473,2020-07-14
talking,2472,2020-07-14
potus,2467,2020-07-14
key,2466,2020-07-14
00,2464,2020-07-14
active,2463,2020-07-14
toll,2460,2020-07-14
govrondesantis,2459,2020-07-14
low,2458,2020-07-14
women,2453,2020-07-14
hey,2451,2020-07-14
spreading,2450,2020-07-14
hands,2444,2020-07-14
treatment,2443,2020-07-14
common,2443,2020-07-14
department,2440,2020-07-14
puede,2436,2020-07-14
millions,2433,2020-07-14
england,2429,2020-07-14
given,2413,2020-07-14
term,2410,2020-07-14
jobs,2409,2020-07-14
pm,2406,2020-07-14
set,2400,2020-07-14
politics,2396,2020-07-14
sur,2391,2020-07-14
nuevo,2389,2020-07-14
seen,2387,2020-07-14
coronaviruspandemic,2382,2020-07-14
ask,2379,2020-07-14
cómo,2371,2020-07-14
hear,2370,2020-07-14
phase,2367,2020-07-14
fallecidos,2364,2020-07-14
visit,2361,2020-07-14
thousands,2359,2020-07-14
anti,2352,2020-07-14
whole,2351,2020-07-14
trust,2348,2020-07-14
else,2342,2020-07-14
patient,2336,2020-07-14
venezuela,2336,2020-07-14
25,2329,2020-07-14
jul,2328,2020-07-14
become,2326,2020-07-14
past,2324,2020-07-14
horas,2322,2020-07-14
shops,2321,2020-07-14
lying,2318,2020-07-14
winter,2317,2020-07-14
contagio,2316,2020-07-14
director,2314,2020-07-14
single,2313,2020-07-14
try,2310,2020-07-14
serious,2307,2020-07-14
rising,2304,2020-07-14
hacer,2299,2020-07-14
killing,2291,2020-07-14
services,2287,2020-07-14
caso,2287,2020-07-14
prevent,2280,2020-07-14
different,2270,2020-07-14
miami,2269,2020-07-14
means,2263,2020-07-14
sars,2260,2020-07-14
among,2257,2020-07-14
wow,2256,2020-07-14
twitter,2251,2020-07-14
wearamask,2249,2020-07-14
14jul,2248,2020-07-14
despite,2245,2020-07-14
industry,2243,2020-07-14
40,2242,2020-07-14
on,2235,2020-07-14
ng,2233,2020-07-14
lie,2232,2020-07-14
deal,2230,2020-07-14
force,2225,2020-07-14
seriously,2222,2020-07-14
general,2220,2020-07-14
africa,2217,2020-07-14
labs,2213,2020-07-14
je,2212,2020-07-14
presidente,2211,2020-07-14
confirmados,2209,2020-07-14
list,2209,2020-07-14
child,2204,2020-07-14
gets,2199,2020-07-14
lol,2199,2020-07-14
ai,2193,2020-07-14
14juillet,2193,2020-07-14
able,2192,2020-07-14
happen,2192,2020-07-14
question,2190,2020-07-14
action,2183,2020-07-14
level,2182,2020-07-14
hace,2179,2020-07-14
employees,2167,2020-07-14
idea,2164,2020-07-14
en,2158,2020-07-14
issues,2156,2020-07-14
leave,2155,2020-07-14
young,2154,2020-07-14
webinar,2152,2020-07-14
plans,2149,2020-07-14
guidelines,2149,2020-07-14
june,2142,2020-07-14
bypass,2141,2020-07-14
ce,2139,2020-07-14
age,2138,2020-07-14
yesterday,2137,2020-07-14
muertos,2137,2020-07-14
2021,2136,2020-07-14
cada,2129,2020-07-14
power,2129,2020-07-14
self,2124,2020-07-14
line,2124,2020-07-14
emergency,2123,2020-07-14
ok,2123,2020-07-14
joebiden,2122,2020-07-14
summer,2121,2020-07-14
all,2121,2020-07-14
कर,2120,2020-07-14
though,2116,2020-07-14
play,2112,2020-07-14
45,2111,2020-07-14
hell,2110,2020-07-14
23,2106,2020-07-14
rates,2104,2020-07-14
provide,2102,2020-07-14
ang,2099,2020-07-14
australia,2098,2020-07-14
zero,2096,2020-07-14
transmission,2095,2020-07-14
opening,2092,2020-07-14
issue,2091,2020-07-14
antibodies,2088,2020-07-14
damn,2087,2020-07-14
lead,2086,2020-07-14
killed,2082,2020-07-14
ny,2078,2020-07-14
reality,2077,2020-07-14
learning,2077,2020-07-14
service,2075,2020-07-14
continues,2074,2020-07-14
gon,2070,2020-07-14
facts,2049,2020-07-14
false,2046,2020-07-14
needed,2046,2020-07-14
2019,2041,2020-07-14
claiming,2041,2020-07-14
democrats,2041,2020-07-14
law,2038,2020-07-14
arizona,2036,2020-07-14
following,2032,2020-07-14
ver,2031,2020-07-14
failure,2029,2020-07-14
yang,2027,2020-07-14
argentina,2024,2020-07-14
28,2016,2020-07-14
whitehouse,2015,2020-07-14
run,2013,2020-07-14
course,2013,2020-07-14
move,2010,2020-07-14
happening,2007,2020-07-14
communities,2004,2020-07-14
warns,2003,2020-07-14
rules,2000,2020-07-14
group,1999,2020-07-14
vida,1998,2020-07-14
republicans,1997,2020-07-14
demand,1996,2020-07-14
españa,1994,2020-07-14
menos,1991,2020-07-14
desantis,1989,2020-07-14
das,1986,2020-07-14
expert,1979,2020-07-14
company,1978,2020-07-14
tomorrow,1976,2020-07-14
went,1973,2020-07-14
especially,1972,2020-07-14
interesting,1970,2020-07-14
virtual,1966,2020-07-14
fighting,1965,2020-07-14
der,1962,2020-07-14
nearly,1959,2020-07-14
pls,1955,2020-07-14
affected,1953,2020-07-14
millones,1951,2020-07-14
started,1950,2020-07-14
quedateencasa,1950,2020-07-14
comes,1947,2020-07-14
probably,1945,2020-07-14
gracias,1940,2020-07-14
wuhan,1938,2020-07-14
questions,1938,2020-07-14
dies,1936,2020-07-14
war,1934,2020-07-14
heart,1934,2020-07-14
behind,1931,2020-07-14
tras,1930,2020-07-14
members,1927,2020-07-14
washington,1926,2020-07-14
minister,1926,2020-07-14
virologist,1920,2020-07-14
wonder,1920,2020-07-14
late,1919,2020-07-14
looks,1918,2020-07-14
chief,1914,2020-07-14
running,1913,2020-07-14
vulnerable,1912,2020-07-14
par,1911,2020-07-14
residents,1910,2020-07-14
caused,1905,2020-07-14
che,1905,2020-07-14
sad,1901,2020-07-14
21,1900,2020-07-14
living,1900,2020-07-14
wtf,1900,2020-07-14
san,1899,2020-07-14
rest,1899,2020-07-14
cuba,1897,2020-07-14
within,1897,2020-07-14
tax,1896,2020-07-14
70,1896,2020-07-14
60,1896,2020-07-14
insurance,1895,2020-07-14
security,1894,2020-07-14
taken,1892,2020-07-14
four,1891,2020-07-14
aquí,1887,2020-07-14
sir,1882,2020-07-14
season,1880,2020-07-14
vaccines,1879,2020-07-14
source,1874,2020-07-14
major,1872,2020-07-14
took,1867,2020-07-14
companies,1859,2020-07-14
tweet,1857,2020-07-14
países,1856,2020-07-14
ready,1854,2020-07-14
result,1850,2020-07-14
monday,1844,2020-07-14
protection,1840,2020-07-14
meses,1838,2020-07-14
dio,1830,2020-07-14
uma,1830,2020-07-14
co,1827,2020-07-14
claims,1824,2020-07-14
guy,1824,2020-07-14
technology,1821,2020-07-14
critical,1821,2020-07-14
effects,1819,2020-07-14
colombia,1819,2020-07-14
positivity,1819,2020-07-14
mandatory,1818,2020-07-14
that,1818,2020-07-14
años,1817,2020-07-14
recent,1816,2020-07-14
staysafe,1813,2020-07-14
hold,1809,2020-07-14
district,1803,2020-07-14
yeah,1800,2020-07-14
advice,1800,2020-07-14
russia,1800,2020-07-14
area,1789,2020-07-14
thinking,1789,2020-07-14
guess,1786,2020-07-14
decision,1785,2020-07-14
ones,1785,2020-07-14
trumpvirus,1784,2020-07-14
press,1782,2020-07-14
22,1779,2020-07-14
financial,1778,2020-07-14
ppe,1774,2020-07-14
blood,1771,2020-07-14
noticias,1771,2020-07-14
dangerous,1770,2020-07-14
citizens,1770,2020-07-14
japan,1767,2020-07-14
mental,1764,2020-07-14
digital,1762,2020-07-14
campaign,1761,2020-07-14
longer,1759,2020-07-14
evitar,1759,2020-07-14
imagine,1757,2020-07-14
republican,1756,2020-07-14
cure,1756,2020-07-14
oms,1751,2020-07-14
300,1747,2020-07-14
número,1745,2020-07-14
nytimes,1743,2020-07-14
finally,1741,2020-07-14
nacional,1740,2020-07-14
app,1737,2020-07-14
bars,1737,2020-07-14
facemasks,1735,2020-07-14
huge,1733,2020-07-14
icu,1731,2020-07-14
access,1731,2020-07-14
cas,1729,2020-07-14
responsible,1729,2020-07-14
came,1728,2020-07-14
actual,1728,2020-07-14
vez,1727,2020-07-14
información,1723,2020-07-14
und,1722,2020-07-14
sent,1720,2020-07-14
forward,1719,2020-07-14
covidー19,1719,2020-07-14
tv,1716,2020-07-14
ppl,1709,2020-07-14
tuesdayvibes,1709,2020-07-14
university,1706,2020-07-14
deadly,1705,2020-07-14
120,1701,2020-07-14
sector,1701,2020-07-14
thread,1701,2020-07-14
billion,1698,2020-07-14
foxnews,1687,2020-07-14
situación,1687,2020-07-14
either,1683,2020-07-14
effective,1680,2020-07-14
hand,1678,2020-07-14
coverings,1676,2020-07-14
game,1673,2020-07-14
failed,1673,2020-07-14
lab,1672,2020-07-14
hi,1670,2020-07-14
absolutely,1669,2020-07-14
poor,1668,2020-07-14
tem,1667,2020-07-14
trials,1667,2020-07-14
entire,1667,2020-07-14
stopped,1666,2020-07-14
masque,1666,2020-07-14
gavinnewsom,1664,2020-07-14
congress,1664,2020-07-14
border,1661,2020-07-14
mortes,1653,2020-07-14
concerns,1652,2020-07-14
chance,1652,2020-07-14
giving,1650,2020-07-14
morning,1647,2020-07-14
que,1646,2020-07-14
mind,1645,2020-07-14
announced,1644,2020-07-14
últimas,1642,2020-07-14
plasma,1640,2020-07-14
center,1638,2020-07-14
martes,1638,2020-07-14
head,1636,2020-07-14
resultados,1636,2020-07-14
biggest,1631,2020-07-14
happened,1631,2020-07-14
पर,1630,2020-07-14
mortality,1629,2020-07-14
fine,1627,2020-07-14
sorry,1627,2020-07-14
ini,1625,2020-07-14
bring,1624,2020-07-14
clear,1621,2020-07-14
damage,1621,2020-07-14
unemployment,1617,2020-07-14
500,1617,2020-07-14
complete,1615,2020-07-14
distance,1615,2020-07-14
recorded,1612,2020-07-14
idiot,1608,2020-07-14
threat,1607,2020-07-14
pa,1604,2020-07-14
ass,1603,2020-07-14
buy,1601,2020-07-14
lack,1599,2020-07-14
attention,1598,2020-07-14
analysis,1596,2020-07-14
qu,1596,2020-07-14
vous,1596,2020-07-14
worth,1594,2020-07-14
mejor,1593,2020-07-14
orders,1590,2020-07-14
wake,1590,2020-07-14
novel,1587,2020-07-14
program,1587,2020-07-14
drug,1585,2020-07-14
goes,1584,2020-07-14
dont,1583,2020-07-14
happy,1579,2020-07-14
ways,1578,2020-07-14
literally,1577,2020-07-14
history,1569,2020-07-14
researchers,1569,2020-07-14
healthy,1568,2020-07-14
agree,1565,2020-07-14
essential,1563,2020-07-14
retweet,1563,2020-07-14
fast,1559,2020-07-14
médicos,1559,2020-07-14
rather,1558,2020-07-14
potential,1557,2020-07-14
kind,1554,2020-07-14
bolsonaro,1553,2020-07-14
resources,1551,2020-07-14
beyond,1551,2020-07-14
lower,1551,2020-07-14
prevención,1551,2020-07-14
efforts,1549,2020-07-14
27,1549,2020-07-14
exactly,1549,2020-07-14
cold,1547,2020-07-14
event,1546,2020-07-14
whatsapp,1545,2020-07-14
según,1544,2020-07-14
leader,1544,2020-07-14
published,1544,2020-07-14
vs,1542,2020-07-14
allowed,1542,2020-07-14
mark,1538,2020-07-14
records,1537,2020-07-14
dice,1536,2020-07-14
macron,1536,2020-07-14
cov,1535,2020-07-14
waiting,1535,2020-07-14
atención,1533,2020-07-14
seeing,1533,2020-07-14
reduce,1532,2020-07-14
stand,1530,2020-07-14
quédateencasa,1526,2020-07-14
avoid,1525,2020-07-14
create,1525,2020-07-14
loved,1525,2020-07-14
details,1521,2020-07-14
tech,1519,2020-07-14
nyc,1516,2020-07-14
ee,1516,2020-07-14
sports,1513,2020-07-14
pass,1513,2020-07-14
mal,1513,2020-07-14
funding,1512,2020-07-14
handling,1511,2020-07-14
het,1506,2020-07-14
april,1505,2020-07-14
covid,223908,2020-07-09
coronavirus,217651,2020-07-09
19,206821,2020-07-09
covid19,150000,2020-07-09
cases,48285,2020-07-09
amp,38393,2020-07-09
people,38305,2020-07-09
new,37563,2020-07-09
pandemic,32737,2020-07-09
trump,31078,2020-07-09
us,27175,2020-07-09
via,24066,2020-07-09
virus,22582,2020-07-09
health,22056,2020-07-09
deaths,21754,2020-07-09
get,20364,2020-07-09
like,20006,2020-07-09
realdonaldtrump,18895,2020-07-09
casos,18301,2020-07-09
one,18097,2020-07-09
news,17821,2020-07-09
2020,16987,2020-07-09
000,15395,2020-07-09
time,15028,2020-07-09
world,14818,2020-07-09
day,13848,2020-07-09
positive,13817,2020-07-09
need,13792,2020-07-09
help,13232,2020-07-09
mask,13151,2020-07-09
would,13121,2020-07-09
back,13052,2020-07-09
says,12580,2020-07-09
know,12556,2020-07-09
please,12241,2020-07-09
testing,12147,2020-07-09
death,11979,2020-07-09
si,11927,2020-07-09
go,11848,2020-07-09
today,11724,2020-07-09
test,11660,2020-07-09
state,11602,2020-07-09
due,11568,2020-07-09
many,11488,2020-07-09
still,11485,2020-07-09
see,11392,2020-07-09
schools,11259,2020-07-09
masks,11128,2020-07-09
going,11042,2020-07-09
could,10953,2020-07-09
da,10885,2020-07-09
home,10558,2020-07-09
crisis,10530,2020-07-09
school,10477,2020-07-09
may,10360,2020-07-09
even,10288,2020-07-09
july,10273,2020-07-09
take,10240,2020-07-09
total,10107,2020-07-09
good,10065,2020-07-09
spread,10014,2020-07-09
work,9928,2020-07-09
government,9840,2020-07-09
pandemia,9654,2020-07-09
re,9653,2020-07-09
india,9644,2020-07-09
make,9587,2020-07-09
lockdown,9570,2020-07-09
country,9542,2020-07-09
di,9515,2020-07-09
states,9363,2020-07-09
10,9344,2020-07-09
care,9164,2020-07-09
think,9136,2020-07-09
public,8974,2020-07-09
million,8960,2020-07-09
na,8890,2020-07-09
corona,8753,2020-07-09
also,8700,2020-07-09
said,8618,2020-07-09
first,8570,2020-07-09
read,8533,2020-07-09
live,8505,2020-07-09
president,8447,2020-07-09
right,8428,2020-07-09
well,8404,2020-07-09
want,8330,2020-07-09
