date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-05-26,8386,3397,35865,2462,,10103,304259,246165,180498,27876,4978,6583,,2662,,8361,4462,4028,2805,,4568,3186,27572,23050
2020-04-21,9794,2607,32140,2686,,13206,357463,224951,205619,23764,4481,7579,,4144,2575,5015,3634,2441,2176,,2039,,41728,27190
