date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-07-16,5977,6757,47096,2805,,7492,215003,227539,172332,21727,3224,6985,,3105,2823,18491,2639,3395,3753,2530,2103,9414,42503,23454
2020-06-25,6840,2790,60019,3210,,8549,223243,221829,180668,19581,4510,6562,,2570,2069,14418,2453,6386,4818,2793,2121,2755,37679,23533
