term,amount,date
fight,10022,2020-04-09
back,9981,2020-04-09
country,9955,2020-04-09
state,9870,2020-04-09
social,9840,2020-04-09
the,9784,2020-04-09
workers,9642,2020-04-09
make,9637,2020-04-09
think,9551,2020-04-09
test,9497,2020-04-09
outbreak,9477,2020-04-09
live,9419,2020-04-09
hospital,9394,2020-04-09
right,9302,2020-04-09
uk,9233,2020-04-09
well,9215,2020-04-09
response,9145,2020-04-09
na,9009,2020-04-09
re,8993,2020-04-09
great,8916,2020-04-09
also,8911,2020-04-09
kita,8711,2020-04-09
way,8684,2020-04-09
let,8651,2020-04-09
say,8636,2020-04-09
positive,8571,2020-04-09
want,8547,2020-04-09
yang,8467,2020-04-09
total,8436,2020-04-09
said,8405,2020-04-09
april,8394,2020-04-09
read,8368,2020-04-09
india,8317,2020-04-09
stop,8212,2020-04-09
keep,8157,2020-04-09
times,8149,2020-04-09
pandemia,7954,2020-04-09
thank,7937,2020-04-09
president,7920,2020-04-09
really,7875,2020-04-09
much,7782,2020-04-09
public,7627,2020-04-09
every,7603,2020-04-09
last,7598,2020-04-09
gt,7587,2020-04-09
daily,7457,2020-04-09
video,7449,2020-04-09
dr,7360,2020-04-09
penyebaran,7279,2020-04-09
pas,7124,2020-04-09
york,7117,2020-04-09
business,7067,2020-04-09
youtube,7061,2020-04-09
mata,6986,2020-04-09
working,6936,2020-04-09
safe,6896,2020-04-09
days,6866,2020-04-09
million,6839,2020-04-09
medical,6805,2020-04-09
americans,6803,2020-04-09
true,6795,2020-04-09
must,6768,2020-04-09
amid,6767,2020-04-09
pemerintah,6644,2020-04-09
come,6609,2020-04-09
latest,6587,2020-04-09
life,6579,2020-04-09
everyone,6551,2020-04-09
global,6534,2020-04-09
free,6499,2020-04-09
media,6489,2020-04-09
data,6454,2020-04-09
economy,6443,2020-04-09
face,6441,2020-04-09
une,6432,2020-04-09
family,6416,2020-04-09
year,6387,2020-04-09
twitter,6357,2020-04-09
update,6343,2020-04-09
got,6288,2020-04-09
em,6285,2020-04-09
non,6279,2020-04-09
number,6198,2020-04-09
to,6185,2020-04-09
au,6157,2020-04-09
lives,6143,2020-04-09
aturan,6139,2020-04-09
com,6107,2020-04-09
15,6092,2020-04-09
died,6056,2020-04-09
money,6041,2020-04-09
hope,6031,2020-04-09
thanks,5994,2020-04-09
never,5980,2020-04-09
use,5971,2020-04-09
vía,5923,2020-04-09
week,5909,2020-04-09
100,5898,2020-04-09
memutus,5869,2020-04-09
two,5809,2020-04-09
real,5806,2020-04-09
gobierno,5801,2020-04-09
america,5785,2020-04-09
bill,5763,2020-04-09
tengah,5761,2020-04-09
telah,5738,2020-04-09
covid_19,5733,2020-04-09
seluruh,5731,2020-04-09
tetap,5717,2020-04-09
20,5703,2020-04-09
look,5667,2020-04-09
sur,5667,2020-04-09
cnn,5622,2020-04-09
mencegah,5600,2020-04-09
another,5595,2020-04-09
doctors,5587,2020-04-09
since,5573,2020-04-09
end,5568,2020-04-09
tests,5555,2020-04-09
around,5550,2020-04-09
kebijakan,5544,2020-04-09
bekerja,5532,2020-04-09
man,5527,2020-04-09
demi,5523,2020-04-09
dukung,5518,2020-04-09
bangsa,5491,2020-04-09
better,5477,2020-04-09
segala,5464,2020-04-09
keras,5440,2020-04-09
berupaya,5432,2020-04-09
elemen,5432,2020-04-09
made,5405,2020-04-09
dans,5392,2020-04-09
report,5387,2020-04-09
stayhome,5373,2020-04-09
app,5365,2020-04-09
post,5352,2020-04-09
memutuskan,5343,2020-04-09
staff,5340,2020-04-09
bekerjasama,5340,2020-04-09
countries,5337,2020-04-09
watch,5335,2020-04-09
usahanya,5326,2020-04-09
food,5323,2020-04-09
community,5306,2020-04-09
não,5303,2020-04-09
needs,5284,2020-04-09
qui,5274,2020-04-09
case,5267,2020-04-09
eu,5264,2020-04-09
ditetapkan,5260,2020-04-09
show,5258,2020-04-09
quarantine,5248,2020-04-09
already,5247,2020-04-09
ca,5246,2020-04-09
give,5214,2020-04-09
usa,5195,2020-04-09
numbers,5190,2020-04-09
god,5168,2020-04-09
risk,5164,2020-04-09
mais,5155,2020-04-09
in,5143,2020-04-09
mundo,5129,2020-04-09
updates,5118,2020-04-09
long,5103,2020-04-09
house,5103,2020-04-09
masks,5095,2020-04-09
job,5067,2020-04-09
states,5063,2020-04-09
best,5045,2020-04-09
getting,5033,2020-04-09
nhs,5026,2020-04-09
next,4992,2020-04-09
online,4991,2020-04-09
salud,4990,2020-04-09
information,4989,2020-04-09
impact,4974,2020-04-09
24,4960,2020-04-09
protect,4941,2020-04-09
tested,4927,2020-04-09
vaccine,4926,2020-04-09
check,4910,2020-04-09
ser,4903,2020-04-09
weeks,4902,2020-04-09
chinese,4879,2020-04-09
confirmed,4837,2020-04-09
va,4828,2020-04-09
distancing,4819,2020-04-09
plus,4806,2020-04-09
wuhan,4790,2020-04-09
ne,4784,2020-04-09
call,4760,2020-04-09
done,4759,2020-04-09
30,4745,2020-04-09
pay,4721,2020-04-09
important,4715,2020-04-09
país,4683,2020-04-09
coronaviruspandemic,4671,2020-04-09
without,4656,2020-04-09
article,4650,2020-04-09
casa,4614,2020-04-09
love,4607,2020-04-09
part,4584,2020-04-09
relief,4573,2020-04-09
14,4537,2020-04-09
together,4528,2020-04-09
federal,4497,2020-04-09
ve,4493,2020-04-09
find,4481,2020-04-09
anyone,4450,2020-04-09
story,4448,2020-04-09
disease,4431,2020-04-09
using,4408,2020-04-09
put,4389,2020-04-09
thing,4350,2020-04-09
cuarentena,4347,2020-04-09
personas,4343,2020-04-09
doctor,4319,2020-04-09
years,4317,2020-04-09
emergency,4305,2020-04-09
far,4302,2020-04-09
city,4297,2020-04-09
away,4292,2020-04-09
economic,4268,2020-04-09
yet,4239,2020-04-09
gente,4219,2020-04-09
healthcare,4195,2020-04-09
and,4187,2020-04-09
old,4183,2020-04-09
things,4169,2020-04-09
fake,4156,2020-04-09
ppe,4151,2020-04-09
plan,4146,2020-04-09
je,4134,2020-04-09
big,4130,2020-04-09
place,4122,2020-04-09
top,4076,2020-04-09
ce,4074,2020-04-09
hospitals,4072,2020-04-09
police,4069,2020-04-09
open,4061,2020-04-09
ever,4057,2020-04-09
sure,4017,2020-04-09
che,4015,2020-04-09
par,4012,2020-04-09
change,4005,2020-04-09
local,4003,2020-04-09
share,3977,2020-04-09
infected,3966,2020-04-09
someone,3958,2020-04-09
something,3950,2020-04-09
toll,3946,2020-04-09
national,3945,2020-04-09
situation,3934,2020-04-09
county,3932,2020-04-09
yes,3930,2020-04-09
american,3927,2020-04-09
españa,3925,2020-04-09
vous,3907,2020-04-09
stayathome,3903,2020-04-09
12,3866,2020-04-09
um,3864,2020-04-09
making,3852,2020-04-09
solo,3836,2020-04-09
bbc,3835,2020-04-09
easter,3820,2020-04-09
person,3806,2020-04-09
taking,3789,2020-04-09
study,3785,2020-04-09
start,3783,2020-04-09
of,3775,2020-04-09
16,3774,2020-04-09
enough,3770,2020-04-09
team,3769,2020-04-09
others,3767,2020-04-09
govt,3759,2020-04-09
white,3755,2020-04-09
der,3755,2020-04-09
across,3751,2020-04-09
small,3749,2020-04-09
france,3744,2020-04-09
treatment,3741,2020-04-09
flu,3735,2020-04-09
trying,3735,2020-04-09
businesses,3730,2020-04-09
sa,3728,2020-04-09
pm,3710,2020-04-09
reported,3706,2020-04-09
hit,3705,2020-04-09
confinement,3691,2020-04-09
muertos,3682,2020-04-09
nothing,3676,2020-04-09
europe,3672,2020-04-09
fauci,3667,2020-04-09
control,3661,2020-04-09
full,3651,2020-04-09
tell,3633,2020-04-09
de,3633,2020-04-09
ahora,3629,2020-04-09
coronavírus,3610,2020-04-09
dying,3601,2020-04-09
might,3599,2020-04-09
always,3598,2020-04-09
cause,3596,2020-04-09
high,3592,2020-04-09
measures,3587,2020-04-09
continue,3578,2020-04-09
symptoms,3577,2020-04-09
believe,3561,2020-04-09
november,3549,2020-04-09
rate,3549,2020-04-09
hoy,3546,2020-04-09
van,3545,2020-04-09
bad,3541,2020-04-09
hard,3515,2020-04-09
minister,3508,2020-04-09
follow,3503,2020-04-09
black,3500,2020-04-09
11,3487,2020-04-09
bien,3484,2020-04-09
coming,3481,2020-04-09
reports,3470,2020-04-09
link,3462,2020-04-09
así,3454,2020-04-09
italy,3442,2020-04-09
rel,3438,2020-04-09
it,3433,2020-04-09
href,3431,2020-04-09
nofollow,3429,2020-04-09
experts,3427,2020-04-09
this,3424,2020-04-09
dos,3407,2020-04-09
shows,3402,2020-04-09
saying,3389,2020-04-09
wrong,3387,2020-04-09
human,3384,2020-04-09
sign,3363,2020-04-09
essential,3354,2020-04-09
cdc,3352,2020-04-09
join,3342,2020-04-09
save,3341,2020-04-09
mask,3334,2020-04-09
order,3313,2020-04-09
early,3311,2020-04-09
oh,3300,2020-04-09
lost,3298,2020-04-09
coronavirusoutbreak,3292,2020-04-09
shit,3266,2020-04-09
questions,3255,2020-04-09
johnson,3246,2020-04-09
lot,3237,2020-04-09
5g,3232,2020-04-09
mas,3224,2020-04-09
children,3218,2020-04-09
medidas,3212,2020-04-09
less,3212,2020-04-09
कर,3208,2020-04-09
force,3205,2020-04-09
rt,3203,2020-04-09
officials,3201,2020-04-09
months,3190,2020-04-09
día,3177,2020-04-09
qu,3177,2020-04-09
boris,3176,2020-04-09
sick,3173,2020-04-09
south,3170,2020-04-09
hacer,3158,2020-04-09
nous,3152,2020-04-09
personal,3137,2020-04-09
patient,3125,2020-04-09
50,3123,2020-04-09
everything,3108,2020-04-09
fund,3103,2020-04-09
recovered,3099,2020-04-09
used,3099,2020-04-09
least,3069,2020-04-09
possible,3064,2020-04-09
system,3056,2020-04-09
hydroxychloroquine,3056,2020-04-09
fuck,3055,2020-04-09
close,3054,2020-04-09
march,3051,2020-04-09
services,3048,2020-04-09
soon,3037,2020-04-09
told,3022,2020-04-09
self,3019,2020-04-09
anything,3017,2020-04-09
provide,3016,2020-04-09
service,3005,2020-04-09
we,3003,2020-04-09
point,2996,2020-04-09
feel,2980,2020-04-09
ai,2979,2020-04-09
hands,2976,2020-04-09
breaking,2976,2020-04-09
dead,2968,2020-04-09
muertes,2965,2020-04-09
population,2958,2020-04-09
members,2957,2020-04-09
quedateencasa,2949,2020-04-09
research,2939,2020-04-09
méxico,2918,2020-04-09
ll,2914,2020-04-09
no,2905,2020-04-09
und,2904,2020-04-09
press,2903,2020-04-09
related,2897,2020-04-09
month,2896,2020-04-09
gop,2892,2020-04-09
helping,2891,2020-04-09
thought,2883,2020-04-09
17,2882,2020-04-09
unemployment,2882,2020-04-09
actually,2874,2020-04-09
africa,2864,2020-04-09
funding,2863,2020-04-09
is,2861,2020-04-09
looking,2860,2020-04-09
including,2860,2020-04-09
on,2856,2020-04-09
learn,2851,2020-04-09
office,2845,2020-04-09
spreading,2843,2020-04-09
nation,2837,2020-04-09
mil,2834,2020-04-09
fighting,2831,2020-04-09
info,2826,2020-04-09
covid2019,2817,2020-04-09
web,2816,2020-04-09
travel,2805,2020-04-09
three,2796,2020-04-09
air,2795,2020-04-09
found,2795,2020-04-09
called,2787,2020-04-09
avec,2787,2020-04-09
truth,2786,2020-04-09
action,2785,2020-04-09
etc,2784,2020-04-09
normal,2775,2020-04-09
cómo,2772,2020-04-09
fallecidos,2771,2020-04-09
families,2753,2020-04-09
little,2751,2020-04-09
gov,2741,2020-04-09
available,2738,2020-04-09
13,2727,2020-04-09
la,2719,2020-04-09
makes,2712,2020-04-09
listen,2709,2020-04-09
staysafe,2705,2020-04-09
días,2697,2020-04-09
shut,2695,2020-04-09
efforts,2694,2020-04-09
you,2690,2020-04-09
billion,2682,2020-04-09
line,2680,2020-04-09
puede,2679,2020-04-09
maybe,2671,2020-04-09
thursday,2669,2020-04-09
current,2663,2020-04-09
ini,2662,2020-04-09
dies,2660,2020-04-09
el,2656,2020-04-09
question,2650,2020-04-09
claims,2641,2020-04-09
sont,2641,2020-04-09
das,2636,2020-04-09
04,2624,2020-04-09
ou,2624,2020-04-09
remember,2621,2020-04-09
needed,2618,2020-04-09
fact,2614,2020-04-09
democrats,2613,2020-04-09
nytimes,2611,2020-04-09
came,2610,2020-04-09
nurses,2608,2020-04-09
500,2608,2020-04-09
friends,2600,2020-04-09
hours,2599,2020-04-09
presidente,2598,2020-04-09
nigeria,2594,2020-04-09
seen,2593,2020-04-09
jobs,2593,2020-04-09
canada,2588,2020-04-09
ver,2577,2020-04-09
aux,2573,2020-04-09
ask,2564,2020-04-09
ago,2564,2020-04-09
briefing,2560,2020-04-09
fox,2554,2020-04-09
future,2542,2020-04-09
narendramodi,2541,2020-04-09
political,2541,2020-04-09
mail,2535,2020-04-09
war,2534,2020-04-09
whole,2534,2020-04-09
for,2529,2020-04-09
based,2520,2020-04-09
resources,2518,2020-04-09
drug,2516,2020-04-09
united,2511,2020-04-09
infection,2511,2020-04-09
caso,2509,2020-04-09
italia,2508,2020-04-09
front,2507,2020-04-09
able,2493,2020-04-09
students,2491,2020-04-09
all,2483,2020-04-09
idea,2482,2020-04-09
contact,2479,2020-04-09
likely,2478,2020-04-09
run,2477,2020-04-09
hace,2469,2020-04-09
fucking,2465,2020-04-09
en,2456,2020-04-09
talk,2453,2020-04-09
market,2453,2020-04-09
mayor,2449,2020-04-09
18,2449,2020-04-09
key,2443,2020-04-09
school,2442,2020-04-09
potus,2439,2020-04-09
crise,2438,2020-04-09
millions,2435,2020-04-09
abc,2427,2020-04-09
critical,2427,2020-04-09
nuevos,2425,2020-04-09
heart,2424,2020-04-09
leaders,2422,2020-04-09
2019,2419,2020-04-09
menos,2418,2020-04-09
task,2409,2020-04-09
wants,2404,2020-04-09
vote,2404,2020-04-09
tv,2403,2020-04-09
chief,2400,2020-04-09
09,2397,2020-04-09
understand,2396,2020-04-09
uma,2395,2020-04-09
left,2389,2020-04-09
election,2389,2020-04-09
sad,2386,2020-04-09
poor,2382,2020-04-09
nyc,2379,2020-04-09
despite,2378,2020-04-09
abril,2378,2020-04-09
drtedros,2377,2020-04-09
tweet,2375,2020-04-09
different,2375,2020-04-09
vulnerable,2371,2020-04-09
hear,2362,2020-04-09
act,2361,2020-04-09
second,2358,2020-04-09
given,2353,2020-04-09
aid,2352,2020-04-09
foxnews,2351,2020-04-09
stayhomesavelives,2343,2020-04-09
closed,2342,2020-04-09
general,2342,2020-04-09
gracias,2342,2020-04-09
25,2341,2020-04-09
isolation,2327,2020-04-09
worst,2327,2020-04-09
else,2325,2020-04-09
safety,2322,2020-04-09
advice,2304,2020-04-09
companies,2296,2020-04-09
wow,2294,2020-04-09
het,2292,2020-04-09
millones,2292,2020-04-09
governor,2291,2020-04-09
lt,2286,2020-04-09
affected,2285,2020-04-09
leadership,2285,2020-04-09
रह,2280,2020-04-09
gates,2279,2020-04-09
california,2276,2020-04-09
administration,2276,2020-04-09
thousands,2273,2020-04-09
पर,2272,2020-04-09
increase,2271,2020-04-09
set,2268,2020-04-09
low,2268,2020-04-09
sir,2264,2020-04-09
single,2263,2020-04-09
almost,2257,2020-04-09
ventilators,2255,2020-04-09
talking,2252,2020-04-09
donate,2250,2020-04-09
group,2249,2020-04-09
taken,2248,2020-04-09
restrictions,2246,2020-04-09
means,2245,2020-04-09
reason,2242,2020-04-09
power,2241,2020-04-09
seems,2239,2020-04-09
recovery,2239,2020-04-09
taiwan,2233,2020-04-09
party,2230,2020-04-09
pacientes,2225,2020-04-09
message,2222,2020-04-09
citizens,2212,2020-04-09
donald,2209,2020-04-09
socialdistancing,2208,2020-04-09
communities,2208,2020-04-09
financial,2207,2020-04-09
rest,2207,2020-04-09
women,2206,2020-04-09
wo,2204,2020-04-09
science,2203,2020-04-09
60,2201,2020-04-09
venezuela,2200,2020-04-09
employees,2194,2020-04-09
worse,2190,2020-04-09
contre,2190,2020-04-09
fear,2189,2020-04-09
brasil,2188,2020-04-09
mean,2185,2020-04-09
instead,2182,2020-04-09
proud,2171,2020-04-09
source,2166,2020-04-09
started,2166,2020-04-09
hi,2162,2020-04-09
industry,2162,2020-04-09
deal,2156,2020-04-09
access,2155,2020-04-09
wait,2149,2020-04-09
try,2146,2020-04-09
stand,2145,2020-04-09
homes,2142,2020-04-09
yesterday,2139,2020-04-09
hold,2136,2020-04-09
ça,2135,2020-04-09
frontline,2133,2020-04-09
cure,2132,2020-04-09
kill,2131,2020-04-09
biden,2131,2020-04-09
stupid,2124,2020-04-09
prevent,2124,2020-04-09
ils,2124,2020-04-09
become,2121,2020-04-09
supplies,2116,2020-04-09
hand,2113,2020-04-09
aquí,2103,2020-04-09
huge,2099,2020-04-09
vida,2095,2020-04-09
interesting,2093,2020-04-09
cut,2090,2020-04-09
lies,2089,2020-04-09
half,2088,2020-04-09
और,2085,2020-04-09
problem,2085,2020-04-09
oms,2082,2020-04-09
agree,2078,2020-04-09
gets,2077,2020-04-09
ways,2071,2020-04-09
visit,2070,2020-04-09
calls,2068,2020-04-09
special,2063,2020-04-09
battle,2062,2020-04-09
law,2061,2020-04-09
leave,2056,2020-04-09
morning,2050,2020-04-09
living,2046,2020-04-09
00,2039,2020-04-09
issues,2039,2020-04-09
petition,2030,2020-04-09
past,2028,2020-04-09
novel,2026,2020-04-09
funds,2023,2020-04-09
giving,2020,2020-04-09
nuevo,2020,2020-04-09
confirmados,2018,2020-04-09
bank,2018,2020-04-09
stimulus,2016,2020-04-09
ok,2009,2020-04-09
website,2009,2020-04-09
list,2008,2020-04-09
amazing,2003,2020-04-09
40,1993,2020-04-09
que,1992,2020-04-09
virtual,1990,2020-04-09
mejor,1984,2020-04-09
residents,1981,2020-04-09
rise,1979,2020-04-09
clear,1972,2020-04-09
course,1957,2020-04-09
sense,1954,2020-04-09
higher,1954,2020-04-09
pruebas,1953,2020-04-09
probably,1951,2020-04-09
according,1950,2020-04-09
pence,1950,2020-04-09
sars,1948,2020-04-09
company,1946,2020-04-09
moment,1942,2020-04-09
threat,1942,2020-04-09
thread,1930,2020-04-09
demand,1927,2020-04-09
behind,1925,2020-04-09
tem,1924,2020-04-09
kids,1921,2020-04-09
guy,1921,2020-04-09
continues,1916,2020-04-09
especially,1899,2020-04-09
worldwide,1898,2020-04-09
número,1897,2020-04-09
release,1895,2020-04-09
yg,1894,2020-04-09
vez,1893,2020-04-09
mal,1884,2020-04-09
center,1882,2020-04-09
hell,1879,2020-04-09
años,1878,2020-04-09
blame,1877,2020-04-09
supply,1876,2020-04-09
médicos,1873,2020-04-09
spain,1869,2020-04-09
blog,1869,2020-04-09
issue,1864,2020-04-09
mental,1863,2020-04-09
cada,1862,2020-04-09
briefings,1861,2020-04-09
equipment,1857,2020-04-09
digital,1856,2020-04-09
tan,1855,2020-04-09
campaign,1854,2020-04-09
knew,1854,2020-04-09
información,1853,2020-04-09
ont,1852,2020-04-09
contagios,1848,2020-04-09
mass,1848,2020-04-09
running,1846,2020-04-09
dice,1843,2020-04-09
sector,1842,2020-04-09
record,1838,2020-04-09
area,1837,2020-04-09
happen,1835,2020-04-09
hey,1832,2020-04-09
happy,1828,2020-04-09
head,1827,2020-04-09
facebook,1822,2020-04-09
anti,1821,2020-04-09
reporting,1819,2020-04-09
return,1818,2020-04-09
favor,1815,2020-04-09
serious,1815,2020-04-09
though,1815,2020-04-09
lol,1810,2020-04-09
ones,1810,2020-04-09
international,1810,2020-04-09
sites,1806,2020-04-09
lying,1804,2020-04-09
im,1801,2020-04-09
frente,1800,2020-04-09
weekend,1800,2020-04-09
80,1799,2020-04-09
outside,1799,2020-04-09
seriously,1796,2020-04-09
icu,1796,2020-04-09
faire,1796,2020-04-09
webinar,1795,2020-04-09
lockdownextension,1793,2020-04-09
21,1789,2020-04-09
looks,1789,2020-04-09
peak,1789,2020-04-09
ke,1787,2020-04-09
ny,1778,2020-04-09
leader,1777,2020-04-09
keeping,1772,2020-04-09
un,1772,2020-04-09
argentina,1772,2020-04-09
guys,1771,2020-04-09
killed,1770,2020-04-09
pakistan,1766,2020-04-09
200,1766,2020-04-09
comes,1764,2020-04-09
night,1763,2020-04-09
goes,1762,2020-04-09
that,1761,2020-04-09
guidance,1760,2020-04-09
tips,1755,2020-04-09
caused,1754,2020-04-09
comment,1752,2020-04-09
paid,1750,2020-04-09
policy,1749,2020-04-09
move,1746,2020-04-09
security,1746,2020-04-09
wear,1745,2020-04-09
semana,1741,2020-04-09
florida,1739,2020-04-09
gon,1738,2020-04-09
22,1738,2020-04-09
among,1735,2020-04-09
prime,1734,2020-04-09
forget,1732,2020-04-09
meet,1730,2020-04-09
tout,1728,2020-04-09
infections,1724,2020-04-09
países,1723,2020-04-09
lack,1721,2020-04-09
indonesia,1719,2020-04-09
slow,1718,2020-04-09
ready,1718,2020-04-09
healthy,1718,2020-04-09
program,1717,2020-04-09
thinking,1716,2020-04-09
following,1716,2020-04-09
cuba,1716,2020-04-09
scientists,1715,2020-04-09
bring,1709,2020-04-09
curve,1707,2020-04-09
name,1704,2020-04-09
australia,1704,2020-04-09
blood,1702,2020-04-09
intelligence,1702,2020-04-09
datos,1702,2020-04-09
cette,1701,2020-04-09
vs,1700,2020-04-09
takes,1698,2020-04-09
warned,1697,2020-04-09
woman,1696,2020-04-09
director,1693,2020-04-09
trust,1689,2020-04-09
insurance,1689,2020-04-09
up,1687,2020-04-09
fait,1686,2020-04-09
mit,1684,2020-04-09
rules,1683,2020-04-09
conspiracy,1682,2020-04-09
happening,1682,2020-04-09
facts,1678,2020-04-09
lead,1678,2020-04-09
nearly,1674,2020-04-09
package,1674,2020-04-09
nature,1673,2020-04-09
hoax,1670,2020-04-09
japan,1670,2020-04-09
orders,1667,2020-04-09
protection,1665,2020-04-09
ao,1660,2020-04-09
vamos,1659,2020-04-09
killing,1658,2020-04-09
evidence,1653,2020-04-09
age,1650,2020-04-09
iran,1646,2020-04-09
pra,1646,2020-04-09
cas,1642,2020-04-09
mind,1642,2020-04-09
play,1640,2020-04-09
ist,1640,2020-04-09
dari,1639,2020-04-09
official,1636,2020-04-09
nice,1634,2020-04-09
society,1633,2020-04-09
result,1631,2020-04-09
victims,1631,2020-04-09
absolutely,1628,2020-04-09
late,1628,2020-04-09
strong,1627,2020-04-09
works,1627,2020-04-09
pays,1626,2020-04-09
parte,1625,2020-04-09
90,1624,2020-04-09
vp,1624,2020-04-09
ppl,1624,2020-04-09
momento,1623,2020-04-09
university,1623,2020-04-09
step,1623,2020-04-09
answer,1622,2020-04-09
immunity,1619,2020-04-09
dia,1619,2020-04-09
conditions,1615,2020-04-09
worth,1615,2020-04-09
african,1615,2020-04-09
politics,1614,2020-04-09
guidelines,1613,2020-04-09
announced,1613,2020-04-09
kind,1612,2020-04-09
buy,1612,2020-04-09
avoid,1612,2020-04-09
26,1610,2020-04-09
warns,1610,2020-04-09
situación,1608,2020-04-09
san,1608,2020-04-09
ccp,1606,2020-04-09
details,1605,2020-04-09
mr,1604,2020-04-09
cover,1603,2020-04-09
nueva,1601,2020-04-09
noticias,1598,2020-04-09
inside,1597,2020-04-09
contagio,1596,2020-04-09
at,1595,2020-04-09
bir,1595,2020-04-09
took,1589,2020-04-09
wonder,1589,2020-04-09
rights,1588,2020-04-09
matter,1588,2020-04-09
tener,1586,2020-04-09
korea,1583,2020-04-09
den,1583,2020-04-09
sorry,1578,2020-04-09
ensure,1578,2020-04-09
went,1577,2020-04-09
asking,1575,2020-04-09
70,1575,2020-04-09
intensive,1575,2020-04-09
asked,1570,2020-04-09
dear,1562,2020-04-09
history,1559,2020-04-09
period,1558,2020-04-09
body,1556,2020-04-09
epidemic,1555,2020-04-09
plans,1554,2020-04-09
cost,1554,2020-04-09
friend,1551,2020-04-09
are,1550,2020-04-09
vai,1550,2020-04-09
co,1549,2020-04-09
android,1547,2020-04-09
covid,225435,2020-07-22
19,208357,2020-07-22
coronavirus,208170,2020-07-22
covid19,159477,2020-07-22
cases,42075,2020-07-22
amp,39024,2020-07-22
new,38826,2020-07-22
trump,37752,2020-07-22
people,36233,2020-07-22
pandemic,32451,2020-07-22
us,30917,2020-07-22
virus,27782,2020-07-22
via,24897,2020-07-22
get,21902,2020-07-22
deaths,21336,2020-07-22
vaccine,20733,2020-07-22
casos,19235,2020-07-22
one,19086,2020-07-22
news,19083,2020-07-22
like,18232,2020-07-22
health,18116,2020-07-22
000,16683,2020-07-22
time,16405,2020-07-22
2020,15948,2020-07-22
mask,14557,2020-07-22
china,14246,2020-07-22
positive,14173,2020-07-22
world,14166,2020-07-22
know,13835,2020-07-22
help,13769,2020-07-22
realdonaldtrump,13705,2020-07-22
need,13547,2020-07-22
would,13008,2020-07-22
masks,12804,2020-07-22
state,12765,2020-07-22
testing,12388,2020-07-22
day,12052,2020-07-22
test,11710,2020-07-22
today,11643,2020-07-22
si,11110,2020-07-22
please,11031,2020-07-22
22,11020,2020-07-22
says,10900,2020-07-22
da,10845,2020-07-22
back,10792,2020-07-22
still,10724,2020-07-22
death,10708,2020-07-22
due,10595,2020-07-22
government,10541,2020-07-22
spread,10529,2020-07-22
could,10489,2020-07-22
work,10391,2020-07-22
see,10371,2020-07-22
home,10261,2020-07-22
many,10240,2020-07-22
go,10206,2020-07-22
total,10134,2020-07-22
na,10123,2020-07-22
crisis,10067,2020-07-22
million,9984,2020-07-22
even,9946,2020-07-22
di,9836,2020-07-22
going,9687,2020-07-22
may,9640,2020-07-22
response,9563,2020-07-22
first,9513,2020-07-22
take,9379,2020-07-22
pandemia,9328,2020-07-22
good,9205,2020-07-22
july,8921,2020-07-22
re,8823,2020-07-22
10,8731,2020-07-22
corona,8675,2020-07-22
100,8652,2020-07-22
well,8552,2020-07-22
said,8427,2020-07-22
data,8346,2020-07-22
the,8322,2020-07-22
care,8314,2020-07-22
public,8269,2020-07-22
president,8229,2020-07-22
say,8162,2020-07-22
lockdown,8150,2020-07-22
americans,8115,2020-07-22
