date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-10-11,2788,1484,22975,1606,,4985,112491,125547,83437,11404,1800,2689,,2028,1193,4814,,,1386,,1913,1869,48186,16661
2020-04-04,4524,2659,26312,2388,,13663,320148,146388,151541,16278,4374,3897,1987,3628,2204,9713,,,1696,,,,35576,25643
