date,business,canada,cases,close,closing,corona,coronavirus,covid,covid19,deaths,distancing,economy,epidemic,fake,hoax,masks,reopen,reopening,rise,rising,rules,schools,trump,virus
2020-05-27,8630,2598,36849,2571,,10668,292435,253685,199356,32090,4267,6576,,3219,1952,7426,4283,4557,2359,,3812,3439,27341,22550
2020-09-09,4157,1762,28325,2391,,6919,152440,174925,132162,18037,2289,4368,,2332,4665,6190,,,2810,1224,2794,4927,74430,20097
2020-08-16,2686,1535,25085,1448,,5260,126853,131656,112990,13941,1514,3760,,1251,1302,4772,865,,1454,959,1175,3552,18443,12995
