gram,counts,date
covid 19 pandemic,7159,2020-08-27
covid 19 cases,6126,2020-08-27
covid 19 tnipolriajakpakaimasker,5217,2020-08-27
pandemi covid 19,4359,2020-08-27
ayo pakai masker,4078,2020-08-27
patuhi protokol kesehatan,3583,2020-08-27
positive covid 19,3085,2020-08-27
new covid 19,2720,2020-08-27
covid 19 vaccine,2717,2020-08-27
penyebaran covid 19,2708,2020-08-27
lawan covid 19,2634,2020-08-27
covid 19 di,2402,2020-08-27
langkah terbaik lawan,2384,2020-08-27
kesehatan langkah terbaik,2375,2020-08-27
protokol kesehatan langkah,2373,2020-08-27
terbaik lawan covid,2373,2020-08-27
covid 19 disiplin3mbersamapolri,2360,2020-08-27
menerapkan protokol kesehatan,2331,2020-08-27
casos covid 19,2236,2020-08-27
memutus mata rantai,2208,2020-08-27
rantai covid 19,2197,2020-08-27
protokol kesehatan kunci,2197,2020-08-27
dalam menerapkan protokol,2189,2020-08-27
covid 19 testing,2178,2020-08-27
due covid 19,2178,2020-08-27
covid 19 hingga,2172,2020-08-27
mata rantai covid,2171,2020-08-27
hingga saat ini,2164,2020-08-27
saat ini belum,2160,2020-08-27
19 hingga saat,2155,2020-08-27
kunci utama memutus,2155,2020-08-27
menjadi kunci utama,2148,2020-08-27
utama memutus mata,2142,2020-08-27
dan kesadaran kita,2138,2020-08-27
kesadaran kita dalam,2137,2020-08-27
kita dalam menerapkan,2136,2020-08-27
ini belum juga,2135,2020-08-27
kedisiplinan dan kesadaran,2130,2020-08-27
belum juga berakhir,2128,2020-08-27
protokol kesehatan menjadi,2126,2020-08-27
kesehatan menjadi kunci,2126,2020-08-27
berakhir kedisiplinan dan,2125,2020-08-27
juga berakhir kedisiplinan,2117,2020-08-27
covid 19 akhiri,2076,2020-08-27
19 akhiri pandemi,2073,2020-08-27
akhiri pandemi ayo,2072,2020-08-27
pakai masker tnipolriajakpakaimasker,2004,2020-08-27
penanganan covid 19,1988,2020-08-27
masker pandemi covid,1911,2020-08-27
pakai masker pandemi,1908,2020-08-27
pandemi ayo pakai,1901,2020-08-27
covid 19 test,1750,2020-08-27
disiplin protokol kesehatan,1734,2020-08-27
cegah covid 19,1672,2020-08-27
covid 19 deaths,1614,2020-08-27
cegah penyebaran covid,1594,2020-08-27
bersama cegah covid,1445,2020-08-27
tinjau penanganan covid,1399,2020-08-27
remarks covid 19,1384,2020-08-27
1trenggalek thearieair 1802_kimmi,1381,2020-08-27
kamala harris delivers,1372,2020-08-27
delivers remarks covid,1333,2020-08-27
harris delivers remarks,1327,2020-08-27
cases covid 19,1324,2020-08-27
19 di jateng,1323,2020-08-27
get well soon,1293,2020-08-27
1trenggalek thearieair tjhinfar21,1266,2020-08-27
dari covid 19,1255,2020-08-27
diri dari covid,1255,2020-08-27
últimas 24 horas,1252,2020-08-27
thearieair tjhinfar21 1802_kimmi,1235,2020-08-27
tertib protokol kesehatan,1209,2020-08-27
covid 19 via,1202,2020-08-27
protokol kesehatan bersama,1198,2020-08-27
kesehatan kunci keberhasilan,1191,2020-08-27
kunci keberhasilan lenyapkan,1191,2020-08-27
keberhasilan lenyapkan pandemi,1191,2020-08-27
lenyapkan pandemi covid,1191,2020-08-27
di jateng patuhi,1173,2020-08-27
jateng patuhi protokol,1157,2020-08-27
kesehatan bersama cegah,1154,2020-08-27
penularan covid 19,1137,2020-08-27
wakapolri tinjau penanganan,1131,2020-08-27
patuh protokol kesehatan,1120,2020-08-27
covid 19 patients,1119,2020-08-27
coronavirus covid 19,1117,2020-08-27
covid 19 crisis,1105,2020-08-27
covid 19 response,1083,2020-08-27
amid covid 19,1054,2020-08-27
jaga diri dari,1048,2020-08-27
port du masque,1048,2020-08-27
kunci cegah penyebaran,1007,2020-08-27
kesehatan kunci cegah,1005,2020-08-27
da covid 19,998,2020-08-27
1trenggalek tertib protokol,997,2020-08-27
covid 19 tests,976,2020-08-27
vacuna covid 19,960,2020-08-27
tests positive coronavirus,954,2020-08-27
tjhinfar21 1802_kimmi raninggalek,936,2020-08-27
covid 19 outbreak,929,2020-08-27
impact covid 19,918,2020-08-27
1802_kimmi raninggalek rafikabayu,901,2020-08-27
meminimalisir penularan covid,885,2020-08-27
fuerza laboral oferta,884,2020-08-27
laboral oferta formación,883,2020-08-27
impacto socioeconómico covid19,880,2020-08-27
50 mil ecuatorianos,872,2020-08-27
oferta formación línea,870,2020-08-27
reactivación fuerza laboral,869,2020-08-27
programa reactivación fuerza,865,2020-08-27
formación línea 50,864,2020-08-27
presentan programa reactivación,863,2020-08-27
thearieair 1802_kimmi tjhinfar21,860,2020-08-27
ecuatorianos afectados impacto,860,2020-08-27
coursera presentan programa,859,2020-08-27
afectados impacto socioeconómico,857,2020-08-27
línea 50 mil,852,2020-08-27
pandemia covid 19,851,2020-08-27
mil ecuatorianos afectados,845,2020-08-27
pogba tests positive,843,2020-08-27
new coronavirus cases,837,2020-08-27
virus covid 19,833,2020-08-27
tested positive covid,829,2020-08-27
covid19 inscríbete 30,828,2020-08-27
coronavirus testing guidelines,825,2020-08-27
spread covid 19,824,2020-08-27
inscríbete 30 septiembre,816,2020-08-27
socioeconómico covid19 inscríbete,808,2020-08-27
covid 19 update,797,2020-08-27
groboganpolres wakapolri tinjau,765,2020-08-27
tested positive coronavirus,761,2020-08-27
tjhinfar21 raninggalek rafikabayu,750,2020-08-27
raninggalek rafikabayu agus_candra_,750,2020-08-27
1802_kimmi tjhinfar21 raninggalek,749,2020-08-27
positivo covid 19,747,2020-08-27
positif covid 19,736,2020-08-27
19 tnipolriajakpakaimasker kesehatanpulihekonomibangkit,720,2020-08-27
died covid 19,707,2020-08-27
risk covid 19,704,2020-08-27
tests positive covid,682,2020-08-27
response covid 19,677,2020-08-27
august 27 2020,666,2020-08-27
agus_candra_ jaga diri,666,2020-08-27
masker untuk meminimalisir,664,2020-08-27
covid 19 relief,645,2020-08-27
implementasi disiplin protokol,639,2020-08-27
covid 19 death,630,2020-08-27
180 000 dead,623,2020-08-27
dengan menggunakan masker,617,2020-08-27
180 000 americans,612,2020-08-27
nuevos casos coronavirus,609,2020-08-27
contagios covid 19,606,2020-08-27
paul pogba tests,606,2020-08-27
covid 19 coronavirus,603,2020-08-27
covid 19 case,599,2020-08-27
test positive coronavirus,599,2020-08-27
protokol kesehatan agar,597,2020-08-27
27 08 2020,596,2020-08-27
covid 19 data,594,2020-08-27
last 24 hours,583,2020-08-27
covid 19 amp,579,2020-08-27
coronavirus task force,576,2020-08-27
menggunakan masker untuk,576,2020-08-27
get covid 19,575,2020-08-27
rafikabayu agus_candra_ jaga,571,2020-08-27
kesehatan agar kita,569,2020-08-27
melindungi dengan menggunakan,566,2020-08-27
agar kita selalu,565,2020-08-27
kita selalu diberikan,556,2020-08-27
selalu diberikan kesehatan,556,2020-08-27
nuevos casos covid,554,2020-08-27
rapid covid 19,552,2020-08-27
pogba tested positive,551,2020-08-27
covid 19 virus,546,2020-08-27
untuk mencegah covid,546,2020-08-27
diberikan kesehatan serta,543,2020-08-27
kesehatan serta untuk,543,2020-08-27
serta untuk mencegah,543,2020-08-27
27 agosto 2020,542,2020-08-27
untuk meminimalisir penularan,542,2020-08-27
telecom_ec coursera presentan,541,2020-08-27
muertes covid 19,532,2020-08-27
masker wajib dipakai,530,2020-08-27
wajib dipakai semua,530,2020-08-27
dipakai semua orang,530,2020-08-27
semua orang disiplin3mbersamapolri,530,2020-08-27
orang disiplin3mbersamapolri denga,530,2020-08-27
disiplin3mbersamapolri denga melindungi,530,2020-08-27
denga melindungi dengan,530,2020-08-27
covid 19 implementasi,530,2020-08-27
19 implementasi disiplin,530,2020-08-27
capacítateenlínea telecom_ec coursera,529,2020-08-27
change coronavirus testing,528,2020-08-27
mencegah covid 19,525,2020-08-27
covid 19 em,522,2020-08-27
test positive covid,522,2020-08-27
penyebaran virus covid,512,2020-08-27
positivos covid 19,511,2020-08-27
bbc news coronavirus,507,2020-08-27
vaksin covid 19,504,2020-08-27
director walks back,491,2020-08-27
new cases covid,471,2020-08-27
global oil demand,471,2020-08-27
dead global oil,471,2020-08-27
covid 19 impact,468,2020-08-27
crushed prices canada,468,2020-08-27
covid19 pandemic crushed,466,2020-08-27
pandemic crushed prices,466,2020-08-27
covid 19 situation,463,2020-08-27
bersama kita cegah,462,2020-08-27
may stated oil,461,2020-08-27
stated oil dead,461,2020-08-27
oil dead global,461,2020-08-27
elizabethmay may stated,460,2020-08-27
nearly 90 covid19,460,2020-08-27
kita cegah penyebaran,459,2020-08-27
oil demand recovered,459,2020-08-27
canada supply demand,459,2020-08-27
supply demand create,459,2020-08-27
demand create jobs,459,2020-08-27
demand recovered nearly,458,2020-08-27
recovered nearly 90,458,2020-08-27
90 covid19 pandemic,458,2020-08-27
prices canada supply,458,2020-08-27
create jobs canadians,458,2020-08-27
jobs canadians economicrecovery,456,2020-08-27
mematuhi protokol kesehatan,454,2020-08-27
cdc director walks,452,2020-08-27
tetap patuhi protokol,449,2020-08-27
coronavirus covid19 sarscov2,448,2020-08-27
new covid19 cases,447,2020-08-27
paul pogba tested,447,2020-08-27
pacientes covid 19,444,2020-08-27
rafikabayu masker wajib,443,2020-08-27
fight covid 19,439,2020-08-27
du covid 19,439,2020-08-27
covid 19 lockdown,437,2020-08-27
post covid 19,436,2020-08-27
raninggalek rafikabayu masker,436,2020-08-27
covid 19 covid,435,2020-08-27
protokol kesehatan tnipolriajakpakaimasker,432,2020-08-27
jueves 27 agosto,424,2020-08-27
covid 19 positive,421,2020-08-27
population coronavirus covid19,419,2020-08-27
covid19 sarscov2 forecast,419,2020-08-27
covid 19 symptoms,417,2020-08-27
000 covid 19,413,2020-08-27
covid 19 spread,411,2020-08-27
new death population,408,2020-08-27
death population coronavirus,408,2020-08-27
19 covid 19,407,2020-08-27
