gram,counts,date
covid 19,210896,2020-05-13
coronavirus pandemic,9479,2020-05-13
19 pandemic,8410,2020-05-13
coronavirus covid19,8205,2020-05-13
covid19 coronavirus,6964,2020-05-13
penyebaran covid,5977,2020-05-13
rantai penyebaran,5440,2020-05-13
mata rantai,5329,2020-05-13
memutus mata,5269,2020-05-13
virus corona,5257,2020-05-13
pandemi covid,4983,2020-05-13
coronavirus cases,4907,2020-05-13
corona stopmudikcegahcovid19,4835,2020-05-13
guna memutus,4814,2020-05-13
idul fitri,4570,2020-05-13
anggota polri,4566,2020-05-13
19 cases,4564,2020-05-13
hari raya,4554,2020-05-13
mudik untuk,4553,2020-05-13
19 atau,4526,2020-05-13
atau virus,4504,2020-05-13
raya idul,4500,2020-05-13
dilarang mudik,4499,2020-05-13
fitri 1441,4496,2020-05-13
mudik saat,4494,2020-05-13
saat hari,4492,2020-05-13
1441 guna,4490,2020-05-13
polri dan,4490,2020-05-13
dan pns,4489,2020-05-13
pns polri,4489,2020-05-13
polri dilarang,4486,2020-05-13
untuk anggota,4481,2020-05-13
larangan mudik,4459,2020-05-13
rel nofollow,4427,2020-05-13
href rel,4427,2020-05-13
true href,4357,2020-05-13
new cases,4155,2020-05-13
coronavirus lockdown,3969,2020-05-13
tidak mudik,3909,2020-05-13
social distancing,3800,2020-05-13
death toll,3721,2020-05-13
covid19 pandemic,3682,2020-05-13
via youtube,3542,2020-05-13
nofollow twitter,3514,2020-05-13
coronavirus crisis,3512,2020-05-13
new york,3505,2020-05-13
back work,3483,2020-05-13
amid coronavirus,3420,2020-05-13
due coronavirus,3375,2020-05-13
coronavirus covid,3321,2020-05-13
19 stopmudikcegahcovid19,3312,2020-05-13
new coronavirus,3302,2020-05-13
19 crisis,3256,2020-05-13
coronavirus outbreak,3191,2020-05-13
nursing homes,3004,2020-05-13
due covid,2939,2020-05-13
white house,2799,2020-05-13
public health,2711,2020-05-13
bbc news,2679,2020-05-13
stay home,2626,2020-05-13
go away,2614,2020-05-13
di tengah,2501,2020-05-13
twitter web,2493,2020-05-13
may 13,2481,2020-05-13
dr fauci,2432,2020-05-13
go back,2424,2020-05-13
news coronavirus,2374,2020-05-13
tengah pandemi,2350,2020-05-13
nuevos casos,2292,2020-05-13
coronavirus vaccine,2252,2020-05-13
covidー19 coronavirus,2241,2020-05-13
casos coronavirus,2231,2020-05-13
casos covid,2225,2020-05-13
may never,2213,2020-05-13
public transport,2207,2020-05-13
year old,2201,2020-05-13
web app,2142,2020-05-13
coronavirus deaths,2125,2020-05-13
never go,2097,2020-05-13
new covid,2073,2020-05-13
19 deaths,2055,2020-05-13
tested positive,2037,2020-05-13
19 via,2027,2020-05-13
at home,2026,2020-05-13
boris johnson,2013,2020-05-13
casos confirmados,1987,2020-05-13
19 patients,1980,2020-05-13
coronavirus relief,1960,2020-05-13
care homes,1959,2020-05-13
pandemia coronavirus,1941,2020-05-13
masyarakat tidak,1937,2020-05-13
pastikan masyarakat,1926,2020-05-13
gerbang tol,1923,2020-05-13
cek gerbang,1922,2020-05-13
mudik di,1922,2020-05-13
merak pastikan,1921,2020-05-13
tol merak,1921,2020-05-13
polri cek,1918,2020-05-13
due covid19,1898,2020-05-13
coronavirus covidー19,1889,2020-05-13
confirmed cases,1871,2020-05-13
paul manafort,1864,2020-05-13
coronavirus death,1857,2020-05-13
covidー19 covid19,1842,2020-05-13
coronavirus via,1806,2020-05-13
gon na,1800,2020-05-13
19 vaccine,1776,2020-05-13
many people,1770,2020-05-13
coronavirus response,1767,2020-05-13
stay at,1735,2020-05-13
donald trump,1731,2020-05-13
supreme court,1722,2020-05-13
dirumah aja,1721,2020-05-13
19 response,1703,2020-05-13
work home,1676,2020-05-13
may 2020,1670,2020-05-13
care home,1648,2020-05-13
fight covid,1646,2020-05-13
manafort released,1643,2020-05-13
24 horas,1633,2020-05-13
united states,1622,2020-05-13
gt gt,1615,2020-05-13
covid19 cases,1600,2020-05-13
home order,1589,2020-05-13
mental health,1588,2020-05-13
stay safe,1580,2020-05-13
amid covid,1579,2020-05-13
13 mayo,1555,2020-05-13
19 testing,1531,2020-05-13
19 outbreak,1523,2020-05-13
du coronavirus,1509,2020-05-13
contact tracing,1506,2020-05-13
13 2020,1493,2020-05-13
second wave,1490,2020-05-13
coronavirus live,1467,2020-05-13
covid19 crisis,1461,2020-05-13
greta thunberg,1455,2020-05-13
pandemia covid,1454,2020-05-13
19 segera,1450,2020-05-13
long term,1449,2020-05-13
around world,1445,2020-05-13
live updates,1437,2020-05-13
kita tetap,1419,2020-05-13
13 05,1412,2020-05-13
segera berlalu,1404,2020-05-13
agar pandemi,1395,2020-05-13
19 lockdown,1392,2020-05-13
mudik tidak,1389,2020-05-13
spread coronavirus,1389,2020-05-13
tidak piknik,1387,2020-05-13
positive covid,1385,2020-05-13
tetap patuh,1380,2020-05-13
dan dirumah,1380,2020-05-13
patuh tidak,1379,2020-05-13
piknik dan,1379,2020-05-13
jangan mudik,1378,2020-05-13
aja agar,1377,2020-05-13
novel coronavirus,1372,2020-05-13
health care,1365,2020-05-13
fake news,1365,2020-05-13
coronavirus may,1365,2020-05-13
corona virus,1353,2020-05-13
da covid,1331,2020-05-13
19 di,1322,2020-05-13
crisis coronavirus,1318,2020-05-13
people died,1308,2020-05-13
impact covid,1307,2020-05-13
join us,1297,2020-05-13
positive cases,1293,2020-05-13
19 relief,1288,2020-05-13
fight covid19,1283,2020-05-13
19 death,1281,2020-05-13
sars cov,1272,2020-05-13
cases covid,1270,2020-05-13
us coronavirus,1264,2020-05-13
coronavirus bill,1254,2020-05-13
response covid,1240,2020-05-13
home confinement,1224,2020-05-13
coronavirus patients,1211,2020-05-13
post covid,1211,2020-05-13
nursing home,1206,2020-05-13
looks like,1205,2020-05-13
fight coronavirus,1202,2020-05-13
covid19 lockdown,1194,2020-05-13
trump administration,1193,2020-05-13
bill gates,1183,2020-05-13
prime minister,1163,2020-05-13
casos positivos,1148,2020-05-13
19 coronavirus,1146,2020-05-13
good news,1138,2020-05-13
coronavirus update,1120,2020-05-13
president trump,1115,2020-05-13
positive coronavirus,1109,2020-05-13
south korea,1108,2020-05-13
05 2020,1103,2020-05-13
wisconsin supreme,1101,2020-05-13
coronavirus testing,1089,2020-05-13
pandemia covid19,1086,2020-05-13
fox news,1081,2020-05-13
ayo kita,1081,2020-05-13
every day,1075,2020-05-13
du covid,1068,2020-05-13
new deaths,1063,2020-05-13
24 hours,1059,2020-05-13
face masks,1058,2020-05-13
herd immunity,1053,2020-05-13
relief bill,1052,2020-05-13
death rate,1051,2020-05-13
coronavirus test,1049,2020-05-13
pule_polsek ayo,1047,2020-05-13
berlalu stopmudikcegahcovid19,1046,2020-05-13
últimas 24,1045,2020-05-13
mudik dulu,1043,2020-05-13
task force,1041,2020-05-13
get back,1031,2020-05-13
return work,1030,2020-05-13
19 virus,1024,2020-05-13
wear mask,1021,2020-05-13
trillion coronavirus,1013,2020-05-13
19 test,1006,2020-05-13
post covid19,1006,2020-05-13
social media,1002,2020-05-13
help us,1000,2020-05-13
common sense,999,2020-05-13
cases covid19,997,2020-05-13
spread covid,995,2020-05-13
covid19 covidー19,995,2020-05-13
mayo 2020,983,2020-05-13
new normal,982,2020-05-13
total cases,976,2020-05-13
post coronavirus,974,2020-05-13
linked coronavirus,972,2020-05-13
house democrats,968,2020-05-13
total number,963,2020-05-13
make sure,962,2020-05-13
world health,960,2020-05-13
19 update,959,2020-05-13
look like,957,2020-05-13
york times,953,2020-05-13
new post,947,2020-05-13
first time,937,2020-05-13
80 000,928,2020-05-13
via gatewaypundit,927,2020-05-13
spread covid19,925,2020-05-13
released prison,917,2020-05-13
died coronavirus,916,2020-05-13
cases coronavirus,915,2020-05-13
covid19 stopmudikcegahcovid19,909,2020-05-13
trump campaign,909,2020-05-13
100 000,906,2020-05-13
du covid19,904,2020-05-13
terdampak covid,904,2020-05-13
face mask,901,2020-05-13
000 people,899,2020-05-13
covid19 covid_19,894,2020-05-13
coronavirus vía,886,2020-05-13
response coronavirus,886,2020-05-13
test positive,874,2020-05-13
coronavirus restrictions,870,2020-05-13
died covid,870,2020-05-13
anthony fauci,868,2020-05-13
covid19 corona,868,2020-05-13
coronavirus news,868,2020-05-13
hong kong,865,2020-05-13
13 may,864,2020-05-13
working home,858,2020-05-13
people die,858,2020-05-13
small businesses,845,2020-05-13
immune system,843,2020-05-13
twitter android,841,2020-05-13
covid19 deaths,839,2020-05-13
nuevo coronavirus,838,2020-05-13
rand paul,837,2020-05-13
cases deaths,829,2020-05-13
10 000,822,2020-05-13
coronavirus concerns,821,2020-05-13
go work,818,2020-05-13
climate change,817,2020-05-13
nueva normalidad,816,2020-05-13
last week,815,2020-05-13
qu il,812,2020-05-13
covid19 patients,812,2020-05-13
two weeks,810,2020-05-13
virus may,807,2020-05-13
health officials,803,2020-05-13
il coronavirus,799,2020-05-13
sign petition,796,2020-05-13
muertes coronavirus,795,2020-05-13
million people,794,2020-05-13
would like,792,2020-05-13
casos covid19,792,2020-05-13
corona covid19,792,2020-05-13
health organization,788,2020-05-13
covid covid19,781,2020-05-13
need know,778,2020-05-13
19 vía,773,2020-05-13
positivo covid,761,2020-05-13
town hall,760,2020-05-13
19 impact,759,2020-05-13
south africa,757,2020-05-13
19 em,755,2020-05-13
pandemic via,755,2020-05-13
top story,754,2020-05-13
positif covid,748,2020-05-13
active cases,745,2020-05-13
save lives,745,2020-05-13
20 000,741,2020-05-13
big tech,737,2020-05-13
coronavirus infections,736,2020-05-13
stock sales,736,2020-05-13
fbi serves,728,2020-05-13
coronavirus covid_19,724,2020-05-13
coronavirus related,724,2020-05-13
die coronavirus,723,2020-05-13
campaign chairman,723,2020-05-13
coronavirus trump,722,2020-05-13
china coronavirus,721,2020-05-13
corona coronavirus,719,2020-05-13
000 deaths,717,2020-05-13
putus penyebaran,716,2020-05-13
uk economy,712,2020-05-13
sayangi keluarga,712,2020-05-13
covid19 amp,711,2020-05-13
serves warrant,709,2020-05-13
response covid19,707,2020-05-13
wear masks,706,2020-05-13
impact covid19,706,2020-05-13
coronavirus virus,702,2020-05-13
please help,700,2020-05-13
coronavirus argentina,700,2020-05-13
home forever,699,2020-05-13
19 related,696,2020-05-13
breaking news,695,2020-05-13
