gram,counts,date
covid 19 cases,10266,2020-07-01
covid 19 pandemic,8087,2020-07-01
positive covid 19,4315,2020-07-01
due covid 19,3065,2020-07-01
casos covid 19,2858,2020-07-01
new covid 19,2677,2020-07-01
covid 19 vaccine,2555,2020-07-01
covid 19 drug,2474,2020-07-01
covid 19 crisis,2308,2020-07-01
new coronavirus cases,2137,2020-07-01
coronavirus covid 19,2039,2020-07-01
covid 19 patients,2033,2020-07-01
19 drug remdesivir,1810,2020-07-01
covid 19 deaths,1774,2020-07-01
tested positive covid,1689,2020-07-01
covid 19 testing,1661,2020-07-01
covid 19 treatment,1558,2020-07-01
cases covid 19,1539,2020-07-01
spread covid 19,1478,2020-07-01
amid covid 19,1443,2020-07-01
buys almost entire,1440,2020-07-01
covid 19 test,1440,2020-07-01
covid 19 via,1438,2020-07-01
us buys almost,1425,2020-07-01
world stock key,1303,2020-07-01
key covid 19,1296,2020-07-01
impact covid 19,1292,2020-07-01
pandemia covid 19,1275,2020-07-01
covid 19 outbreak,1262,2020-07-01
buys world stock,1262,2020-07-01
stock key covid,1254,2020-07-01
da covid 19,1243,2020-07-01
bbc news coronavirus,1229,2020-07-01
us buys world,1217,2020-07-01
últimas 24 horas,1208,2020-07-01
potential covid 19,1188,2020-07-01
covid 19 response,1091,2020-07-01
covid 19 virus,1086,2020-07-01
19 treatment drug,1075,2020-07-01
test positive covid,1055,2020-07-01
entire global stock,1052,2020-07-01
covid 19 di,1035,2020-07-01
almost entire global,1033,2020-07-01
global stock potential,994,2020-07-01
stock potential covid,973,2020-07-01
covid 19 update,940,2020-07-01
dari covid 19,894,2020-07-01
positivo covid 19,892,2020-07-01
died covid 19,892,2020-07-01
100 000 new,884,2020-07-01
covid 19 wedding,875,2020-07-01
post covid 19,872,2020-07-01
response covid 19,869,2020-07-01
contagios covid 19,859,2020-07-01
covid 19 coronavirus,850,2020-07-01
guests tested positive,850,2020-07-01
least 80 guests,845,2020-07-01
80 guests tested,835,2020-07-01
wedding eastern india,830,2020-07-01
covid 19 lockdown,829,2020-07-01
produktif dan aman,828,2020-07-01
tested positive coronavirus,827,2020-07-01
fight covid 19,825,2020-07-01
aman dari covid,823,2020-07-01
died least 80,823,2020-07-01
groom died least,821,2020-07-01
pandemi covid 19,818,2020-07-01
पत जल जय,818,2020-07-01
dan aman dari,817,2020-07-01
last 24 hours,812,2020-07-01
19 wedding eastern,803,2020-07-01
masyarakat produktif dan,802,2020-07-01
dr anthony fauci,775,2020-07-01
covid 19 positive,766,2020-07-01
जय पत जल,765,2020-07-01
coronavirus live updates,758,2020-07-01
लव जय पत,745,2020-07-01
covid 19 outbreaks,730,2020-07-01
covid 19 hoax,727,2020-07-01
covid 19 spread,727,2020-07-01
pacientes covid 19,722,2020-07-01
test positive coronavirus,717,2020-07-01
covid 19 haribhayangkarake74,702,2020-07-01
menerapkan protokol kesehatan,692,2020-07-01
amid coronavirus pandemic,680,2020-07-01
new york times,678,2020-07-01
covid 19 tests,676,2020-07-01
protokol kesehatan agar,674,2020-07-01
