gram,counts,date
covid 19,197798,2020-04-23
coronavirus pandemic,10767,2020-04-23
coronavirus covid19,9374,2020-04-23
covid19 coronavirus,8612,2020-04-23
19 pandemic,8049,2020-04-23
new york,7144,2020-04-23
coronavirus crisis,4793,2020-04-23
coronavirus cases,4482,2020-04-23
via youtube,4394,2020-04-23
social distancing,4358,2020-04-23
href rel,4204,2020-04-23
rel nofollow,4204,2020-04-23
19 cases,4197,2020-04-23
coronavirus lockdown,4131,2020-04-23
true href,4131,2020-04-23
covid19 pandemic,3941,2020-04-23
stay home,3879,2020-04-23
19 crisis,3871,2020-04-23
coronavirus outbreak,3728,2020-04-23
coronavirus covid,3647,2020-04-23
amid coronavirus,3624,2020-04-23
new cases,3524,2020-04-23
nofollow twitter,3514,2020-04-23
19 patients,3428,2020-04-23
due coronavirus,3044,2020-04-23
coronavirus patients,3035,2020-04-23
coronavirus via,3024,2020-04-23
donald trump,2912,2020-04-23
pandemi covid,2850,2020-04-23
task force,2800,2020-04-23
due covid,2773,2020-04-23
fight coronavirus,2648,2020-04-23
tested positive,2542,2020-04-23
bbc news,2483,2020-04-23
twitter web,2481,2020-04-23
coronavirus vaccine,2443,2020-04-23
news coronavirus,2425,2020-04-23
president trump,2423,2020-04-23
positive coronavirus,2385,2020-04-23
death toll,2380,2020-04-23
united states,2375,2020-04-23
new coronavirus,2324,2020-04-23
test positive,2241,2020-04-23
coronavirus response,2213,2020-04-23
web app,2148,2020-04-23
public health,2136,2020-04-23
coronavirus deaths,2101,2020-04-23
white house,2099,2020-04-23
confirmed cases,2085,2020-04-23
gon na,2075,2020-04-23
23 04,2048,2020-04-23
19 via,2043,2020-04-23
coronavirus relief,2027,2020-04-23
fight covid19,2022,2020-04-23
19 lockdown,2010,2020-04-23
fake news,1999,2020-04-23
fight covid,1971,2020-04-23
cashless society,1962,2020-04-23
stay safe,1942,2020-04-23
injecting disinfectant,1920,2020-04-23
april 23,1916,2020-04-23
fox news,1892,2020-04-23
pandemia coronavirus,1887,2020-04-23
