gram,counts,date
covid 19,232359,2020-05-08
coronavirus pandemic,10976,2020-05-08
coronavirus covid19,9405,2020-05-08
penyebaran covid,9291,2020-05-08
19 pandemic,8678,2020-05-08
covid19 coronavirus,7490,2020-05-08
positive coronavirus,6663,2020-05-08
white house,6429,2020-05-08
19 partisipasicegahcovid19,5979,2020-05-08
new york,5769,2020-05-08
coronavirus cases,5405,2020-05-08
19 cases,5192,2020-05-08
tests positive,5187,2020-05-08
19 dengan,5160,2020-05-08
tested positive,5124,2020-05-08
coronavirus lockdown,4614,2020-05-08
new cases,4591,2020-05-08
covid19 pandemic,4354,2020-05-08
via youtube,4347,2020-05-08
rel nofollow,4163,2020-05-08
href rel,4163,2020-05-08
true href,4092,2020-05-08
social distancing,4067,2020-05-08
cegah penyebaran,4031,2020-05-08
cashless society,3969,2020-05-08
stay home,3864,2020-05-08
coronavirus covid,3776,2020-05-08
death toll,3750,2020-05-08
yang harus,3728,2020-05-08
coronavirus crisis,3607,2020-05-08
nofollow twitter,3434,2020-05-08
positive covid,3348,2020-05-08
dengan menggunakan,3342,2020-05-08
menggunakan masker,3324,2020-05-08
disiplin dalam,3295,2020-05-08
due covid,3204,2020-05-08
19 crisis,3186,2020-05-08
amid coronavirus,3173,2020-05-08
stay safe,3136,2020-05-08
kebijakan pemerintah,3111,2020-05-08
dalam membantu,3058,2020-05-08
kita dalam,3057,2020-05-08
dalam menjalankan,3056,2020-05-08
besar kita,3052,2020-05-08
menjalankan kebijakan,3052,2020-05-08
memutuskan penyebaran,3051,2020-05-08
partisipasi besar,3050,2020-05-08
pemerintah adalah,3050,2020-05-08
adalah partisipasi,3050,2020-05-08
membantu memutuskan,3050,2020-05-08
due coronavirus,2990,2020-05-08
bagi asn,2988,2020-05-08
new coronavirus,2940,2020-05-08
19 patients,2866,2020-05-08
coronavirus deaths,2776,2020-05-08
may 2020,2773,2020-05-08
maskermu melindungi,2760,2020-05-08
roy horn,2756,2020-05-08
coronavirus outbreak,2710,2020-05-08
covid_19 coronavirus,2710,2020-05-08
covid19 covid_19,2678,2020-05-08
donald trump,2580,2020-05-08
public health,2572,2020-05-08
due covid19,2528,2020-05-08
pakai masker,2497,2020-05-08
coronavirus covid_19,2453,2020-05-08
test positive,2444,2020-05-08
darurat covid,2433,2020-05-08
pada masa,2421,2020-05-08
masa darurat,2405,2020-05-08
keluar rumah,2396,2020-05-08
warga yang,2386,2020-05-08
coronavirus via,2385,2020-05-08
coronavirus response,2357,2020-05-08
mike pence,2351,2020-05-08
wajib pakai,2341,2020-05-08
rumah untuk,2338,2020-05-08
setiap warga,2332,2020-05-08
untuk wajib,2332,2020-05-08
twitter web,2322,2020-05-08
widodopresiden republik,2318,2020-05-08
joko widodopresiden,2318,2020-05-08
masker setiap,2317,2020-05-08
mudik bagi,2315,2020-05-08
asn pada,2312,2020-05-08
harus keluar,2312,2020-05-08
ir joko,2305,2020-05-08
masker ir,2302,2020-05-08
pelarangan mudik,2294,2020-05-08
republik indonesia,2282,2020-05-08
covid_19 covid19,2261,2020-05-08
nuevos casos,2223,2020-05-08
casos covid,2222,2020-05-08
19 via,2190,2020-05-08
pandemia coronavirus,2172,2020-05-08
casos confirmados,2149,2020-05-08
indonesia partisipasicegahcovid19,2143,2020-05-08
penanganan covid,2135,2020-05-08
casos coronavirus,2123,2020-05-08
confirmed cases,2029,2020-05-08
bbc news,2025,2020-05-08
impact covid,2020,2020-05-08
covid19 cases,2011,2020-05-08
gon na,1994,2020-05-08
web app,1994,2020-05-08
19 deaths,1974,2020-05-08
mental health,1971,2020-05-08
news coronavirus,1936,2020-05-08
19 testing,1925,2020-05-08
nursing homes,1877,2020-05-08
19 dan,1867,2020-05-08
fight covid,1865,2020-05-08
contact tracing,1854,2020-05-08
york times,1830,2020-05-08
pandemi covid,1819,2020-05-08
new covid,1809,2020-05-08
year old,1804,2020-05-08
vice president,1795,2020-05-08
stephen miller,1776,2020-05-08
novel coronavirus,1752,2020-05-08
united states,1739,2020-05-08
amid covid,1728,2020-05-08
at home,1708,2020-05-08
many people,1706,2020-05-08
pemerintah partisipasicegahcovid19,1682,2020-05-08
24 horas,1661,2020-05-08
gt gt,1657,2020-05-08
towards cashless,1649,2020-05-08
19 lockdown,1644,2020-05-08
19 di,1643,2020-05-08
du coronavirus,1634,2020-05-08
mencegah penyebaran,1624,2020-05-08
live updates,1615,2020-05-08
crisis coronavirus,1614,2020-05-08
dengan tetap,1614,2020-05-08
covid19 lockdown,1601,2020-05-08
safe stay,1597,2020-05-08
press secretary,1597,2020-05-08
