gram,counts,date
covid 19 cases,6775,2020-08-03
covid 19 pandemic,6719,2020-08-03
positive covid 19,5000,2020-08-03
covid 19 vaccine,3108,2020-08-03
casos covid 19,2625,2020-08-03
new covid 19,2513,2020-08-03
due covid 19,2402,2020-08-03
covid 19 patients,2258,2020-08-03
covid 19 test,2239,2020-08-03
covid 19 deaths,2167,2020-08-03
covid 19 testing,1923,2020-08-03
tested positive covid,1844,2020-08-03
covid 19 crisis,1745,2020-08-03
covid 19 via,1521,2020-08-03
coronavirus covid 19,1425,2020-08-03
covid 19 di,1299,2020-08-03
da covid 19,1292,2020-08-03
tests positive covid,1279,2020-08-03
spread covid 19,1258,2020-08-03
amid covid 19,1255,2020-08-03
cases covid 19,1235,2020-08-03
covid 19 outbreak,1235,2020-08-03
pandemia covid 19,1129,2020-08-03
últimas 24 horas,1125,2020-08-03
260 employees georgia,1122,2020-08-03
new coronavirus cases,1112,2020-08-03
covid 19 tests,1099,2020-08-03
covid 19 exposed,1084,2020-08-03
tests positive coronavirus,1039,2020-08-03
vacuna covid 19,1032,2020-08-03
test positive covid,1029,2020-08-03
bbc news coronavirus,979,2020-08-03
covid 19 response,963,2020-08-03
covid 19 relief,959,2020-08-03
largest school district,958,2020-08-03
impact covid 19,952,2020-08-03
pandemic bad america,930,2020-08-03
video via gatewaypundit,923,2020-08-03
covid 19 death,908,2020-08-03
bad america atlantic,869,2020-08-03
georgia largest school,853,2020-08-03
covid 19 update,820,2020-08-03
000 covid 19,810,2020-08-03
died covid 19,803,2020-08-03
covid 19 coronavirus,801,2020-08-03
covid 19 positive,798,2020-08-03
tests covid 19,791,2020-08-03
quizás nunca solución,791,2020-08-03
response covid 19,785,2020-08-03
tested positive coronavirus,780,2020-08-03
covid 19 vaccines,764,2020-08-03
employees georgia largest,762,2020-08-03
90 minute tests,760,2020-08-03
coronavirus relief bill,759,2020-08-03
pandemi covid 19,741,2020-08-03
contagios covid 19,732,2020-08-03
new york times,727,2020-08-03
positivos covid 19,719,2020-08-03
nunca solución coronavirus,717,2020-08-03
rusa covid 19,711,2020-08-03
vacuna rusa covid,710,2020-08-03
parents covid 19,708,2020-08-03
covid 19 virus,707,2020-08-03
pacientes covid 19,699,2020-08-03
covid 19 case,684,2020-08-03
covid 19 treatment,684,2020-08-03
iran cover up,672,2020-08-03
every possible opportunity,669,2020-08-03
squandered every possible,668,2020-08-03
covid 19 lockdown,666,2020-08-03
despite ample warning,664,2020-08-03
voluntarios recibieron vacuna,663,2020-08-03
nuevos casos coronavirus,662,2020-08-03
coronavirus live updates,660,2020-08-03
positivo covid 19,655,2020-08-03
covid 19 em,649,2020-08-03
possible opportunity control,649,2020-08-03
opportunity control coronavirus,647,2020-08-03
loses parents covid,645,2020-08-03
stop stabbing bulls,645,2020-08-03
last 24 hours,644,2020-08-03
stabbing bulls death,641,2020-08-03
new 90 minute,640,2020-08-03
coronavirus task force,636,2020-08-03
ample warning squandered,632,2020-08-03
warning squandered every,632,2020-08-03
recibieron vacuna rusa,631,2020-08-03
fight covid 19,630,2020-08-03
covid 19 desarrollaron,630,2020-08-03
deaths revealed data,627,2020-08-03
covid 19 flu,626,2020-08-03
biomedical might scientific,620,2020-08-03
might scientific expertise,620,2020-08-03
resources biomedical might,619,2020-08-03
immense resources biomedical,618,2020-08-03
considerable advantages immense,617,2020-08-03
advantages immense resources,617,2020-08-03
revealed data leak,616,2020-08-03
19 desarrollaron inmunidad,616,2020-08-03
scientific expertise it,614,2020-08-03
expertise it floundered,614,2020-08-03
positif covid 19,604,2020-08-03
trump criticizes birx,604,2020-08-03
despite considerable advantages,602,2020-08-03
cover up deaths,582,2020-08-03
